assembly gene scaffold start end length max_length copy
73_3a AL1G16610 scaffold_1_RagTag 2432881 2434483 1602 2025 1
73_3a AL1G23620 scaffold_1_RagTag 4983411 4985531 2120 2673.75 1
73_3a AL1G24180 scaffold_1_RagTag 4988677 4990657 1980 2737.5 2
73_3a AL1G24180 scaffold_1_RagTag 5162228 5164419 2191 2737.5 3
73_3a AL1G23630 scaffold_1_RagTag 4987825 4990741 2916 3638.75 1
73_3a AL1G23970 scaffold_1_RagTag 5124214 5126395 2181 2822.5 1
73_3a AL1G24080 scaffold_1_RagTag 5132488 5134641 2153 2693.75 2
73_3a AL1G24070 scaffold_1_RagTag 5129908 5134510 4602 4935 1
73_3a AL1G24080 scaffold_1_RagTag 5124340 5126236 1896 2693.75 1
73_3a AL1G24180 scaffold_1_RagTag 4983465 4985536 2071 2737.5 1
73_3a AL1G24190 scaffold_1_RagTag 5164734 5167363 2629 3190 1
73_3a AL2G10190 scaffold_2_RagTag 115349 117251 1902 2587.5 1
73_3a AL2G11490 scaffold_2_RagTag 747674 749752 2078 2595 1
73_3a AL2G11830 scaffold_2_RagTag 916491 918487 1996 2717.5 1
73_3a AL2G12460 scaffold_2_RagTag 1158339 1163575 5236 6621.25 1
73_3a AL2G12500 scaffold_2_RagTag 1186662 1195581 8919 9907.5 2
73_3a AL2G13130 scaffold_2_RagTag 1368488 1371181 2693 3798.75 3
73_3a AL2G12470 scaffold_2_RagTag 1191165 1193565 2400 3056.25 2
73_3a AL2G12500 scaffold_2_RagTag 1195577 1202439 6862 9907.5 3
73_3a AL2G12470 scaffold_2_RagTag 1186343 1188429 2086 3056.25 1
73_3a AL2G13140 scaffold_3_RagTag 7540294 7543915 3621 4956.25 3
73_3a AL2G12500 scaffold_2_RagTag 1159518 1165824 6306 9907.5 1
73_3a AL2G13130 scaffold_2_RagTag 1347328 1350837 3509 3798.75 2
73_3a AL2G12820 scaffold_2_RagTag 1357165 1358929 1764 2777.5 2
73_3a AL2G12780 scaffold_2_RagTag 1353527 1355913 2386 3003.75 1
73_3a AL2G12790 scaffold_2_RagTag 1356815 1358919 2104 2817.5 1
73_3a AL2G13150 scaffold_2_RagTag 5809024 5810988 1964 2767.5 3
73_3a AL2G12810 scaffold_2_RagTag 1363522 1366000 2478 3071.25 1
73_3a AL2G12830 scaffold_2_RagTag 1507154 1509151 1997 2646.25 3
73_3a AL2G12820 scaffold_2_RagTag 1200712 1202432 1720 2777.5 1
73_3a AL2G13150 scaffold_2_RagTag 1498457 1500496 2039 2767.5 2
73_3a AL2G12830 scaffold_2_RagTag 1371055 1373055 2000 2646.25 2
