family_id	gene	final_status	n	total_n	prop
OG0000007	AL3G16620	F	3	23	0.13043478260869565
OG0000007	AL3G16620	P	1	23	0.043478260869565216
OG0000007	AL3G16620	U	19	23	0.8260869565217391
OG0000009	AL1G65610	F	21	21	1.0
OG0000009	AL4G20070	P	21	21	1.0
OG0000009	AL5G15900	P	15	17	0.8823529411764706
OG0000009	AL5G15900	U	2	17	0.11764705882352941
OG0000009	AL5G15910	F	9	21	0.42857142857142855
OG0000009	AL5G15910	P	4	21	0.19047619047619047
OG0000009	AL5G15910	U	8	21	0.38095238095238093
OG0000009	AL5G28540	F	6	19	0.3157894736842105
OG0000009	AL5G28540	P	11	19	0.5789473684210527
OG0000009	AL5G28540	U	2	19	0.10526315789473684
OG0000009	AL5G28550	F	10	16	0.625
OG0000009	AL5G28550	P	2	16	0.125
OG0000009	AL5G28550	U	4	16	0.25
OG0000009	AL5G28950	F	1	22	0.045454545454545456
OG0000009	AL5G28950	U	21	22	0.9545454545454546
OG0000009	AL5G30872	P	21	21	1.0
OG0000009	AL5G31970	P	22	22	1.0
OG0000009	AL5G36020	P	20	20	1.0
OG0000009	AL6G44330	P	17	17	1.0
OG0000009	AL6G44360	P	17	17	1.0
OG0000009	AL6G44370	P	16	16	1.0
OG0000009	AL7G26600	P	22	22	1.0
OG0000009	AL7G51940	P	21	22	0.9545454545454546
OG0000009	AL7G51940	U	1	22	0.045454545454545456
OG0000009	AL7G51960	A	19	22	0.8636363636363636
OG0000009	AL7G51960	P	3	22	0.13636363636363635
OG0000009	AL7G52000	F	2	21	0.09523809523809523
OG0000009	AL7G52000	P	18	21	0.8571428571428571
OG0000009	AL7G52000	U	1	21	0.047619047619047616
OG0000009	AL7G52020	F	4	22	0.18181818181818182
OG0000009	AL7G52020	P	17	22	0.7727272727272727
OG0000009	AL7G52020	U	1	22	0.045454545454545456
OG0000009	AL8G17190	P	22	22	1.0
OG0000009	AL8G32200	P	21	21	1.0
OG0000009	AL8G32500	P	5	22	0.22727272727272727
OG0000009	AL8G32500	U	17	22	0.7727272727272727
OG0000009	AL8G32520	P	23	25	0.92
OG0000009	AL8G32520	U	2	25	0.08
OG0000009	AL8G32530	U	2	2	1.0
OG0000009	AL8G40480	P	22	22	1.0
OG0000009	AL8G41770	P	4	20	0.2
OG0000009	AL8G41770	U	16	20	0.8
OG0000012	AL1G49650	P	17	18	0.9444444444444444
OG0000012	AL1G49650	U	1	18	0.05555555555555555
OG0000012	AL1G49660	F	1	30	0.03333333333333333
OG0000012	AL1G49660	P	27	30	0.9
OG0000012	AL1G49660	U	2	30	0.06666666666666667
OG0000012	AL1G66550	P	10	10	1.0
OG0000012	AL1G66560	P	23	23	1.0
OG0000012	AL3G42870	F	1	9	0.1111111111111111
OG0000012	AL3G42870	P	3	9	0.3333333333333333
OG0000012	AL3G42870	U	5	9	0.5555555555555556
OG0000012	AL3G42880	A	13	40	0.325
OG0000012	AL3G42880	F	3	40	0.075
OG0000012	AL3G42880	P	9	40	0.225
OG0000012	AL3G42880	U	15	40	0.375
OG0000012	AL3G42890	A	26	27	0.9629629629629629
OG0000012	AL3G42890	U	1	27	0.037037037037037035
OG0000012	AL3G42900	F	1	27	0.037037037037037035
OG0000012	AL3G42900	P	15	27	0.5555555555555556
OG0000012	AL3G42900	U	11	27	0.4074074074074074
OG0000012	AL5G23140	P	9	22	0.4090909090909091
OG0000012	AL5G23140	U	13	22	0.5909090909090909
OG0000012	AL5G23200	P	9	17	0.5294117647058824
OG0000012	AL5G23200	U	8	17	0.47058823529411764
OG0000012	AL5G23230	A	24	61	0.39344262295081966
OG0000012	AL5G23230	F	5	61	0.08196721311475409
OG0000012	AL5G23230	P	26	61	0.4262295081967213
OG0000012	AL5G23230	U	6	61	0.09836065573770492
OG0000012	AL5G39900	P	22	22	1.0
OG0000012	AL5G39910	P	22	22	1.0
OG0000012	AL5G39920	P	56	56	1.0
OG0000012	AL5G39940	A	8	66	0.12121212121212122
OG0000012	AL5G39940	P	58	66	0.8787878787878788
OG0000012	AL5G39960	P	22	22	1.0
OG0000012	AL5G39970	A	3	33	0.09090909090909091
OG0000012	AL5G39970	P	30	33	0.9090909090909091
OG0000012	AL5G39980	P	22	22	1.0
OG0000012	AL5G40000	P	39	39	1.0
OG0000012	AL5G40020	P	22	22	1.0
OG0000012	AL5G40070	P	38	38	1.0
OG0000012	AL5G40100	P	22	22	1.0
OG0000012	AL5G40110	P	22	22	1.0
OG0000012	AL5G40120	P	21	21	1.0
OG0000012	AL5G40140	P	29	29	1.0
OG0000012	AL5G40170	P	20	20	1.0
OG0000015	AL1G53250	A	15	15	1.0
OG0000015	AL1G56200	A	18	18	1.0
OG0000015	AL1G56270	A	1	23	0.043478260869565216
OG0000015	AL1G56270	F	2	23	0.08695652173913043
OG0000015	AL1G56270	P	16	23	0.6956521739130435
OG0000015	AL1G56270	U	4	23	0.17391304347826086
OG0000015	AL1G61030	P	5	11	0.45454545454545453
OG0000015	AL1G61030	U	6	11	0.5454545454545454
OG0000015	AL2G10360	P	5	6	0.8333333333333334
OG0000015	AL2G10360	U	1	6	0.16666666666666666
OG0000015	AL2G38250	A	21	22	0.9545454545454546
OG0000015	AL2G38250	P	1	22	0.045454545454545456
OG0000015	AL364U10020	A	8	21	0.38095238095238093
OG0000015	AL364U10020	P	13	21	0.6190476190476191
OG0000015	AL3G39750	A	2	22	0.09090909090909091
OG0000015	AL3G39750	P	20	22	0.9090909090909091
OG0000015	AL3G40240	A	13	13	1.0
OG0000015	AL3G45200	A	21	21	1.0
OG0000015	AL3G53150	P	20	20	1.0
OG0000015	AL4G28120	P	7	14	0.5
OG0000015	AL4G28120	U	7	14	0.5
OG0000015	AL4G41810	A	22	22	1.0
OG0000015	AL6G39210	F	5	14	0.35714285714285715
OG0000015	AL6G39210	U	9	14	0.6428571428571429
OG0000015	AL7G30150	P	16	16	1.0
OG0000015	AL7G34100	A	8	8	1.0
OG0000015	AL8G11480	A	23	23	1.0
OG0000015	AL8G14770	F	2	14	0.14285714285714285
OG0000015	AL8G14770	P	11	14	0.7857142857142857
OG0000015	AL8G14770	U	1	14	0.07142857142857142
OG0000016	AL1G16610	U	22	22	1.0
OG0000016	AL1G23620	F	4	22	0.18181818181818182
OG0000016	AL1G23620	P	6	22	0.2727272727272727
OG0000016	AL1G23620	U	12	22	0.5454545454545454
OG0000016	AL1G23630	F	7	44	0.1590909090909091
OG0000016	AL1G23630	P	4	44	0.09090909090909091
OG0000016	AL1G23630	U	33	44	0.75
OG0000016	AL1G23970	F	6	29	0.20689655172413793
OG0000016	AL1G23970	P	2	29	0.06896551724137931
OG0000016	AL1G23970	U	21	29	0.7241379310344828
OG0000016	AL1G24070	F	1	29	0.034482758620689655
OG0000016	AL1G24070	P	28	29	0.9655172413793104
OG0000016	AL1G24080	F	45	64	0.703125
OG0000016	AL1G24080	P	14	64	0.21875
OG0000016	AL1G24080	U	5	64	0.078125
OG0000016	AL1G24180	F	33	61	0.5409836065573771
OG0000016	AL1G24180	P	23	61	0.3770491803278688
OG0000016	AL1G24180	U	5	61	0.08196721311475409
OG0000016	AL1G24190	P	19	22	0.8636363636363636
OG0000016	AL1G24190	U	3	22	0.13636363636363635
OG0000016	AL2G10190	P	2	22	0.09090909090909091
OG0000016	AL2G10190	U	20	22	0.9090909090909091
OG0000016	AL2G11490	F	7	22	0.3181818181818182
OG0000016	AL2G11490	P	1	22	0.045454545454545456
OG0000016	AL2G11490	U	14	22	0.6363636363636364
OG0000016	AL2G11830	F	1	23	0.043478260869565216
OG0000016	AL2G11830	P	3	23	0.13043478260869565
OG0000016	AL2G11830	U	19	23	0.8260869565217391
OG0000016	AL2G12460	F	8	29	0.27586206896551724
OG0000016	AL2G12460	P	10	29	0.3448275862068966
OG0000016	AL2G12460	U	11	29	0.3793103448275862
OG0000016	AL2G12470	F	1	26	0.038461538461538464
OG0000016	AL2G12470	P	9	26	0.34615384615384615
OG0000016	AL2G12470	U	16	26	0.6153846153846154
OG0000016	AL2G12500	A	1	39	0.02564102564102564
OG0000016	AL2G12500	F	17	39	0.4358974358974359
OG0000016	AL2G12500	P	14	39	0.358974358974359
OG0000016	AL2G12500	U	7	39	0.1794871794871795
OG0000016	AL2G12780	F	2	22	0.09090909090909091
OG0000016	AL2G12780	P	3	22	0.13636363636363635
OG0000016	AL2G12780	U	17	22	0.7727272727272727
OG0000016	AL2G12790	F	31	37	0.8378378378378378
OG0000016	AL2G12790	P	6	37	0.16216216216216217
OG0000016	AL2G12810	F	18	37	0.4864864864864865
OG0000016	AL2G12810	P	8	37	0.21621621621621623
OG0000016	AL2G12810	U	11	37	0.2972972972972973
OG0000016	AL2G12820	F	7	59	0.11864406779661017
OG0000016	AL2G12820	P	38	59	0.6440677966101694
OG0000016	AL2G12820	U	14	59	0.23728813559322035
OG0000016	AL2G12830	F	29	49	0.5918367346938775
OG0000016	AL2G12830	P	8	49	0.16326530612244897
OG0000016	AL2G12830	U	12	49	0.24489795918367346
OG0000016	AL2G13070	U	22	22	1.0
OG0000016	AL2G13120	U	22	22	1.0
OG0000016	AL2G13130	F	22	83	0.26506024096385544
OG0000016	AL2G13130	P	46	83	0.5542168674698795
OG0000016	AL2G13130	U	15	83	0.18072289156626506
OG0000016	AL2G13140	A	5	42	0.11904761904761904
OG0000016	AL2G13140	F	7	42	0.16666666666666666
OG0000016	AL2G13140	P	26	42	0.6190476190476191
OG0000016	AL2G13140	U	4	42	0.09523809523809523
OG0000016	AL2G13150	F	4	82	0.04878048780487805
OG0000016	AL2G13150	P	64	82	0.7804878048780488
OG0000016	AL2G13150	U	14	82	0.17073170731707318
OG0000016	AL2G13170	F	2	25	0.08
OG0000016	AL2G13170	P	8	25	0.32
OG0000016	AL2G13170	U	15	25	0.6
OG0000016	AL2G13280	F	12	51	0.23529411764705882
OG0000016	AL2G13280	P	30	51	0.5882352941176471
OG0000016	AL2G13280	U	9	51	0.17647058823529413
OG0000016	AL2G18840	P	33	36	0.9166666666666666
OG0000016	AL2G18840	U	3	36	0.08333333333333333
OG0000016	AL3G29642	P	1	22	0.045454545454545456
OG0000016	AL3G29642	U	21	22	0.9545454545454546
OG0000016	AL3G36780	F	1	22	0.045454545454545456
OG0000016	AL3G36780	P	7	22	0.3181818181818182
OG0000016	AL3G36780	U	14	22	0.6363636363636364
OG0000016	AL6G27650	U	22	22	1.0
OG0000016	AL7G48260	F	1	22	0.045454545454545456
OG0000016	AL7G48260	U	21	22	0.9545454545454546
OG0000022	AL164U10020	P	16	16	1.0
OG0000022	AL2G18450	P	21	22	0.9545454545454546
OG0000022	AL2G18450	U	1	22	0.045454545454545456
OG0000022	AL3G12540	U	22	22	1.0
OG0000022	AL3G12550	F	2	22	0.09090909090909091
OG0000022	AL3G12550	P	1	22	0.045454545454545456
OG0000022	AL3G12550	U	19	22	0.8636363636363636
OG0000022	AL5G16810	F	5	19	0.2631578947368421
OG0000022	AL5G16810	P	9	19	0.47368421052631576
OG0000022	AL5G16810	U	5	19	0.2631578947368421
OG0000022	AL5G40710	F	2	22	0.09090909090909091
OG0000022	AL5G40710	P	1	22	0.045454545454545456
OG0000022	AL5G40710	U	19	22	0.8636363636363636
OG0000022	AL5G41040	F	1	22	0.045454545454545456
OG0000022	AL5G41040	P	8	22	0.36363636363636365
OG0000022	AL5G41040	U	13	22	0.5909090909090909
OG0000022	AL5G41050	P	21	22	0.9545454545454546
OG0000022	AL5G41050	U	1	22	0.045454545454545456
OG0000022	AL5G41060	F	1	22	0.045454545454545456
OG0000022	AL5G41060	P	5	22	0.22727272727272727
OG0000022	AL5G41060	U	16	22	0.7272727272727273
OG0000022	AL5G41070	P	2	22	0.09090909090909091
OG0000022	AL5G41070	U	20	22	0.9090909090909091
OG0000022	AL5G41080	F	1	22	0.045454545454545456
OG0000022	AL5G41080	U	21	22	0.9545454545454546
OG0000022	AL5G41090	P	4	22	0.18181818181818182
OG0000022	AL5G41090	U	18	22	0.8181818181818182
OG0000022	AL5G41120	P	22	22	1.0
OG0000022	AL5G41130	P	22	22	1.0
OG0000022	AL7G42310	P	22	22	1.0
OG0000022	AL8G16450	P	20	22	0.9090909090909091
OG0000022	AL8G16450	U	2	22	0.09090909090909091
OG0000024	AL1G21900	P	21	21	1.0
OG0000024	AL1G61840	F	2	23	0.08695652173913043
OG0000024	AL1G61840	P	5	23	0.21739130434782608
OG0000024	AL1G61840	U	16	23	0.6956521739130435
OG0000024	AL1G65650	P	15	16	0.9375
OG0000024	AL1G65650	U	1	16	0.0625
OG0000024	AL1G65670	F	1	16	0.0625
OG0000024	AL1G65670	P	1	16	0.0625
OG0000024	AL1G65670	U	14	16	0.875
OG0000024	AL293U10010	A	3	21	0.14285714285714285
OG0000024	AL293U10010	P	18	21	0.8571428571428571
OG0000024	AL2G16980	P	9	22	0.4090909090909091
OG0000024	AL2G16980	U	13	22	0.5909090909090909
OG0000024	AL2G17070	A	24	24	1.0
OG0000024	AL2G17080	A	7	17	0.4117647058823529
OG0000024	AL2G17080	F	3	17	0.17647058823529413
OG0000024	AL2G17080	P	5	17	0.29411764705882354
OG0000024	AL2G17080	U	2	17	0.11764705882352941
OG0000024	AL2G17090	P	20	24	0.8333333333333334
OG0000024	AL2G17090	U	4	24	0.16666666666666666
OG0000024	AL2G17100	A	1	26	0.038461538461538464
OG0000024	AL2G17100	F	5	26	0.19230769230769232
OG0000024	AL2G17100	P	17	26	0.6538461538461539
OG0000024	AL2G17100	U	3	26	0.11538461538461539
OG0000024	AL2G17250	P	20	20	1.0
OG0000024	AL2G17390	P	19	19	1.0
OG0000024	AL2G17410	F	1	14	0.07142857142857142
OG0000024	AL2G17410	P	2	14	0.14285714285714285
OG0000024	AL2G17410	U	11	14	0.7857142857142857
OG0000024	AL2G17420	P	15	15	1.0
OG0000024	AL2G17430	P	15	15	1.0
OG0000024	AL2G17650	P	12	12	1.0
OG0000024	AL2G17810	F	1	19	0.05263157894736842
OG0000024	AL2G17810	P	9	19	0.47368421052631576
OG0000024	AL2G17810	U	9	19	0.47368421052631576
OG0000024	AL2G17820	A	1	18	0.05555555555555555
OG0000024	AL2G17820	P	14	18	0.7777777777777778
OG0000024	AL2G17820	U	3	18	0.16666666666666666
OG0000024	AL2G17830	A	1	18	0.05555555555555555
