family_id	assembly	assembly_short	scaffold	gene	copy	copy_rank	copy_id	copy_header	copy_fasta	ref_fasta	step2_status	step2_strand	step2_alignment_score	exo_score	exo_frameshift_ops	exo_strand	exon_count	predicted_cds_len	predicted_protein_len	ref_cds_len	ref_protein_len	protein_len_ratio	internal_stop_count	has_terminal_stop	starts_with_M	frameshift_like_gap_runs	prot_matches	prot_mismatches	prot_gap_columns	prot_percent_identity	prot_ref_coverage	prot_qry_coverage	prot_aligned_columns	structural_status	structural_reason	final_status	final_reason	protein_divergence	divergence_robust_z	popgen_dataset
OG0000007	al1_v2_s	al1_v2_s	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_al1_v2_s_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2384.0	909.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	179.0	4.0	8.0	97.814	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	2.186000000000007	0.0	U
OG0000007	AL27_v1	AL27_v1	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_AL27_v1_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2211.0	899.0	0.0	-	1.0	552.0	184.0	564.0	188.0	0.9787	0.0	True	False	0.0	176.0	6.0	8.0	96.703	100.0	100.0	190.0	U0	structurally_intact	U	reference_like_intact	3.296999999999997	0.9138652439024304	U
OG0000007	ALR	ALR	scaffold_3	AL3G16620	1		1	AL3G16620_ALR_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2198.0	848.0	0.0	-	1.0	570.0	190.0	564.0	188.0	1.0106	0.0	True	False	0.0	174.0	9.0	12.0	95.082	100.0	100.0	195.0	U0	structurally_intact	U	reference_like_intact	4.918000000000006	2.247236585365852	U
OG0000007	BAM12_v2	BAM12_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_BAM12_v2_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2364.0	909.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	179.0	4.0	8.0	97.814	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	2.186000000000007	0.0	U
OG0000007	BOR_v1	BOR_v1	scaffold_3_RagTag:0-24937921	AL3G16620	1		1	AL3G16620_BOR_v1_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2221.0	900.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	176.0	7.0	8.0	96.175	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	3.825000000000003	1.3481774390243864	U
OG0000007	F1-14	F1-14	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_F1-14_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2271.0	912.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	177.0	6.0	8.0	96.721	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	3.2789999999999964	0.8990591463414542	U
OG0000007	KN003hexa_v0	KN003hexa_v0	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_KN003hexa_v0_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2294.0	939.0	0.0	-	1.0	555.0	185.0	564.0	188.0	0.984	0.0	True	False	0.0	181.0	2.0	7.0	98.907	100.0	100.0	190.0	U0	structurally_intact	U	reference_like_intact	1.0930000000000035	-0.899059146341466	U
OG0000007	KN005_v1	KN005_v1	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_KN005_v1_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2294.0	939.0	0.0	-	1.0	555.0	185.0	564.0	188.0	0.984	0.0	True	False	0.0	181.0	2.0	7.0	98.907	100.0	100.0	190.0	U0	structurally_intact	U	reference_like_intact	1.0930000000000035	-0.899059146341466	U
OG0000007	KN006_v1	KN006_v1	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_KN006_v1_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2294.0	939.0	0.0	-	1.0	555.0	185.0	564.0	188.0	0.984	0.0	True	False	0.0	181.0	2.0	7.0	98.907	100.0	100.0	190.0	U0	structurally_intact	U	reference_like_intact	1.0930000000000035	-0.899059146341466	U
OG0000007	MN47_mabs_v3	MN47_mabs_v3	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_MN47_mabs_v3_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2408.0	926.0	0.0	-	1.0	555.0	185.0	564.0	188.0	0.984	0.0	True	False	0.0	179.0	4.0	7.0	97.814	100.0	100.0	190.0	U0	structurally_intact	U	reference_like_intact	2.186000000000007	0.0	U
OG0000007	MN47_v4	MN47_v4	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_MN47_v4_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2408.0	926.0	0.0	-	1.0	555.0	185.0	564.0	188.0	0.984	0.0	True	False	0.0	179.0	4.0	7.0	97.814	100.0	100.0	190.0	U0	structurally_intact	U	reference_like_intact	2.186000000000007	0.0	U
OG0000007	NT1_v2	NT1_v2	scaffold_3	AL3G16620	1		1	AL3G16620_NT1_v2_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2412.0	940.0	0.0	-	1.0	555.0	185.0	564.0	188.0	0.984	0.0	True	False	0.0	181.0	2.0	7.0	98.907	100.0	100.0	190.0	U0	structurally_intact	U	reference_like_intact	1.0930000000000035	-0.899059146341466	U
OG0000007	NT12_v2	NT12_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_NT12_v2_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2403.0	914.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	180.0	3.0	8.0	98.361	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	1.6389999999999958	-0.4499408536585457	U
OG0000007	NT8_v2_fix	NT8_v2_fix	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_NT8_v2_fix_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2396.0	909.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	179.0	4.0	8.0	97.814	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	2.186000000000007	0.0	U
OG0000007	NT9_v2	NT9_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_NT9_v2_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2397.0	914.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	180.0	3.0	8.0	98.361	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	1.6389999999999958	-0.4499408536585457	U
OG0000007	TE11_v2	TE11_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_TE11_v2_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2318.0	914.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	180.0	3.0	8.0	98.361	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	1.6389999999999958	-0.4499408536585457	U
OG0000007	TE4_v1	TE4_v1	scaffold_3_RagTag:1-25320414	AL3G16620	1		1	AL3G16620_TE4_v1_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2318.0	914.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	180.0	3.0	8.0	98.361	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	1.6389999999999958	-0.4499408536585457	U
OG0000007	TE8_v1	TE8_v1	scaffold_3_RagTag:1-26654334	AL3G16620	1		1	AL3G16620_TE8_v1_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2318.0	914.0	0.0	-	1.0	558.0	186.0	564.0	188.0	0.9894	0.0	True	False	0.0	180.0	3.0	8.0	98.361	100.0	100.0	191.0	U0	structurally_intact	U	reference_like_intact	1.6389999999999958	-0.4499408536585457	U
OG0000007	WS1_v2_s	WS1_v2_s	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_WS1_v2_s_scaffold_3_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	ok	+	2232.0	917.0	0.0	-	1.0	549.0	183.0	564.0	188.0	0.9734	0.0	True	False	0.0	179.0	3.0	7.0	98.352	100.0	100.0	189.0	U0	structurally_intact	U	reference_like_intact	1.647999999999996	-0.4425378048780575	U
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G28950	1		1	AL5G28950_73_3a_scaffold_5_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3784.0	2241.0	0.0	+	3.0	1332.0	444.0	1347.0	449.0	0.9889	0.0	True	False	0.0	437.0	7.0	5.0	98.423	100.0	100.0	449.0	U0	structurally_intact	U	reference_like_intact	1.5769999999999982	-0.7145288655631788	U
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G41770	1		1	AL8G41770_73_3a_scaffold_8_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3089.0	2143.0	0.0	-	1.0	1233.0	411.0	1233.0	411.0	1.0	0.0	True	True	0.0	407.0	4.0	0.0	99.027	100.0	100.0	411.0	U0	structurally_intact	U	reference_like_intact	0.972999999999999	1.348999999999961	U
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G28950	1		1	AL5G28950_AL08_v2_f_scaffold_5_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3793.0	2239.0	0.0	+	3.0	1332.0	444.0	1347.0	449.0	0.9889	0.0	True	False	0.0	437.0	7.0	5.0	98.423	100.0	100.0	449.0	U0	structurally_intact	U	reference_like_intact	1.5769999999999982	-0.7145288655631788	U
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G32500	1		1	AL8G32500_AL08_v2_f_scaffold_8_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	8248.0	1771.0	0.0	+	5.0	1113.0	371.0	1113.0	371.0	1.0	0.0	True	True	0.0	362.0	9.0	0.0	97.574	100.0	100.0	371.0	U0	structurally_intact	U	reference_like_intact	2.426000000000002		U
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G41770	1		1	AL8G41770_AL08_v2_f_scaffold_8_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3104.0	2153.0	0.0	-	1.0	1233.0	411.0	1233.0	411.0	1.0	0.0	True	True	0.0	409.0	2.0	0.0	99.513	100.0	100.0	411.0	U0	structurally_intact	U	reference_like_intact	0.4869999999999947	0.0	U
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G28950	1		1	AL5G28950_al1_v2_s_scaffold_5_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3727.0	2208.0	0.0	+	3.0	1332.0	444.0	1347.0	449.0	0.9889	0.0	True	False	0.0	431.0	13.0	5.0	97.072	100.0	100.0	449.0	U0	structurally_intact	U	reference_like_intact	2.9279999999999973	0.0212398062171989	U
OG0000009	al1_v2_s	al1_v2_s	scaffold_8_RagTag	AL8G32500	1		1	AL8G32500_al1_v2_s_scaffold_8_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	8303.0	1776.0	0.0	+	5.0	1113.0	371.0	1113.0	371.0	1.0	0.0	True	True	0.0	362.0	9.0	0.0	97.574	100.0	100.0	371.0	U0	structurally_intact	U	reference_like_intact	2.426000000000002		U
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G15910	1		1	AL5G15910_AL27_v1_scaffold_5_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3459.0	2168.0	0.0	+	3.0	1320.0	440.0	1335.0	445.0	0.9888	0.0	False	False	0.0	424.0	16.0	5.0	96.364	100.0	100.0	445.0	U0	structurally_intact	U	reference_like_intact	3.635999999999996	-3.32676508275493	U
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G28950	1		1	AL5G28950_AL27_v1_scaffold_5_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3787.0	2224.0	0.0	+	3.0	1332.0	444.0	1347.0	449.0	0.9889	0.0	True	False	0.0	434.0	10.0	5.0	97.748	100.0	100.0	449.0	U0	structurally_intact	U	reference_like_intact	2.251999999999996	-0.346916834880904	U
OG0000009	AL27_v1	AL27_v1	scaffold_8_RagTag	AL8G41770	1		1	AL8G41770_AL27_v1_scaffold_8_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3116.0	2156.0	0.0	-	1.0	1233.0	411.0	1233.0	411.0	1.0	0.0	True	True	0.0	410.0	1.0	0.0	99.757	100.0	100.0	411.0	U0	structurally_intact	U	reference_like_intact	0.242999999999995	-0.6772757201645827	U
OG0000009	ALR	ALR	scaffold_5	AL5G15910	1		1	AL5G15910_ALR_scaffold_5_copy_1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	ok	+	3518.0	2185.0	0.0	+	3.0	1320.0	440.0	1335.0	445.0	0.9888	0.0	False	False	0.0	427.0	13.0	5.0	97.045	100.0	100.0	445.0	U0	structurally_intact	U	reference_like_intact	2.9549999999999983	-3.572005072076872	U
