family_id	gene	n_total_copies	n_P	n_F	n_U	n_A	prop_P	prop_F	prop_U	prop_A	assemblies_observed	assemblies_with_P	assemblies_with_F	assemblies_with_U	assemblies_with_A
OG0000007	AT2G28700	136	2	134	0	0	0.014705882352941176	0.9852941176470589	0.0	0.0	136	2	134	0	0
OG0000007	AT5G27810	136	1	6	129	0	0.007352941176470588	0.04411764705882353	0.9485294117647058	0.0	136	1	6	129	0
OG0000007	AT5G48670	136	1	7	128	0	0.007352941176470588	0.051470588235294115	0.9411764705882353	0.0	136	1	7	128	0
OG0000009	AT1G55030	135	19	116	0	0	0.14074074074074075	0.8592592592592593	0.0	0.0	135	19	116	0	0
OG0000009	AT2G04230	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT2G26860	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT3G26920	136	13	3	120	0	0.09558823529411764	0.022058823529411766	0.8823529411764706	0.0	136	13	3	120	0
OG0000009	AT3G26922	136	88	0	48	0	0.6470588235294118	0.0	0.35294117647058826	0.0	136	88	0	48	0
OG0000009	AT3G26930	136	0	22	114	0	0.0	0.16176470588235295	0.8382352941176471	0.0	136	0	22	114	0
OG0000009	AT3G49020	136	17	0	119	0	0.125	0.0	0.875	0.0	136	17	0	119	0
OG0000009	AT3G49030	136	34	0	102	0	0.25	0.0	0.75	0.0	136	34	0	102	0
OG0000009	AT3G49040	136	51	0	85	0	0.375	0.0	0.625	0.0	136	51	0	85	0
OG0000009	AT3G50710	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT3G51530	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT3G52680	135	15	0	117	3	0.1111111111111111	0.0	0.8666666666666667	0.022222222222222223	135	15	0	117	3
OG0000009	AT3G52690	136	3	0	133	0	0.022058823529411766	0.0	0.9779411764705882	0.0	136	3	0	133	0
OG0000009	AT3G54910	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT3G55670	259	259	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT3G55900	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT4G00160	136	3	0	133	0	0.022058823529411766	0.0	0.9779411764705882	0.0	136	3	0	133	0
OG0000009	AT4G09920	135	93	6	36	0	0.6888888888888889	0.044444444444444446	0.26666666666666666	0.0	135	93	6	36	0
OG0000009	AT4G10400	127	127	0	0	0	1.0	0.0	0.0	0.0	127	127	0	0	0
OG0000009	AT4G10410	131	131	0	0	0	1.0	0.0	0.0	0.0	131	131	0	0	0
OG0000009	AT4G10420	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT4G13965	136	136	0	0	0	1.0	0.0	0.0	0.0	136	136	0	0	0
OG0000009	AT4G26340	136	9	0	127	0	0.0661764705882353	0.0	0.9338235294117647	0.0	136	9	0	127	0
