qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT2G03010	CP087127.2	100	2225	0	0	1	2225	1387317	1389541	0	4109	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	94.707	699	10	2	158	829	12819321	12820019	0	1061	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	86.976	453	13	12	1015	1424	12820580	12821029	3.09e-130	468	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	87.955	357	15	5	1642	1976	12821623	12821973	1.48e-108	396	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	90.182	275	3	3	1974	2225	12822160	12822433	9.08e-91	337	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	94.33	194	11	0	824	1017	12820090	12820283	4.29e-79	298	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	95.57	158	7	0	1	158	12819112	12819269	9.41e-66	254	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	78.652	356	46	8	1020	1349	9489162	9488811	2.07e-52	209	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087129.2	88.991	109	10	2	1416	1524	12821058	12821164	1.28e-29	134	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	83.079	656	84	15	158	789	18208403	18207751	2.29e-161	571	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	84.676	509	69	8	158	658	17949684	17950191	1.09e-139	499	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	78.438	640	108	19	156	774	17947397	17948027	6.87e-107	390	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	81.637	452	35	18	1017	1424	18207142	18206695	4.23e-89	331	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	81.346	327	38	6	1045	1350	17948688	17949012	5.66e-63	244	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	79.33	358	45	7	1020	1351	17969357	17969003	7.38e-57	224	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	78.947	342	49	4	1029	1349	17966300	17965961	5.74e-53	211	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	82.888	187	9	5	1260	1424	17951097	17951282	1.64e-33	147	GCA_020911765.2_ASM2091176v2_genomic
AT2G03010	CP087130.2	92.208	77	6	0	1416	1492	18206666	18206590	2.16e-22	110	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087129.2	100	534	0	0	1	534	9488767	9489300	0	987	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087129.2	82.051	507	83	5	32	534	12820946	12820444	4.36e-118	425	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087130.2	95.238	525	20	1	10	534	17968976	17969495	0	826	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087130.2	84.692	503	74	1	32	534	17965948	17966447	2.53e-140	499	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087130.2	82.397	534	83	9	1	531	17949050	17948525	5.56e-127	455	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087130.2	80.435	506	94	3	30	534	17945544	17945043	9.57e-105	381	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087130.2	78.895	507	87	18	38	534	17943251	17942755	4.55e-88	326	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087130.2	79.078	282	59	0	253	534	17951076	17950795	1.34e-48	195	GCA_020911765.2_ASM2091176v2_genomic
AT4G09440	CP087127.2	78.652	356	46	8	45	396	1388665	1388336	4.78e-53	209	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087129.2	99.945	1824	0	1	1	1824	12819313	12821135	0	3362	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087129.2	79.021	858	148	18	970	1821	9489462	9488631	1.46e-157	558	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087129.2	79.29	169	33	2	1384	1551	2595065	2594898	1.05e-24	117	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	85.551	1841	226	27	1	1820	17943906	17945727	0	1890	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	83.189	1844	267	24	1	1823	18208411	18206590	0	1648	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	80.398	1857	296	42	1	1819	17947388	17949214	0	1351	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	79.875	1441	222	39	1	1413	17949676	17951076	0	992	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	83.239	883	133	12	946	1823	17966632	17965760	0	797	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	82.009	856	145	6	970	1821	17969657	17968807	0	719	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	90.909	308	27	1	1514	1821	17951079	17951385	1.2e-113	412	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087130.2	76.081	786	165	18	1046	1820	18062045	18061272	2.02e-106	388	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087127.2	94.707	699	10	2	9	707	1387474	1388145	0	1061	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087127.2	86.784	454	13	13	1268	1718	1388331	1388740	1.17e-128	462	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087127.2	94.33	194	11	0	778	971	1388140	1388333	3.51e-79	298	GCA_020911765.2_ASM2091176v2_genomic
AT4G16530	CP087127.2	88.312	77	9	0	1747	1823	1388732	1388808	1.78e-17	93.5	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	100	2113	0	0	1	2113	17943820	17945932	0	3903	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	81.401	1941	312	28	77	1992	18208421	18206505	0	1539	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	80.645	1891	306	42	64	1921	17947365	17949228	0	1410	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	80.275	1455	207	45	80	1502	17949670	17951076	0	1024	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	75.91	1868	376	47	86	1912	17970639	17968805	0	889	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	82.062	970	164	8	1048	2014	17966623	17965661	0	819	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	87.22	313	38	2	1610	1921	17951086	17951397	2.38e-96	355	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087130.2	74.904	781	179	14	1138	1908	18062045	18061272	6.67e-92	340	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087129.2	84.42	2009	249	37	86	2068	12819312	12821282	0	1917	GCA_020911765.2_ASM2091176v2_genomic
AT5G37410	CP087129.2	77.336	856	167	16	1062	1912	9489462	9488629	3.76e-134	481	GCA_020911765.2_ASM2091176v2_genomic
AT5G37420	CP087130.2	100	1255	0	0	1	1255	17946292	17947546	0	2318	GCA_020911765.2_ASM2091176v2_genomic
AT5G37420	CP087130.2	89.067	686	46	9	186	850	19069148	19068471	0	824	GCA_020911765.2_ASM2091176v2_genomic
