qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT5G18880	CP087130.2	100	888	0	0	1	888	6311596	6312483	0	1640	GCA_020911765.2_ASM2091176v2_genomic
AT5G18880	CM072661.1	98.598	428	6	0	1	428	21680193	21680620	0	758	GCA_036926925.1_ASM3692692v1_genomic
AT5G18880	CM072661.1	97.297	37	0	1	384	420	21680634	21680669	2.36e-08	62.1	GCA_036926925.1_ASM3692692v1_genomic
AT5G18880	CM072640.1	98.086	888	17	0	1	888	1697105	1696218	0	1546	GCA_036926965.1_ASM3692696v1_genomic
AT5G18880	CM072646.1	99.775	888	2	0	1	888	6305604	6306491	0	1629	GCA_036927025.1_ASM3692702v1_genomic
AT5G18880	CM072651.1	99.775	888	2	0	1	888	6298061	6298948	0	1629	GCA_036927045.1_ASM3692704v1_genomic
AT5G18880	CM072631.1	99.775	888	2	0	1	888	6290867	6291754	0	1629	GCA_036927085.1_ASM3692708v1_genomic
AT5G18880	CM072631.1	98.364	428	7	0	1	428	20997354	20997781	0	752	GCA_036927085.1_ASM3692708v1_genomic
AT5G18880	CM072631.1	97.297	37	0	1	384	420	20997795	20997830	2.36e-08	62.1	GCA_036927085.1_ASM3692708v1_genomic
AT5G18880	CM072624.1	99.099	888	7	1	1	888	24453024	24453910	0	1594	GCA_036927245.1_ASM3692724v1_genomic
AT5G18880	CM072609.1	98.761	888	11	0	1	888	23359506	23360393	0	1580	GCA_036927275.1_ASM3692727v1_genomic
AT5G18880	CM072616.1	99.775	888	2	0	1	888	6394210	6395097	0	1629	GCA_036927285.1_ASM3692728v1_genomic
AT5G18880	CM072594.1	99.099	888	7	1	1	888	23896952	23897838	0	1594	GCA_036927365.1_ASM3692736v1_genomic
AT5G18880	CM072601.1	98.598	428	6	0	1	428	19972026	19972453	0	758	GCA_036927375.1_ASM3692737v1_genomic
AT5G18880	CM072601.1	97.297	37	0	1	384	420	19972467	19972502	2.36e-08	62.1	GCA_036927375.1_ASM3692737v1_genomic
AT5G18880	CM072581.1	99.55	888	4	0	1	888	6273010	6273897	0	1618	GCA_036927485.1_ASM3692748v1_genomic
AT5G18880	CM072576.1	99.775	888	2	0	1	888	6276044	6276931	0	1629	GCA_036927505.1_ASM3692750v1_genomic
