qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT1G35150	CP087126.2	100	2081	0	0	1	2081	12872472	12874552	0	3843	GCA_020911765.2_ASM2091176v2_genomic
AT1G35150	CP087127.2	86.145	2021	234	25	5	2013	3090166	3092152	0	2139	GCA_020911765.2_ASM2091176v2_genomic
AT2G06500	CP087127.2	100	2506	0	0	1	2506	3089817	3092322	0	4628	GCA_020911765.2_ASM2091176v2_genomic
AT2G06500	CP087126.2	86.383	2372	273	27	1	2336	12872127	12874484	0	2545	GCA_020911765.2_ASM2091176v2_genomic
AT2G16040	CP087127.2	100	1667	0	0	1	1667	10132774	10134440	0	3079	GCA_020911765.2_ASM2091176v2_genomic
AT2G16040	CP087128.1	92.064	1676	99	11	1	1667	12243660	12242010	0	2327	GCA_020911765.2_ASM2091176v2_genomic
AT2G16040	CP087128.1	89.27	233	25	0	1381	1613	20322921	20323153	1.49e-77	292	GCA_020911765.2_ASM2091176v2_genomic
AT2G19960	CP087127.2	100	887	0	0	1	887	11783806	11784692	0	1639	GCA_020911765.2_ASM2091176v2_genomic
AT3G29638	CP087128.1	100	2451	0	0	1	2451	11478898	11481348	0	4527	GCA_020911765.2_ASM2091176v2_genomic
AT3G29638	CP087128.1	96.452	1832	59	5	1	1830	11489133	11490960	0	3018	GCA_020911765.2_ASM2091176v2_genomic
AT3G29638	CP087128.1	97.674	43	1	0	2404	2446	11490962	11491004	8.67e-12	75	GCA_020911765.2_ASM2091176v2_genomic
AT3G29794	CP087128.1	100	1206	0	0	1	1206	17545922	17547127	0	2228	GCA_020911765.2_ASM2091176v2_genomic
AT3G29794	CP087130.2	79.781	821	160	5	378	1197	10402808	10403623	9.42e-168	592	GCA_020911765.2_ASM2091176v2_genomic
AT3G29794	CP087130.2	75.063	1191	276	20	4	1185	10428904	10427726	1.61e-150	534	GCA_020911765.2_ASM2091176v2_genomic
AT4G10200	CP087129.2	100	2653	0	0	1	2653	9859500	9862152	0	4900	GCA_020911765.2_ASM2091176v2_genomic
AT4G10200	CP087128.1	79.34	1273	228	20	391	1640	11489692	11490952	0	861	GCA_020911765.2_ASM2091176v2_genomic
AT4G10820	CP087129.2	100	901	0	0	1	901	10154550	10155450	0	1664	GCA_020911765.2_ASM2091176v2_genomic
AT4G10820	CP087130.2	82.55	149	24	2	704	851	8790387	8790240	6.59e-29	130	GCA_020911765.2_ASM2091176v2_genomic
AT5G35475	CP087130.2	100	1075	0	0	1	1075	16852646	16853720	0	1986	GCA_020911765.2_ASM2091176v2_genomic
AT5G35475	CP087130.2	79.634	928	168	8	159	1071	10402808	10403729	0	647	GCA_020911765.2_ASM2091176v2_genomic
AT1G35150	CP086744.1	99.328	2082	12	2	1	2081	13044847	13046927	0	3766	GCA_024498495.1_ASM2449849v1_genomic
AT1G35150	CP086745.1	86.047	2021	237	22	5	2013	2713370	2715357	0	2128	GCA_024498495.1_ASM2449849v1_genomic
AT2G06500	CP086745.1	99.442	2507	13	1	1	2506	2713021	2715527	0	4551	GCA_024498495.1_ASM2449849v1_genomic
AT2G06500	CP086744.1	86.678	2372	266	27	1	2336	13044502	13046859	0	2584	GCA_024498495.1_ASM2449849v1_genomic
AT2G16040	CP086745.1	100	1667	0	0	1	1667	6880959	6882625	0	3079	GCA_024498495.1_ASM2449849v1_genomic
AT2G16040	CP086745.1	91.925	161	13	0	1507	1667	4914625	4914785	1.4e-57	226	GCA_024498495.1_ASM2449849v1_genomic
AT2G16040	CP086746.1	90.206	970	55	8	707	1667	12382300	12381362	0	1229	GCA_024498495.1_ASM2449849v1_genomic
AT2G16040	CP086746.1	92.157	612	42	5	1	612	12382907	12382302	0	859	GCA_024498495.1_ASM2449849v1_genomic
AT2G16040	CP086746.1	89.27	233	25	0	1381	1613	17937496	17937728	1.36e-77	292	GCA_024498495.1_ASM2449849v1_genomic
AT2G16040	CP086748.1	71.181	1440	370	37	132	1544	17394405	17392984	2.25e-85	318	GCA_024498495.1_ASM2449849v1_genomic
