qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT1G21925	CP087126.2	100	303	0	0	1	303	7714848	7715150	6.26e-159	560	GCA_020911765.2_ASM2091176v2_genomic
AT1G21925	CP087126.2	97.69	303	7	0	1	303	7716636	7716938	2.96e-147	521	GCA_020911765.2_ASM2091176v2_genomic
AT1G21928	CP087126.2	100	303	0	0	1	303	7716636	7716938	6.26e-159	560	GCA_020911765.2_ASM2091176v2_genomic
AT1G21928	CP087126.2	97.69	303	7	0	1	303	7714848	7715150	2.96e-147	521	GCA_020911765.2_ASM2091176v2_genomic
AT1G21925	CP086744.1	99.01	303	3	0	1	303	7694004	7694306	5.78e-154	544	GCA_024498495.1_ASM2449849v1_genomic
AT1G21925	CP086744.1	97.36	303	8	0	1	303	7695795	7696097	1.26e-145	516	GCA_024498495.1_ASM2449849v1_genomic
AT1G21928	CP086744.1	99.01	303	3	0	1	303	7695795	7696097	5.78e-154	544	GCA_024498495.1_ASM2449849v1_genomic
AT1G21928	CP086744.1	98.02	303	6	0	1	303	7694004	7694306	5.82e-149	527	GCA_024498495.1_ASM2449849v1_genomic
AT1G21925	CM046288.1	100	303	0	0	1	303	7637536	7637838	5.6e-159	560	GCA_025388435.1_AtA1-141.20181003_genomic
AT1G21925	CM046288.1	97.69	303	7	0	1	303	7639324	7639626	2.64e-147	521	GCA_025388435.1_AtA1-141.20181003_genomic
AT1G21928	CM046288.1	100	303	0	0	1	303	7639324	7639626	5.6e-159	560	GCA_025388435.1_AtA1-141.20181003_genomic
AT1G21928	CM046288.1	97.69	303	7	0	1	303	7637536	7637838	2.64e-147	521	GCA_025388435.1_AtA1-141.20181003_genomic
AT1G21925	CM072657.1	100	303	0	0	1	303	7731095	7731397	6.17e-159	560	GCA_036926925.1_ASM3692692v1_genomic
AT1G21925	CM072657.1	97.69	303	7	0	1	303	7732883	7733185	2.91e-147	521	GCA_036926925.1_ASM3692692v1_genomic
AT1G21928	CM072657.1	100	303	0	0	1	303	7732883	7733185	6.17e-159	560	GCA_036926925.1_ASM3692692v1_genomic
AT1G21928	CM072657.1	97.69	303	7	0	1	303	7731095	7731397	2.91e-147	521	GCA_036926925.1_ASM3692692v1_genomic
AT1G21925	CM072637.1	99.34	303	2	0	1	303	7680369	7680671	1.3e-155	549	GCA_036926965.1_ASM3692696v1_genomic
AT1G21925	CM072637.1	97.36	303	8	0	1	303	7682157	7682459	1.32e-145	516	GCA_036926965.1_ASM3692696v1_genomic
AT1G21928	CM072637.1	98.35	303	5	0	1	303	7680369	7680671	1.31e-150	532	GCA_036926965.1_ASM3692696v1_genomic
AT1G21928	CM072637.1	98.35	303	5	0	1	303	7682157	7682459	1.31e-150	532	GCA_036926965.1_ASM3692696v1_genomic
AT1G21925	CM072652.1	98.68	303	4	0	1	303	7704399	7704701	2.84e-152	538	GCA_036926975.1_ASM3692697v1_genomic
AT1G21925	CM072652.1	97.69	303	7	0	1	303	7706187	7706489	2.86e-147	521	GCA_036926975.1_ASM3692697v1_genomic
AT1G21928	CM072652.1	99.34	303	2	0	1	303	7706187	7706489	1.31e-155	549	GCA_036926975.1_ASM3692697v1_genomic
AT1G21928	CM072652.1	97.69	303	7	0	1	303	7704399	7704701	2.86e-147	521	GCA_036926975.1_ASM3692697v1_genomic
AT1G21925	CM072642.1	99.34	303	2	0	1	303	7655549	7655851	1.35e-155	549	GCA_036927025.1_ASM3692702v1_genomic
