qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT5G25980	CP087130.2	100	3070	0	0	1	3070	9084123	9087192	0	5670	GCA_020911765.2_ASM2091176v2_genomic
AT5G25980	CP087130.2	76.632	2482	353	125	502	2871	9093356	9090990	0	1160	GCA_020911765.2_ASM2091176v2_genomic
AT5G25980	CP087130.2	81.221	426	64	12	1	415	9093819	9093399	2.1e-88	329	GCA_020911765.2_ASM2091176v2_genomic
AT5G25980	CP087130.2	80.628	382	62	9	35	412	22770658	22770285	4.62e-75	285	GCA_020911765.2_ASM2091176v2_genomic
AT5G26000	CP087130.2	100	2933	0	0	1	2933	9090867	9093799	0	5417	GCA_020911765.2_ASM2091176v2_genomic
AT5G26000	CP087130.2	76.61	2484	356	126	124	2493	9086993	9084621	0	1160	GCA_020911765.2_ASM2091176v2_genomic
AT5G26000	CP087130.2	75.237	1797	316	86	1155	2921	22768964	22770661	0	734	GCA_020911765.2_ASM2091176v2_genomic
AT5G26000	CP087130.2	80.645	403	62	12	2536	2933	9084534	9084143	5.67e-79	298	GCA_020911765.2_ASM2091176v2_genomic
AT5G48375	CP087130.2	100	2581	0	0	1	2581	22768057	22770637	0	4767	GCA_020911765.2_ASM2091176v2_genomic
AT5G48375	CP087130.2	75.313	1758	304	86	908	2566	9092021	9093747	0	723	GCA_020911765.2_ASM2091176v2_genomic
AT5G48375	CP087130.2	80.682	352	56	9	2238	2581	9084525	9084178	1.82e-68	263	GCA_020911765.2_ASM2091176v2_genomic
AT5G25980	CP086748.1	99.284	3072	16	4	1	3070	9062891	9065958	0	5546	GCA_024498495.1_ASM2449849v1_genomic
AT5G25980	CP086748.1	76.677	2474	356	125	502	2871	9072211	9069855	0	1168	GCA_024498495.1_ASM2449849v1_genomic
AT5G25980	CP086748.1	81.221	426	64	12	1	415	9072674	9072254	1.93e-88	329	GCA_024498495.1_ASM2449849v1_genomic
AT5G25980	CP086748.1	80.366	382	63	9	35	412	20779455	20779082	1.97e-73	279	GCA_024498495.1_ASM2449849v1_genomic
AT5G26000	CP086748.1	99.557	2933	3	1	1	2933	9069732	9072654	0	5336	GCA_024498495.1_ASM2449849v1_genomic
AT5G26000	CP086748.1	76.883	2483	347	128	124	2493	9065757	9063389	0	1195	GCA_024498495.1_ASM2449849v1_genomic
AT5G26000	CP086748.1	75.181	1797	318	92	1155	2921	20777760	20779458	0	730	GCA_024498495.1_ASM2449849v1_genomic
AT5G26000	CP086748.1	80.645	403	62	12	2536	2933	9063302	9062911	5.19e-79	298	GCA_024498495.1_ASM2449849v1_genomic
AT5G26000	CP086748.1	81.72	279	44	6	227	500	20776745	20777021	2.48e-57	226	GCA_024498495.1_ASM2449849v1_genomic
AT5G48375	CP086748.1	97.41	2510	38	10	81	2581	20776943	20779434	0	4250	GCA_024498495.1_ASM2449849v1_genomic
AT5G48375	CP086748.1	75.342	1752	304	84	908	2566	9070886	9072602	0	725	GCA_024498495.1_ASM2449849v1_genomic
AT5G48375	CP086748.1	80.682	352	56	9	2238	2581	9063293	9062946	1.66e-68	263	GCA_024498495.1_ASM2449849v1_genomic
AT5G25980	CM046292.1	98.602	3075	14	8	1	3070	9055627	9058677	0	5413	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G25980	CM046292.1	76.718	2474	355	125	502	2871	9064928	9062572	0	1173	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G25980	CM046292.1	81.221	426	64	12	1	415	9065391	9064971	1.88e-88	329	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G25980	CM046292.1	80.366	382	63	9	35	412	19221924	19221551	1.92e-73	279	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G26000	CM046292.1	99.591	2933	2	1	1	2933	9062449	9065371	0	5341	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G26000	CM046292.1	76.814	2467	362	122	124	2493	9058478	9056125	0	1194	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G26000	CM046292.1	74.708	1795	318	96	1155	2921	19220241	19221927	0	675	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G26000	CM046292.1	80.645	403	62	12	2536	2933	9056038	9055647	5.07e-79	298	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G26000	CM046292.1	82.079	279	43	6	227	500	19219226	19219502	5.21e-59	231	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G48375	CM046292.1	96.813	2510	41	11	81	2581	19219424	19221903	0	4156	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G48375	CM046292.1	75.342	1752	304	84	908	2566	9063603	9065319	0	725	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G48375	CM046292.1	75.182	1781	309	88	476	2188	9057846	9056131	0	717	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G48375	CM046292.1	80.682	352	56	9	2238	2581	9056029	9055682	1.62e-68	263	GCA_025388435.1_AtA1-141.20181003_genomic
AT5G25980	CM072661.1	100	3070	0	0	1	3070	9130468	9133537	0	5670	GCA_036926925.1_ASM3692692v1_genomic
AT5G25980	CM072661.1	76.601	2483	354	125	502	2871	9139703	9137335	0	1157	GCA_036926925.1_ASM3692692v1_genomic
AT5G25980	CM072661.1	81.221	426	64	12	1	415	9140166	9139746	2.07e-88	329	GCA_036926925.1_ASM3692692v1_genomic
AT5G25980	CM072661.1	80.366	382	63	9	35	412	23729453	23729080	2.12e-73	279	GCA_036926925.1_ASM3692692v1_genomic
AT5G26000	CM072661.1	99.932	2935	0	1	1	2933	9137212	9140146	0	5408	GCA_036926925.1_ASM3692692v1_genomic
AT5G26000	CM072661.1	76.61	2484	356	126	124	2493	9133338	9130966	0	1160	GCA_036926925.1_ASM3692692v1_genomic
AT5G26000	CM072661.1	74.763	1795	317	96	1155	2921	23727770	23729456	0	680	GCA_036926925.1_ASM3692692v1_genomic
AT5G26000	CM072661.1	80.645	403	62	12	2536	2933	9130879	9130488	5.58e-79	298	GCA_036926925.1_ASM3692692v1_genomic
AT5G26000	CM072661.1	82.079	279	43	6	227	500	23726755	23727031	5.74e-59	231	GCA_036926925.1_ASM3692692v1_genomic
AT5G48375	CM072661.1	96.853	2510	40	11	81	2581	23726953	23729432	0	4161	GCA_036926925.1_ASM3692692v1_genomic
AT5G48375	CM072661.1	75.284	1760	303	88	908	2566	9138366	9140094	0	719	GCA_036926925.1_ASM3692692v1_genomic
AT5G48375	CM072661.1	80.682	352	56	9	2238	2581	9130870	9130523	1.79e-68	263	GCA_036926925.1_ASM3692692v1_genomic
AT5G25980	CM072641.1	97.021	3088	32	18	1	3070	9094473	9097518	0	5138	GCA_036926965.1_ASM3692696v1_genomic
AT5G25980	CM072641.1	76.677	2474	356	125	502	2871	9103681	9101325	0	1168	GCA_036926965.1_ASM3692696v1_genomic
AT5G25980	CM072641.1	81.221	426	64	12	1	415	9104144	9103724	2.01e-88	329	GCA_036926965.1_ASM3692696v1_genomic
AT5G25980	CM072641.1	80.628	382	62	9	35	412	21166617	21166244	4.42e-75	285	GCA_036926965.1_ASM3692696v1_genomic
AT5G26000	CM072641.1	99.557	2933	3	1	1	2933	9101202	9104124	0	5336	GCA_036926965.1_ASM3692696v1_genomic
