assembly	gene	scaffold	start	end	length	max_length	copy
73_3a	AL5G30080	scaffold_5_RagTag	16402572	16403877	1305	2980	1
73_3a	AL5G30100	scaffold_5_RagTag	16385111	16385979	868	2088.75	1
73_3a	AL5G30100	scaffold_5_RagTag	16412101	16413194	1093	2088.75	2
73_3a	AL5G30110	scaffold_5_RagTag	16403446	16404411	965	1623.75	1
73_3a	AL8G43970	scaffold_8_RagTag	22092160	22095143	2983	3780	1
AL08_v2_f	AL5G30100	scaffold_5_RagTag	15130214	15131275	1061	2088.75	1
AL08_v2_f	AL8G43970	scaffold_8_RagTag	20457265	20460285	3020	3780	1
al1_v2_s	AL5G30080	scaffold_5_RagTag	17308388	17310769	2381	2980	1
al1_v2_s	AL5G30090	scaffold_6_RagTag	6084303	6085502	1199	1777.5	1
al1_v2_s	AL5G30100	scaffold_5_RagTag	17303802	17305117	1315	2088.75	1
al1_v2_s	AL5G30110	scaffold_5_RagTag	17310338	17311103	765	1623.75	1
al1_v2_s	AL8G43970	scaffold_8_RagTag	21967739	21970682	2943	3780	1
AL27_v1	AL5G30080	scaffold_5_RagTag	14912867	14915249	2382	2980	1
AL27_v1	AL5G30100	scaffold_5_RagTag	14908516	14909570	1054	2088.75	1
AL27_v1	AL5G30100	scaffold_5_RagTag	14920890	14921945	1055	2088.75	2
AL27_v1	AL5G30110	scaffold_5_RagTag	14914817	14915787	970	1623.75	1
AL27_v1	AL8G43970	scaffold_8_RagTag	19629306	19632323	3017	3780	1
ALR	AL5G30080	scaffold_5	19615562	19617943	2381	2980	1
ALR	AL5G30100	scaffold_5	19609571	19611212	1641	2088.75	1
ALR	AL5G30110	scaffold_5	19617512	19618475	963	1623.75	1
ALR	AL8G43970	scaffold_8	21084912	21087933	3021	3780	1
BAM12_v2	AL8G43970	scaffold_8_RagTag	21117905	21120846	2941	3780	1
BOR_v1	AL5G30100	scaffold_5_RagTag:0-21731985	15391974	15393032	1058	2088.75	1
BOR_v1	AL8G43970	scaffold_8_RagTag:0-21093757	20481454	20484437	2983	3780	1
F1-14	AL5G30100	scaffold_5_RagTag	13920184	13921680	1496	2088.75	1
F1-14	AL8G43970	scaffold_8_RagTag	21887388	21890371	2983	3780	1
KN003hexa_v0	AL5G30080	scaffold_5_RagTag	14980871	14983233	2362	2980	1
KN003hexa_v0	AL5G30090	scaffold_1_RagTag	124675	125858	1183	1777.5	1
KN003hexa_v0	AL5G30090	scaffold_6_RagTag	22975947	22977102	1155	1777.5	2
KN003hexa_v0	AL5G30090	scaffold_5_RagTag	6511574	6512741	1167	1777.5	3
KN003hexa_v0	AL5G30100	scaffold_5_RagTag	14974835	14975892	1057	2088.75	1
KN003hexa_v0	AL5G30110	scaffold_5_RagTag	14982802	14983821	1019	1623.75	1
KN003hexa_v0	AL8G43970	scaffold_8_RagTag	20934077	20937097	3020	3780	1
KN005_v1	AL5G30080	scaffold_5_RagTag	15244085	15246467	2382	2980	1
KN005_v1	AL5G30090	scaffold_1_RagTag	124448	125630	1182	1777.5	1
KN005_v1	AL5G30100	scaffold_5_RagTag	15238838	15239895	1057	2088.75	1
KN005_v1	AL5G30110	scaffold_5_RagTag	15246035	15247008	973	1623.75	1
KN005_v1	AL8G43970	scaffold_8_RagTag	20671050	20674070	3020	3780	1
KN006_v1	AL5G30080	scaffold_5_RagTag	16093499	16095881	2382	2980	1
KN006_v1	AL5G30090	scaffold_3_RagTag	6963480	6964659	1179	1777.5	1
KN006_v1	AL5G30100	scaffold_5_RagTag	16089295	16090306	1011	2088.75	1
KN006_v1	AL5G30110	scaffold_5_RagTag	16095449	16096426	977	1623.75	1
KN006_v1	AL8G43970	scaffold_8_RagTag	21676821	21679841	3020	3780	1
MN47_mabs_v3	AL5G30080	scaffold_5_RagTag	17869855	17872238	2383	2980	1
MN47_mabs_v3	AL5G30080	scaffold_5_RagTag	17875891	17877455	1564	2980	2
MN47_mabs_v3	AL5G30090	scaffold_5_RagTag	17872505	17873926	1421	1777.5	1
MN47_mabs_v3	AL5G30090	scaffold_5_RagTag	17876699	17877625	926	1777.5	2
MN47_mabs_v3	AL5G30100	scaffold_5_RagTag	17865652	17866663	1011	2088.75	1
MN47_mabs_v3	AL5G30100	scaffold_5_RagTag	17874762	17876432	1670	2088.75	2
MN47_mabs_v3	AL5G30110	scaffold_5_RagTag	17871805	17872835	1030	1623.75	1
MN47_mabs_v3	AL5G30110	scaffold_5_RagTag	17876702	17878000	1298	1623.75	2
MN47_mabs_v3	AL8G43970	scaffold_8_RagTag	23518298	23521321	3023	3780	1
MN47_v4	AL5G30080	scaffold_5_RagTag	17869855	17872238	2383	2980	1
MN47_v4	AL5G30080	scaffold_5_RagTag	17875891	17877455	1564	2980	2
MN47_v4	AL5G30090	scaffold_5_RagTag	17872505	17873926	1421	1777.5	1
MN47_v4	AL5G30090	scaffold_5_RagTag	17876699	17877625	926	1777.5	2
MN47_v4	AL5G30100	scaffold_5_RagTag	17865652	17866663	1011	2088.75	1
MN47_v4	AL5G30100	scaffold_5_RagTag	17874762	17876432	1670	2088.75	2
MN47_v4	AL5G30110	scaffold_5_RagTag	17871805	17872835	1030	1623.75	1
MN47_v4	AL5G30110	scaffold_5_RagTag	17876702	17878000	1298	1623.75	2
MN47_v4	AL8G43970	scaffold_8_RagTag	23518298	23521321	3023	3780	1
Nla	AL5G30100	scaffold_5_RagTag	14119572	14121280	1708	2088.75	1
Nla	AL8G43970	scaffold_8_RagTag	22373662	22376680	3018	3780	1
NT1_v2	AL5G30080	scaffold_5	17186082	17188501	2419	2980	1
NT1_v2	AL5G30090	scaffold_7	8196600	8197800	1200	1777.5	1
NT1_v2	AL5G30100	scaffold_5	17178298	17179347	1049	2088.75	1
NT1_v2	AL8G43970	scaffold_8	20798038	20801052	3014	3780	1
NT12_v2	AL5G30100	scaffold_5_RagTag	19263131	19264184	1053	2088.75	1
NT12_v2	AL8G43970	scaffold_8_RagTag	22282177	22285189	3012	3780	1
NT8_v2_fix	AL5G30100	scaffold_5_RagTag	15713038	15714091	1053	2088.75	1
NT8_v2_fix	AL8G43970	scaffold_8_RagTag	23111977	23114920	2943	3780	1
NT9_v2	AL5G30090	scaffold_6_RagTag	7715937	7716823	886	1777.5	1
NT9_v2	AL8G43970	scaffold_8_RagTag	22190544	22193990	3446	3780	1
PU6_v3_fin	AL8G43970	scaffold_8	22652651	22655665	3014	3780	1
TE11_v2	AL5G30080	scaffold_5_RagTag	15871123	15873504	2381	2980	1
TE11_v2	AL5G30100	scaffold_5_RagTag	15853099	15854005	906	2088.75	1
TE11_v2	AL5G30110	scaffold_5_RagTag	15873073	15874067	994	1623.75	1
TE11_v2	AL8G43970	scaffold_8_RagTag	23809309	23812326	3017	3780	1
TE4_v1	AL5G30080	scaffold_5_RagTag:29852-15762170	16031703	16034084	2381	2980	1
TE4_v1	AL5G30100	scaffold_5_RagTag:29852-15762170	16020803	16021857	1054	2088.75	1
TE4_v1	AL5G30110	scaffold_5_RagTag:29852-15762170	16022103	16023412	1309	1623.75	1
TE4_v1	AL5G30110	scaffold_5_RagTag:29852-15762170	16033653	16034327	674	1623.75	2
TE4_v1	AL8G43970	scaffold_8_RagTag:237858-24797477	23895654	23898644	2990	3780	1
TE8_v1	AL5G30080	scaffold_5_RagTag:609893-23791649	16435836	16438217	2381	2980	1
TE8_v1	AL5G30100	scaffold_5_RagTag:609893-23791649	16424936	16425990	1054	2088.75	1
TE8_v1	AL5G30110	scaffold_5_RagTag:609893-23791649	16426236	16427545	1309	1623.75	1
TE8_v1	AL5G30110	scaffold_5_RagTag:609893-23791649	16437786	16438460	674	1623.75	2
TE8_v1	AL8G43970	scaffold_8_RagTag:0-24591694	23899502	23902423	2921	3780	1
WS1_v2_s	AL5G30090	scaffold_7_RagTag	12818957	12820146	1189	1777.5	1
WS1_v2_s	AL8G43970	scaffold_8_RagTag	23113186	23116084	2898	3780	1
