assembly	gene	scaffold	start	end	length	max_length	copy
73_3a	AL2G19100	scaffold_1_RagTag	9542006	9542955	949	1228.75	1
73_3a	AL5G20650	scaffold_2_RagTag	3896087	3896770	683	857.5	1
73_3a	AL5G20650	scaffold_4_RagTag	11118747	11119430	683	857.5	2
73_3a	AL5G20650	scaffold_1_RagTag	7494952	7495635	683	857.5	3
73_3a	AL5G20650	scaffold_5_RagTag	2234401	2235083	682	857.5	4
73_3a	AL5G20650	scaffold_3_RagTag	30455448	30455861	413	857.5	5
AL08_v2_f	AL5G20650	scaffold_1_RagTag	14965293	14965976	683	857.5	1
AL08_v2_f	AL5G20650	scaffold_1_RagTag	16532908	16533591	683	857.5	2
AL08_v2_f	AL5G20650	scaffold_1_RagTag	22770916	22771599	683	857.5	3
al1_v2_s	AL2G19100	scaffold_1_RagTag	18623206	18624188	982	1228.75	1
al1_v2_s	AL2G19100	scaffold_2_RagTag	13033680	13034354	674	1228.75	2
al1_v2_s	AL5G20650	scaffold_8_RagTag	1449756	1450439	683	857.5	1
al1_v2_s	AL5G20650	scaffold_8_RagTag	8633417	8634099	682	857.5	2
al1_v2_s	AL5G20650	scaffold_7_RagTag	12893999	12894682	683	857.5	3
al1_v2_s	AL5G20650	scaffold_4_RagTag	13146908	13147591	683	857.5	4
al1_v2_s	AL5G20650	scaffold_2_RagTag	4647277	4647960	683	857.5	5
AL27_v1	AL2G19100	scaffold_8_RagTag	10730016	10730962	946	1228.75	1
AL27_v1	AL2G19100	scaffold_2_RagTag	4188379	4189328	949	1228.75	2
AL27_v1	AL5G20650	scaffold_3_RagTag	5818301	5818984	683	857.5	1
ALR	AL2G19100	scaffold_4	1649540	1650486	946	1228.75	1
ALR	AL5G20650	scaffold_5	6411970	6412653	683	857.5	1
ALR	AL5G20650	scaffold_8	13012600	13013283	683	857.5	2
BAM12_v2	AL5G20650	scaffold_6_RagTag	23043836	23044519	683	857.5	1
BAM12_v2	AL5G20650	scaffold_4_RagTag	10354682	10355365	683	857.5	2
BOR_v1	AL5G20650	scaffold_5_RagTag:0-21731985	3797004	3797687	683	857.5	1
BOR_v1	AL5G20650	scaffold_1_RagTag:0-28294041	1221703	1222386	683	857.5	2
BOR_v1	AL5G20650	scaffold_4_RagTag:18000-22695972	10379992	10380675	683	857.5	3
F1-14	AL5G20650	scaffold_4_RagTag	10652289	10652972	683	857.5	1
F1-14	AL5G20650	scaffold_1_RagTag	8854713	8855396	683	857.5	2
F1-14	AL5G20650	scaffold_3_RagTag	19518138	19518808	670	857.5	3
KN003hexa_v0	AL2G19100	scaffold_8_RagTag	621814	622796	982	1228.75	1
KN003hexa_v0	AL2G19100	scaffold_4_RagTag	968211	969193	982	1228.75	2
KN003hexa_v0	AL2G19100	scaffold_4_RagTag	1068311	1069293	982	1228.75	3
KN003hexa_v0	AL2G19100	scaffold_2_RagTag	1994583	1995565	982	1228.75	4
KN005_v1	AL2G19100	scaffold_8_RagTag	725111	726093	982	1228.75	1
KN005_v1	AL2G19100	scaffold_8_RagTag	1887968	1888950	982	1228.75	2
KN005_v1	AL2G19100	scaffold_4_RagTag	749493	750475	982	1228.75	3
KN006_v1	AL5G20650	scaffold_5_RagTag	13022491	13023176	685	857.5	1
KN006_v1	AL5G20650	scaffold_7_RagTag	18371938	18372621	683	857.5	2
MN47_mabs_v3	AL2G19100	scaffold_2_RagTag	12051162	12052144	982	1228.75	1
MN47_mabs_v3	AL5G20650	scaffold_5_RagTag	15016979	15017664	685	857.5	1
MN47_v4	AL2G19100	scaffold_2_RagTag	12051162	12052144	982	1228.75	1
MN47_v4	AL5G20650	scaffold_5_RagTag	15016979	15017664	685	857.5	1
Nla	AL2G19100	scaffold_1_RagTag	9835111	9836060	949	1228.75	1
Nla	AL5G20650	scaffold_7_RagTag	28016619	28017302	683	857.5	1
Nla	AL5G20650	scaffold_6_RagTag	1001539	1002222	683	857.5	2
Nla	AL5G20650	scaffold_2_RagTag	4598805	4599312	507	857.5	3
Nla	AL5G20650	scaffold_2_RagTag	4601360	4601867	507	857.5	4
Nla	AL5G20650	scaffold_2_RagTag	4603573	4604256	683	857.5	5
Nla	AL5G20650	scaffold_3_RagTag	19387688	19388358	670	857.5	6
Nla	AL5G20650	scaffold_3_RagTag	19391800	19392470	670	857.5	7
Nla	AL5G20650	scaffold_3_RagTag	19402785	19403249	464	857.5	8
Nla	AL5G20650	scaffold_3_RagTag	19413570	19414034	464	857.5	9
Nla	AL5G20650	scaffold_3_RagTag	19424339	19424803	464	857.5	10
Nla	AL5G20650	scaffold_3_RagTag	19428243	19428885	642	857.5	11
Nla	AL5G20650	scaffold_3_RagTag	19439994	19440664	670	857.5	12
Nla	AL5G20650	scaffold_3_RagTag	19444111	19444753	642	857.5	13
Nla	AL5G20650	scaffold_3_RagTag	19455866	19456536	670	857.5	14
Nla	AL5G20650	scaffold_3_RagTag	19462630	19463300	670	857.5	15
NT12_v2	AL5G20650	scaffold_3_RagTag	23480256	23480939	683	857.5	1
NT12_v2	AL5G20650	scaffold_3_RagTag	23488822	23489505	683	857.5	2
NT12_v2	AL5G20650	scaffold_2_RagTag	6983098	6983781	683	857.5	3
NT12_v2	AL5G20650	scaffold_8_RagTag	3709107	3709743	636	857.5	4
NT12_v2	AL5G20650	scaffold_8_RagTag	3711971	3712607	636	857.5	5
NT12_v2	AL5G20650	scaffold_8_RagTag	3722081	3722764	683	857.5	6
NT12_v2	AL5G20650	scaffold_7_RagTag	21961756	21962440	684	857.5	7
NT8_v2_fix	AL5G20650	scaffold_8_RagTag	1680354	1681037	683	857.5	1
NT8_v2_fix	AL5G20650	scaffold_8_RagTag	10202564	10203246	682	857.5	2
NT8_v2_fix	AL5G20650	scaffold_5_RagTag	11804881	11805564	683	857.5	3
NT8_v2_fix	AL5G20650	scaffold_5_RagTag	11820104	11820787	683	857.5	4
NT8_v2_fix	AL5G20650	scaffold_6_RagTag	10458920	10459603	683	857.5	5
NT8_v2_fix	AL5G20650	scaffold_1_RagTag	31782412	31783095	683	857.5	6
NT8_v2_fix	AL5G20650	scaffold_3_RagTag	15253801	15254483	682	857.5	7
NT8_v2_fix	AL5G20650	scaffold_3_RagTag	20414156	20414839	683	857.5	8
NT8_v2_fix	AL5G20650	scaffold_3_RagTag	20425308	20425992	684	857.5	9
NT9_v2	AL5G20650	scaffold_2_RagTag	1795135	1795818	683	857.5	1
NT9_v2	AL5G20650	scaffold_2_RagTag	1798147	1798830	683	857.5	2
NT9_v2	AL5G20650	scaffold_2_RagTag	6716926	6717608	682	857.5	3
PU6_v3_fin	AL5G20650	scaffold_2	17535038	17535721	683	857.5	1
PU6_v3_fin	AL5G20650	scaffold_6	12219122	12219805	683	857.5	2
PU6_v3_fin	AL5G20650	scaffold_8	10193852	10194534	682	857.5	3
TE11_v2	AL5G20650	scaffold_5_RagTag	1422872	1423555	683	857.5	1
TE11_v2	AL5G20650	scaffold_2_RagTag	14363534	14364217	683	857.5	2
TE11_v2	AL5G20650	scaffold_2_RagTag	16048055	16048738	683	857.5	3
TE11_v2	AL5G20650	scaffold_1_RagTag	27723128	27723811	683	857.5	4
TE11_v2	AL5G20650	scaffold_8_RagTag	10246157	10246842	685	857.5	5
TE4_v1	AL2G19100	scaffold_4_RagTag:329527-26177039	16447816	16448798	982	1228.75	1
TE4_v1	AL5G20650	scaffold_7_RagTag:1-29301300	21243396	21244079	683	857.5	1
TE4_v1	AL5G20650	scaffold_7_RagTag:1-29301300	24042446	24043129	683	857.5	2
TE8_v1	AL5G20650	scaffold_3_RagTag:1-26654334	20397287	20397971	684	857.5	1
TE8_v1	AL5G20650	scaffold_7_RagTag:0-28571223	17751879	17752562	683	857.5	2
TE8_v1	AL5G20650	scaffold_2_RagTag:0-23605790	14001368	14002051	683	857.5	3
TE8_v1	AL5G20650	scaffold_2_RagTag:0-23605790	15175375	15176058	683	857.5	4
TE8_v1	AL5G20650	scaffold_2_RagTag:0-23605790	15795994	15796677	683	857.5	5
TE8_v1	AL5G20650	scaffold_4_RagTag:825599-25061996	4068829	4069512	683	857.5	6
TE8_v1	AL5G20650	scaffold_1_RagTag:13975-33400674	28312453	28313136	683	857.5	7
TE8_v1	AL5G20650	scaffold_5_RagTag:609893-23791649	10381591	10382273	682	857.5	8
TE8_v1	AL5G20650	scaffold_8_RagTag:0-24591694	4509190	4509826	636	857.5	9
TE8_v1	AL5G20650	scaffold_8_RagTag:0-24591694	4512054	4512690	636	857.5	10
TE8_v1	AL5G20650	scaffold_8_RagTag:0-24591694	4514918	4515554	636	857.5	11
TE8_v1	AL5G20650	scaffold_8_RagTag:0-24591694	4517761	4518444	683	857.5	12
WS1_v2_s	AL5G20650	scaffold_7_RagTag	17986916	17987599	683	857.5	1
WS1_v2_s	AL5G20650	scaffold_4_RagTag	10297586	10298269	683	857.5	2
WS1_v2_s	AL5G20650	scaffold_6_RagTag	25664889	25665572	683	857.5	3
WS1_v2_s	AL5G20650	scaffold_5_RagTag	10856893	10857576	683	857.5	4
WS1_v2_s	AL5G20650	scaffold_2_RagTag	3081036	3081719	683	857.5	5
