assembly	gene	scaffold	start	end	length	max_length	copy
AL27_v1	AL5G41880	scaffold_5_RagTag	18540198	18543201	3003	4475	1
AL27_v1	AL5G41880	scaffold_5_RagTag	19452247	19455846	3599	4475	2
AL27_v1	AL3G24140	scaffold_3_RagTag	4962028	4962739	711	893.75	1
AL27_v1	AL4G25340	scaffold_4_RagTag	13633661	13636315	2654	3407.5	1
AL27_v1	AL6G43770	scaffold_6_RagTag	19186091	19187351	1260	1546.25	1
AL27_v1	AL8G23280	scaffold_8_RagTag	10949814	10950435	621	772.5	1
AL27_v1	AL6G45410	scaffold_6_RagTag	12671181	12680811	9630	14976.25	1
AL27_v1	AL6G45410	scaffold_1_RagTag	7784086	7798991	14905	14976.25	2
AL27_v1	AL6G45410	scaffold_1_RagTag	21035023	21044592	9569	14976.25	3
AL27_v1	AL6G45410	scaffold_1_RagTag	27897891	27910092	12201	14976.25	4
AL27_v1	AL6G45410	scaffold_7_RagTag	8796352	8810051	13699	14976.25	5
AL27_v1	AL6G45410	scaffold_7_RagTag	12950548	12960727	10179	14976.25	6
AL27_v1	AL6G45410	scaffold_7_RagTag	13655857	13667906	12049	14976.25	7
AL27_v1	AL6G45410	scaffold_7_RagTag	18552059	18565713	13654	14976.25	8
AL27_v1	AL6G45410	scaffold_7_RagTag	18581568	18596098	14530	14976.25	9
AL27_v1	AL6G45410	scaffold_7_RagTag	19902417	19914823	12406	14976.25	10
AL27_v1	AL6G45410	scaffold_7_RagTag	20298985	20312735	13750	14976.25	11
AL27_v1	AL6G45410	scaffold_7_RagTag	20705389	20719532	14143	14976.25	12
AL27_v1	AL6G45410	scaffold_7_RagTag	23078539	23091784	13245	14976.25	13
AL27_v1	AL6G45410	scaffold_2_RagTag	7073	21916	14843	14976.25	14
AL27_v1	AL6G45410	scaffold_2_RagTag	2913051	2926203	13152	14976.25	15
AL27_v1	AL6G45410	scaffold_2_RagTag	3638479	3651719	13240	14976.25	16
AL27_v1	AL6G45410	scaffold_2_RagTag	11388076	11402598	14522	14976.25	17
AL27_v1	AL6G45410	scaffold_3_RagTag	11524035	11537159	13124	14976.25	18
AL27_v1	AL6G45410	scaffold_3_RagTag	12277919	12287307	9388	14976.25	19
AL27_v1	AL6G45410	scaffold_3_RagTag	12585058	12599686	14628	14976.25	20
AL27_v1	AL6G45410	scaffold_3_RagTag	12627578	12642189	14611	14976.25	21
AL27_v1	AL6G45410	scaffold_3_RagTag	12672105	12686716	14611	14976.25	22
AL27_v1	AL6G45410	scaffold_3_RagTag	13272376	13285338	12962	14976.25	23
AL27_v1	AL6G45410	scaffold_3_RagTag	21246235	21258397	12162	14976.25	24
AL27_v1	AL6G45410	scaffold_4_RagTag	10823843	10836234	12391	14976.25	25
AL27_v1	AL6G45410	scaffold_4_RagTag	12857079	12867332	10253	14976.25	26
AL27_v1	AL6G45410	scaffold_4_RagTag	21961017	21972469	11452	14976.25	27
AL27_v1	AL6G45410	scaffold_8_RagTag	3401150	3412161	11011	14976.25	28
AL27_v1	AL6G45410	scaffold_8_RagTag	4093390	4107639	14249	14976.25	29
AL27_v1	AL6G45410	scaffold_8_RagTag	6068433	6081113	12680	14976.25	30
AL27_v1	AL6G45410	scaffold_8_RagTag	10996316	11010211	13895	14976.25	31
AL27_v1	AL6G45410	scaffold_8_RagTag	12760330	12773218	12888	14976.25	32
AL27_v1	AL6G45410	scaffold_5_RagTag	11855578	11865671	10093	14976.25	33
AL27_v1	AL6G45410	scaffold_5_RagTag	14228090	14240470	12380	14976.25	34
AL27_v1	AL6G45410	scaffold_5_RagTag	14801056	14811625	10569	14976.25	35
AL27_v1	AL8G44590	scaffold_8_RagTag	19877223	19877781	558	695	1
AL27_v1	AL4G39040	scaffold_4_RagTag	19049109	19050565	1456	1821.25	1
AL27_v1	AL4G29320	scaffold_4_RagTag	15142986	15143803	817	1021.25	1
AL27_v1	AL699U10010	scaffold_2_RagTag	20106739	20106995	256	325	1
AL27_v1	AL6G18270	scaffold_6_RagTag	3116303	3117333	1030	1302.5	1
AL27_v1	AL8G25610	scaffold_8_RagTag	12183649	12184314	665	832.5	1
AL27_v1	AL1G22890	scaffold_1_RagTag	4806422	4807214	792	916.25	1
AL27_v1	AL8G15730	scaffold_8_RagTag	2951013	2953149	2136	2635	1
AL27_v1	AL4G36460	scaffold_4_RagTag	17938202	17939875	1673	2005	1
AL27_v1	AL8G29570	scaffold_8_RagTag	13942165	13942896	731	922.5	1
AL27_v1	AL6G51300	scaffold_6_RagTag	22905837	22908182	2345	2447.5	1
AL27_v1	AL7G28230	scaffold_7_RagTag	7297772	7299504	1732	1851.25	1
AL27_v1	AL1G27400	scaffold_1_RagTag	6548919	6551777	2858	3686.25	1
AL27_v1	AL7G48590	scaffold_7_RagTag	25314760	25315396	636	807.5	1
AL27_v1	AL6G30510	scaffold_6_RagTag	7749856	7751483	1627	1836.25	1
AL27_v1	AL3G43420	scaffold_3_RagTag	14311379	14312740	1361	1698.75	1
AL27_v1	AL5G18760	scaffold_5_RagTag	4656401	4658016	1615	2081.25	1
AL27_v1	AL1G41580	scaffold_1_RagTag	12038783	12039989	1206	1537.5	1
AL27_v1	AL1G49140	scaffold_1_RagTag	21728282	21729468	1186	1475	1
AL27_v1	AL727U10010	scaffold_7_RagTag	11975923	11976732	809	1017.5	1
AL27_v1	AL1G64760	scaffold_5_RagTag	3148404	3150252	1848	2361.25	1
AL27_v1	AL4G16720	scaffold_2_RagTag	10509826	10510634	808	868.75	1
AL27_v1	AL4G16720	scaffold_1_RagTag	3048546	3049354	808	868.75	2
AL27_v1	AL3G36450	scaffold_3_RagTag	10049386	10050247	861	1076.25	1
AL27_v1	AL1G16830	scaffold_7_RagTag	22989224	22989694	470	600	1
AL27_v1	AL6G44460	scaffold_5_RagTag	13639854	13641402	1548	1970	1
AL27_v1	AL6G44460	scaffold_5_RagTag	13642088	13643636	1548	1970	2
AL27_v1	AL6G44460	scaffold_5_RagTag	13644322	13645870	1548	1970	3
AL27_v1	AL3G43440	scaffold_2_RagTag	11119660	11120252	592	968.75	1
AL27_v1	AL3G43440	scaffold_4_RagTag	4332003	4332932	929	968.75	2
