assembly	gene	scaffold	start	end	length	max_length	copy
KN005_v1	AL5G41880	scaffold_5_RagTag	19827417	19830999	3582	4475	1
KN005_v1	AL3G24140	scaffold_3_RagTag	5201087	5201796	709	893.75	1
KN005_v1	AL4G25340	scaffold_4_RagTag	14125177	14127902	2725	3407.5	1
KN005_v1	AL6G43770	scaffold_6_RagTag	19148022	19149258	1236	1546.25	1
KN005_v1	AL8G23280	scaffold_8_RagTag	11505436	11506058	622	772.5	1
KN005_v1	AL6G45410	scaffold_6_RagTag	17815406	17829194	13788	14976.25	1
KN005_v1	AL6G45410	scaffold_6_RagTag	20099062	20111526	12464	14976.25	2
KN005_v1	AL6G45410	scaffold_4_RagTag	6848560	6860951	12391	14976.25	3
KN005_v1	AL6G45410	scaffold_4_RagTag	11603989	11616706	12717	14976.25	4
KN005_v1	AL6G45410	scaffold_4_RagTag	16653040	16662875	9835	14976.25	5
KN005_v1	AL6G45410	scaffold_3_RagTag	2758536	2768748	10212	14976.25	6
KN005_v1	AL6G45410	scaffold_3_RagTag	14894521	14908795	14274	14976.25	7
KN005_v1	AL6G45410	scaffold_3_RagTag	24179140	24191068	11928	14976.25	8
KN005_v1	AL6G45410	scaffold_1_RagTag	15004166	15018151	13985	14976.25	9
KN005_v1	AL6G45410	scaffold_1_RagTag	16641865	16655257	13392	14976.25	10
KN005_v1	AL6G45410	scaffold_2_RagTag	4274196	4286785	12589	14976.25	11
KN005_v1	AL6G45410	scaffold_2_RagTag	15283820	15297672	13852	14976.25	12
KN005_v1	AL6G45410	scaffold_8_RagTag	3018089	3028539	10450	14976.25	13
KN005_v1	AL6G45410	scaffold_5_RagTag	2446942	2459497	12555	14976.25	14
KN005_v1	AL6G45410	scaffold_5_RagTag	10343151	10355092	11941	14976.25	15
KN005_v1	AL6G45410	scaffold_5_RagTag	11996607	12011531	14924	14976.25	16
KN005_v1	AL6G45410	scaffold_5_RagTag	16533137	16545139	12002	14976.25	17
KN005_v1	AL6G45410	scaffold_7_RagTag	2585249	2595857	10608	14976.25	18
KN005_v1	AL6G45410	scaffold_7_RagTag	13122855	13135579	12724	14976.25	19
KN005_v1	AL6G45410	scaffold_7_RagTag	13177423	13186541	9118	14976.25	20
KN005_v1	AL6G45410	scaffold_7_RagTag	20093351	20102814	9463	14976.25	21
KN005_v1	AL6G45410	scaffold_7_RagTag	25985181	25996418	11237	14976.25	22
KN005_v1	AL8G44590	scaffold_8_RagTag	20913351	20913906	555	695	1
KN005_v1	AL4G39040	scaffold_4_RagTag	19808638	19810095	1457	1821.25	1
KN005_v1	AL699U10010	scaffold_2_RagTag	21730771	21731030	259	325	1
KN005_v1	AL6G18270	scaffold_6_RagTag	3023235	3024277	1042	1302.5	1
KN005_v1	AL8G25610	scaffold_8_RagTag	12782244	12782909	665	832.5	1
KN005_v1	AL1G22890	scaffold_1_RagTag	4862434	4863167	733	916.25	1
KN005_v1	AL8G15730	scaffold_8_RagTag	3149616	3151723	2107	2635	1
KN005_v1	AL4G36460	scaffold_4_RagTag	18732381	18733988	1607	2005	1
KN005_v1	AL1G40430	scaffold_1_RagTag	11894324	11895168	844	1056.25	1
KN005_v1	AL8G29570	scaffold_8_RagTag	14687454	14688207	753	922.5	1
KN005_v1	AL6G51300	scaffold_6_RagTag	23301915	23303872	1957	2447.5	1
KN005_v1	AL2G15850	scaffold_2_RagTag	3219312	3220996	1684	2196.25	1
KN005_v1	AL7G28230	scaffold_7_RagTag	7272095	7273582	1487	1851.25	1
KN005_v1	AL1G27400	scaffold_1_RagTag	6654940	6657888	2948	3686.25	1
KN005_v1	AL7G52970	scaffold_7_RagTag	23450475	23450664	189	240	1
KN005_v1	AL7G48590	scaffold_7_RagTag	26100308	26100955	647	807.5	1
KN005_v1	AL6G30510	scaffold_6_RagTag	7739610	7741079	1469	1836.25	1
KN005_v1	AL3G43420	scaffold_3_RagTag	14461956	14463316	1360	1698.75	1
KN005_v1	AL5G18760	scaffold_5_RagTag	5048661	5050062	1401	2081.25	1
KN005_v1	AL1G41580	scaffold_1_RagTag	12360502	12361745	1243	1537.5	1
KN005_v1	AL1G49140	scaffold_1_RagTag	16906642	16907821	1179	1475	1
KN005_v1	AL727U10010	scaffold_7_RagTag	12084106	12084920	814	1017.5	1
KN005_v1	AL1G64760	scaffold_2_RagTag	8454623	8456510	1887	2361.25	1
KN005_v1	AL1G64760	scaffold_8_RagTag	9505460	9507270	1810	2361.25	2
KN005_v1	AL3G31970	scaffold_2_RagTag	662425	663654	1229	1557.5	1
KN005_v1	AL3G31970	scaffold_6_RagTag	23044034	23045256	1222	1557.5	2
KN005_v1	AL3G36450	scaffold_3_RagTag	10143204	10144066	862	1076.25	1
KN005_v1	AL3G36450	scaffold_3_RagTag	10146426	10147288	862	1076.25	2
KN005_v1	AL3G36450	scaffold_3_RagTag	10149300	10150162	862	1076.25	3
KN005_v1	AL3G36450	scaffold_3_RagTag	10152144	10153006	862	1076.25	4
KN005_v1	AL3G36450	scaffold_3_RagTag	10154991	10155853	862	1076.25	5
KN005_v1	AL1G16830	scaffold_1_RagTag	2629689	2630168	479	600	1
KN005_v1	AL1G16830	scaffold_5_RagTag	17264307	17264763	456	600	2
KN005_v1	AL1G16830	scaffold_7_RagTag	8644016	8644426	410	600	3
KN005_v1	AL3G40254	scaffold_3_RagTag	12114565	12115061	496	621.25	1
KN005_v1	AL3G43440	scaffold_5_RagTag	13722099	13722846	747	968.75	1
KN005_v1	AL3G43440	scaffold_5_RagTag	16730234	16730951	717	968.75	2
KN005_v1	AL3G43440	scaffold_4_RagTag	10166997	10167746	749	968.75	3
KN005_v1	AL4G19650	scaffold_4_RagTag	9643622	9644858	1236	1546.25	1
KN005_v1	AL4G19650	scaffold_3_RagTag	5467686	5469070	1384	1546.25	2
KN005_v1	AL7G12660	scaffold_7_RagTag	922676	923218	542	678.75	1
KN005_v1	AL7G12660	scaffold_4_RagTag	20472202	20472744	542	678.75	2
KN005_v1	AL7G12660	scaffold_1_RagTag	6653989	6654530	541	678.75	3
KN005_v1	AL7G12660	scaffold_1_RagTag	26175742	26176284	542	678.75	4
KN005_v1	AL7G12660	scaffold_6_RagTag	14235778	14236321	543	678.75	5
KN005_v1	AL7G12660	scaffold_6_RagTag	22856648	22857191	543	678.75	6
KN005_v1	AL4G26430	scaffold_4_RagTag	14649133	14649352	219	275	1
KN005_v1	AL307U10010	scaffold_4_RagTag	14408585	14410718	2133	2643.75	1
KN005_v1	AL1G38380	scaffold_1_RagTag	10953095	10954932	1837	2298.75	1
KN005_v1	AL7G39210	scaffold_5_RagTag	1253759	1254809	1050	1310	1
KN005_v1	AL7G39210	scaffold_7_RagTag	12460441	12461450	1009	1310	2
KN005_v1	AL1G66320	scaffold_1_RagTag	4831626	4833861	2235	3365	1
KN005_v1	AL1G66320	scaffold_5_RagTag	5059163	5062207	3044	3365	2
KN005_v1	AL1G66320	scaffold_2_RagTag	2539380	2542541	3161	3365	3
