assembly	gene	scaffold	start	end	length	max_length	copy
al1_v2_s	AL3G24140	scaffold_3_RagTag	5346861	5347565	704	893.75	1
al1_v2_s	AL4G25340	scaffold_4_RagTag	14520782	14523527	2745	3407.5	1
al1_v2_s	AL6G43770	scaffold_6_RagTag	21489328	21490583	1255	1546.25	1
al1_v2_s	AL8G23280	scaffold_8_RagTag	11474825	11475447	622	772.5	1
al1_v2_s	AL6G45410	scaffold_6_RagTag	14204970	14215330	10360	14976.25	1
al1_v2_s	AL6G45410	scaffold_6_RagTag	14252825	14267008	14183	14976.25	2
al1_v2_s	AL6G45410	scaffold_6_RagTag	19551470	19560535	9065	14976.25	3
al1_v2_s	AL6G45410	scaffold_6_RagTag	21020800	21032362	11562	14976.25	4
al1_v2_s	AL6G45410	scaffold_6_RagTag	22665642	22675560	9918	14976.25	5
al1_v2_s	AL6G45410	scaffold_6_RagTag	25077501	25088925	11424	14976.25	6
al1_v2_s	AL6G45410	scaffold_6_RagTag	26362911	26371915	9004	14976.25	7
al1_v2_s	AL6G45410	scaffold_6_RagTag	26557055	26568347	11292	14976.25	8
al1_v2_s	AL6G45410	scaffold_5_RagTag	799049	813226	14177	14976.25	9
al1_v2_s	AL6G45410	scaffold_5_RagTag	4730782	4745348	14566	14976.25	10
al1_v2_s	AL6G45410	scaffold_5_RagTag	12742474	12753745	11271	14976.25	11
al1_v2_s	AL6G45410	scaffold_5_RagTag	20130907	20140952	10045	14976.25	12
al1_v2_s	AL6G45410	scaffold_5_RagTag	20156728	20165808	9080	14976.25	13
al1_v2_s	AL6G45410	scaffold_5_RagTag	22169452	22183244	13792	14976.25	14
al1_v2_s	AL6G45410	scaffold_5_RagTag	22423098	22433479	10381	14976.25	15
al1_v2_s	AL6G45410	scaffold_7_RagTag	4434720	4448925	14205	14976.25	16
al1_v2_s	AL6G45410	scaffold_7_RagTag	5460537	5472613	12076	14976.25	17
al1_v2_s	AL6G45410	scaffold_7_RagTag	14493913	14503016	9103	14976.25	18
al1_v2_s	AL6G45410	scaffold_7_RagTag	16843444	16856831	13387	14976.25	19
al1_v2_s	AL6G45410	scaffold_7_RagTag	17905468	17917615	12147	14976.25	20
al1_v2_s	AL6G45410	scaffold_7_RagTag	21696196	21709165	12969	14976.25	21
al1_v2_s	AL6G45410	scaffold_7_RagTag	24684482	24696861	12379	14976.25	22
al1_v2_s	AL6G45410	scaffold_7_RagTag	24726395	24740462	14067	14976.25	23
al1_v2_s	AL6G45410	scaffold_7_RagTag	24745292	24756714	11422	14976.25	24
al1_v2_s	AL6G45410	scaffold_7_RagTag	24788785	24800750	11965	14976.25	25
al1_v2_s	AL6G45410	scaffold_7_RagTag	24821472	24833440	11968	14976.25	26
al1_v2_s	AL6G45410	scaffold_7_RagTag	24858244	24871093	12849	14976.25	27
al1_v2_s	AL6G45410	scaffold_7_RagTag	24903197	24914128	10931	14976.25	28
al1_v2_s	AL6G45410	scaffold_7_RagTag	24923941	24933768	9827	14976.25	29
al1_v2_s	AL6G45410	scaffold_7_RagTag	27665893	27680182	14289	14976.25	30
al1_v2_s	AL6G45410	scaffold_1_RagTag	6719769	6734708	14939	14976.25	31
al1_v2_s	AL6G45410	scaffold_1_RagTag	24168377	24181271	12894	14976.25	32
al1_v2_s	AL6G45410	scaffold_8_RagTag	4094468	4108967	14499	14976.25	33
al1_v2_s	AL6G45410	scaffold_8_RagTag	4154647	4167061	12414	14976.25	34
al1_v2_s	AL6G45410	scaffold_8_RagTag	13391739	13401894	10155	14976.25	35
al1_v2_s	AL6G45410	scaffold_4_RagTag	840374	854625	14251	14976.25	36
al1_v2_s	AL6G45410	scaffold_4_RagTag	5930874	5945630	14756	14976.25	37
al1_v2_s	AL6G45410	scaffold_4_RagTag	10928758	10939045	10287	14976.25	38
al1_v2_s	AL6G45410	scaffold_4_RagTag	11709797	11723813	14016	14976.25	39
al1_v2_s	AL6G45410	scaffold_4_RagTag	12248562	12262577	14015	14976.25	40
al1_v2_s	AL6G45410	scaffold_4_RagTag	21087359	21099753	12394	14976.25	41
al1_v2_s	AL6G45410	scaffold_3_RagTag	8498030	8507816	9786	14976.25	42
al1_v2_s	AL6G45410	scaffold_3_RagTag	11429856	11442418	12562	14976.25	43
al1_v2_s	AL6G45410	scaffold_3_RagTag	24495403	24507415	12012	14976.25	44
al1_v2_s	AL6G45410	scaffold_2_RagTag	4680691	4694937	14246	14976.25	45
