assembly	gene	scaffold	start	end	length	max_length	copy
PU6_v3_fin	AL3G24140	scaffold_3	5484022	5484736	714	893.75	1
PU6_v3_fin	AL4G25340	scaffold_4	13845593	13848324	2731	3407.5	1
PU6_v3_fin	AL6G43770	scaffold_6	20177990	20179245	1255	1546.25	1
PU6_v3_fin	AL8G23280	scaffold_8	12259445	12260067	622	772.5	1
PU6_v3_fin	AL6G45410	scaffold_6	1403193	1418165	14972	14976.25	1
PU6_v3_fin	AL6G45410	scaffold_6	3204080	3214516	10436	14976.25	2
PU6_v3_fin	AL6G45410	scaffold_6	10613836	10623697	9861	14976.25	3
PU6_v3_fin	AL6G45410	scaffold_6	13130263	13139628	9365	14976.25	4
PU6_v3_fin	AL6G45410	scaffold_6	18284518	18297292	12774	14976.25	5
PU6_v3_fin	AL6G45410	scaffold_6	21186321	21197614	11293	14976.25	6
PU6_v3_fin	AL6G45410	scaffold_6	25829812	25844734	14922	14976.25	7
PU6_v3_fin	AL6G45410	scaffold_6	25940193	25951298	11105	14976.25	8
PU6_v3_fin	AL6G45410	scaffold_6	25955605	25966782	11177	14976.25	9
PU6_v3_fin	AL6G45410	scaffold_2	2564611	2576401	11790	14976.25	10
PU6_v3_fin	AL6G45410	scaffold_2	15309121	15322555	13434	14976.25	11
PU6_v3_fin	AL6G45410	scaffold_2	17300997	17315638	14641	14976.25	12
PU6_v3_fin	AL6G45410	scaffold_3	12614874	12626676	11802	14976.25	13
PU6_v3_fin	AL6G45410	scaffold_3	13026048	13037649	11601	14976.25	14
PU6_v3_fin	AL6G45410	scaffold_3	23884388	23897737	13349	14976.25	15
PU6_v3_fin	AL6G45410	scaffold_3	24082114	24096029	13915	14976.25	16
PU6_v3_fin	AL6G45410	scaffold_4	1227718	1240889	13171	14976.25	17
PU6_v3_fin	AL6G45410	scaffold_4	11651507	11661459	9952	14976.25	18
PU6_v3_fin	AL6G45410	scaffold_4	14980468	14991348	10880	14976.25	19
PU6_v3_fin	AL6G45410	scaffold_4	15799256	15812889	13633	14976.25	20
PU6_v3_fin	AL6G45410	scaffold_4	21578268	21592376	14108	14976.25	21
PU6_v3_fin	AL6G45410	scaffold_4	21672047	21683744	11697	14976.25	22
PU6_v3_fin	AL6G45410	scaffold_4	23359941	23373529	13588	14976.25	23
PU6_v3_fin	AL6G45410	scaffold_8	13027345	13038208	10863	14976.25	24
PU6_v3_fin	AL6G45410	scaffold_8	22894165	22906818	12653	14976.25	25
PU6_v3_fin	AL6G45410	scaffold_5	3848068	3858556	10488	14976.25	26
PU6_v3_fin	AL6G45410	scaffold_5	6532566	6543396	10830	14976.25	27
PU6_v3_fin	AL6G45410	scaffold_5	11829601	11842409	12808	14976.25	28
PU6_v3_fin	AL6G45410	scaffold_5	22475565	22489338	13773	14976.25	29
PU6_v3_fin	AL6G45410	scaffold_1	5022205	5035312	13107	14976.25	30
PU6_v3_fin	AL6G45410	scaffold_1	17780396	17795320	14924	14976.25	31
PU6_v3_fin	AL6G45410	scaffold_1	19985311	20000069	14758	14976.25	32
PU6_v3_fin	AL6G45410	scaffold_1	25175559	25185090	9531	14976.25	33
PU6_v3_fin	AL6G45410	scaffold_1	26835752	26850207	14455	14976.25	34
PU6_v3_fin	AL6G45410	scaffold_7	9872369	9884407	12038	14976.25	35
PU6_v3_fin	AL6G45410	scaffold_7	16531896	16545964	14068	14976.25	36
PU6_v3_fin	AL6G45410	scaffold_7	28474005	28487061	13056	14976.25	37
PU6_v3_fin	AL8G44590	scaffold_8	22901177	22901730	553	695	1
PU6_v3_fin	AL6G11490	scaffold_6	656112	660382	4270	4390	1
PU6_v3_fin	AL4G39040	scaffold_4	20453084	20454534	1450	1821.25	1
PU6_v3_fin	AL4G29320	scaffold_4	15968304	15969121	817	1021.25	1
PU6_v3_fin	AL6G18270	scaffold_6	2843759	2844643	884	1302.5	1
PU6_v3_fin	AL8G25610	scaffold_8	13679297	13679975	678	832.5	1
PU6_v3_fin	AL1G22890	scaffold_1	5509600	5510366	766	916.25	1
PU6_v3_fin	AL8G15730	scaffold_8	3702661	3704821	2160	2635	1
PU6_v3_fin	AL4G36460	scaffold_4	19286758	19288346	1588	2005	1
PU6_v3_fin	AL1G40430	scaffold_6	11538225	11539129	904	1056.25	1
PU6_v3_fin	AL1G40430	scaffold_1	25258859	25259762	903	1056.25	2
PU6_v3_fin	AL8G29570	scaffold_8	15694751	15695500	749	922.5	1
PU6_v3_fin	AL6G51300	scaffold_6	24776170	24778208	2038	2447.5	1
PU6_v3_fin	AL2G15850	scaffold_2	3818715	3820562	1847	2196.25	1
PU6_v3_fin	AL7G28230	scaffold_7	8128045	8129705	1660	1851.25	1
PU6_v3_fin	AL1G27400	scaffold_1	7251647	7254005	2358	3686.25	1
PU6_v3_fin	AL7G52970	scaffold_7	25578461	25578672	211	240	1
PU6_v3_fin	AL7G48590	scaffold_7	28618608	28619254	646	807.5	1
PU6_v3_fin	AL3G43420	scaffold_3	15815568	15816924	1356	1698.75	1
PU6_v3_fin	AL5G18760	scaffold_5	5599900	5601577	1677	2081.25	1
PU6_v3_fin	AL1G41580	scaffold_1	13709647	13710876	1229	1537.5	1
PU6_v3_fin	AL727U10010	scaffold_7	13464363	13465172	809	1017.5	1
PU6_v3_fin	AL1G64760	scaffold_2	9298544	9300448	1904	2361.25	1
PU6_v3_fin	AL4G16720	scaffold_2	8311666	8312493	827	868.75	1
PU6_v3_fin	AL8G39580	scaffold_2	2776821	2777098	277	347.5	1
PU6_v3_fin	AL3G36450	scaffold_3	11182008	11182819	811	1076.25	1
PU6_v3_fin	AL6G44460	scaffold_8	22291557	22293053	1496	1970	1
PU6_v3_fin	AL3G43440	scaffold_1	29479972	29480721	749	968.75	1
PU6_v3_fin	AL3G43440	scaffold_2	23436628	23437378	750	968.75	2
PU6_v3_fin	AL3G43440	scaffold_4	3403264	3404047	783	968.75	3
PU6_v3_fin	AL3G43440	scaffold_4	9660522	9661239	717	968.75	4
PU6_v3_fin	AL4G19650	scaffold_4	9282136	9283376	1240	1546.25	1
PU6_v3_fin	AL7G12660	scaffold_2	6291493	6292035	542	678.75	1
PU6_v3_fin	AL7G12660	scaffold_4	15819928	15820472	544	678.75	2
PU6_v3_fin	AL7G12660	scaffold_4	22509715	22510250	535	678.75	3
PU6_v3_fin	AL7G12660	scaffold_3	5849829	5850364	535	678.75	4
