assembly	gene	scaffold	start	end	length	max_length	copy
BOR_v1	AL5G41880	scaffold_5_RagTag:0-21731985	20017020	20021106	4086	4475	1
BOR_v1	AL3G24140	scaffold_3_RagTag:0-24937921	5063463	5064159	696	893.75	1
BOR_v1	AL4G25340	scaffold_4_RagTag:18000-22695972	13595070	13597820	2750	3407.5	1
BOR_v1	AL6G43770	scaffold_6_RagTag:0-24760478	19633144	19634393	1249	1546.25	1
BOR_v1	AL8G23280	scaffold_8_RagTag:0-21093757	11427824	11428474	650	772.5	1
BOR_v1	AL6G45410	scaffold_5_RagTag:0-21731985	5287221	5296382	9161	14976.25	1
BOR_v1	AL6G45410	scaffold_5_RagTag:0-21731985	10237323	10252059	14736	14976.25	2
BOR_v1	AL6G45410	scaffold_5_RagTag:0-21731985	11851909	11863039	11130	14976.25	3
BOR_v1	AL6G45410	scaffold_5_RagTag:0-21731985	11967991	11979121	11130	14976.25	4
BOR_v1	AL6G45410	scaffold_5_RagTag:0-21731985	14109997	14122038	12041	14976.25	5
BOR_v1	AL6G45410	scaffold_5_RagTag:0-21731985	14616837	14630214	13377	14976.25	6
BOR_v1	AL6G45410	scaffold_5_RagTag:0-21731985	17376018	17387741	11723	14976.25	7
BOR_v1	AL6G45410	scaffold_8_RagTag:0-21093757	17863791	17874603	10812	14976.25	8
BOR_v1	AL6G45410	scaffold_2_RagTag:0-21425966	1986037	1998610	12573	14976.25	9
BOR_v1	AL6G45410	scaffold_2_RagTag:0-21425966	3277489	3289975	12486	14976.25	10
BOR_v1	AL6G45410	scaffold_2_RagTag:0-21425966	3886528	3899771	13243	14976.25	11
BOR_v1	AL6G45410	scaffold_2_RagTag:0-21425966	4192859	4204561	11702	14976.25	12
BOR_v1	AL6G45410	scaffold_2_RagTag:0-21425966	6571017	6585935	14918	14976.25	13
BOR_v1	AL6G45410	scaffold_4_RagTag:18000-22695972	12853292	12862283	8991	14976.25	14
BOR_v1	AL6G45410	scaffold_4_RagTag:18000-22695972	13507968	13522707	14739	14976.25	15
BOR_v1	AL6G45410	scaffold_1_RagTag:0-28294041	13928219	13938526	10307	14976.25	16
BOR_v1	AL6G45410	scaffold_1_RagTag:0-28294041	14139970	14149881	9911	14976.25	17
BOR_v1	AL6G45410	scaffold_1_RagTag:0-28294041	24243584	24256395	12811	14976.25	18
BOR_v1	AL6G45410	scaffold_1_RagTag:0-28294041	24257623	24268717	11094	14976.25	19
BOR_v1	AL6G45410	scaffold_1_RagTag:0-28294041	26247803	26257627	9824	14976.25	20
BOR_v1	AL6G45410	scaffold_3_RagTag:0-24937921	11261693	11272255	10562	14976.25	21
BOR_v1	AL6G45410	scaffold_3_RagTag:0-24937921	20470751	20484230	13479	14976.25	22
BOR_v1	AL6G45410	scaffold_3_RagTag:0-24937921	22223121	22235161	12040	14976.25	23
BOR_v1	AL6G45410	scaffold_3_RagTag:0-24937921	23063072	23073399	10327	14976.25	24
BOR_v1	AL6G45410	scaffold_6_RagTag:0-24760478	12390587	12401888	11301	14976.25	25
BOR_v1	AL6G45410	scaffold_6_RagTag:0-24760478	12499525	12508897	9372	14976.25	26
BOR_v1	AL6G45410	scaffold_6_RagTag:0-24760478	14197311	14211875	14564	14976.25	27
BOR_v1	AL6G45410	scaffold_6_RagTag:0-24760478	19448501	19460553	12052	14976.25	28
BOR_v1	AL6G45410	scaffold_6_RagTag:0-24760478	20613213	20627946	14733	14976.25	29
BOR_v1	AL6G45410	scaffold_7_RagTag:0-26551907	15567122	15576499	9377	14976.25	30
BOR_v1	AL6G45410	scaffold_7_RagTag:0-26551907	16261134	16275115	13981	14976.25	31
BOR_v1	AL6G45410	scaffold_7_RagTag:0-26551907	17908810	17923337	14527	14976.25	32
BOR_v1	AL6G45410	scaffold_7_RagTag:0-26551907	18281590	18296140	14550	14976.25	33
BOR_v1	AL6G45410	scaffold_7_RagTag:0-26551907	18297522	18310053	12531	14976.25	34
BOR_v1	AL6G45410	scaffold_7_RagTag:0-26551907	22658421	22672652	14231	14976.25	35
BOR_v1	AL6G45410	scaffold_7_RagTag:0-26551907	22692726	22706282	13556	14976.25	36
BOR_v1	AL8G44590	scaffold_8_RagTag:0-21093757	20720870	20721425	555	695	1
BOR_v1	AL6G11490	scaffold_6_RagTag:0-24760478	532840	536941	4101	4390	1
BOR_v1	AL4G39040	scaffold_4_RagTag:18000-22695972	19264798	19266246	1448	1821.25	1
BOR_v1	AL4G29320	scaffold_4_RagTag:18000-22695972	15411692	15412520	828	1021.25	1
BOR_v1	AL699U10010	scaffold_2_RagTag:0-21425966	20338602	20338858	256	325	1
BOR_v1	AL6G18270	scaffold_6_RagTag:0-24760478	3154287	3155278	991	1302.5	1
BOR_v1	AL8G25610	scaffold_8_RagTag:0-21093757	12692545	12693210	665	832.5	1
BOR_v1	AL1G22890	scaffold_1_RagTag:0-28294041	4824989	4825778	789	916.25	1
BOR_v1	AL8G15730	scaffold_8_RagTag:0-21093757	3138967	3141063	2096	2635	1
BOR_v1	AL4G36460	scaffold_4_RagTag:18000-22695972	18213937	18215607	1670	2005	1
BOR_v1	AL8G29570	scaffold_8_RagTag:0-21093757	14563101	14563837	736	922.5	1
BOR_v1	AL2G15850	scaffold_2_RagTag:0-21425966	3192291	3193974	1683	2196.25	1
BOR_v1	AL7G28230	scaffold_7_RagTag:0-26551907	7440100	7441817	1717	1851.25	1
BOR_v1	AL1G27400	scaffold_1_RagTag:0-28294041	6599791	6602766	2975	3686.25	1
BOR_v1	AL7G52970	scaffold_7_RagTag:0-26551907	23033587	23033778	191	240	1
BOR_v1	AL7G48590	scaffold_7_RagTag:0-26551907	25490242	25490916	674	807.5	1
BOR_v1	AL6G30510	scaffold_6_RagTag:0-24760478	7918791	7920260	1469	1836.25	1
BOR_v1	AL5G18760	scaffold_5_RagTag:0-21731985	4672829	4674447	1618	2081.25	1
BOR_v1	AL1G41580	scaffold_1_RagTag:0-28294041	12173568	12174783	1215	1537.5	1
BOR_v1	AL1G49140	scaffold_1_RagTag:0-28294041	16696442	16697620	1178	1475	1
BOR_v1	AL727U10010	scaffold_7_RagTag:0-26551907	12361254	12362063	809	1017.5	1
BOR_v1	AL1G64760	scaffold_5_RagTag:0-21731985	3107622	3109470	1848	2361.25	1
BOR_v1	AL3G36450	scaffold_3_RagTag:0-24937921	10095043	10095884	841	1076.25	1
BOR_v1	AL1G16830	scaffold_7_RagTag:0-26551907	9197788	9198230	442	600	1
BOR_v1	AL3G43440	scaffold_3_RagTag:0-24937921	3810354	3811104	750	968.75	1
BOR_v1	AL4G19650	scaffold_6_RagTag:0-24760478	7826955	7828192	1237	1546.25	1
BOR_v1	AL7G12660	scaffold_1_RagTag:0-28294041	11980723	11981250	527	678.75	1
BOR_v1	AL4G26430	scaffold_4_RagTag:18000-22695972	14120063	14120283	220	275	1
BOR_v1	AL7G39210	scaffold_7_RagTag:0-26551907	11739134	11740184	1050	1310	1
BOR_v1	AL7G39210	scaffold_2_RagTag:0-21425966	3340642	3341694	1052	1310	2
BOR_v1	AL7G39210	scaffold_4_RagTag:18000-22695972	3198311	3199323	1012	1310	3
BOR_v1	AL1G66320	scaffold_7_RagTag:0-26551907	10971071	10973259	2188	3365	1
BOR_v1	AL3G13210	scaffold_3_RagTag:0-24937921	1082119	1082464	345	433.75	1
BOR_v1	AL3G13210	scaffold_3_RagTag:0-24937921	1150432	1150777	345	433.75	2
