assembly	gene	scaffold	start	end	length	max_length	copy
BAM12_v2	AL5G41880	scaffold_5_RagTag	22590515	22593807	3292	4475	1
BAM12_v2	AL5G41880	scaffold_5_RagTag	22593676	22596537	2861	4475	2
BAM12_v2	AL3G24140	scaffold_3_RagTag	5418344	5419055	711	893.75	1
BAM12_v2	AL3G24140	scaffold_7_RagTag	28084176	28084887	711	893.75	2
BAM12_v2	AL4G25340	scaffold_4_RagTag	13752327	13755053	2726	3407.5	1
BAM12_v2	AL6G43770	scaffold_6_RagTag	20686426	20687684	1258	1546.25	1
BAM12_v2	AL8G23280	scaffold_8_RagTag	10899972	10900594	622	772.5	1
BAM12_v2	AL6G45410	scaffold_6_RagTag	5976456	5988507	12051	14976.25	1
BAM12_v2	AL6G45410	scaffold_6_RagTag	6788507	6801071	12564	14976.25	2
BAM12_v2	AL6G45410	scaffold_6_RagTag	11193989	11205455	11466	14976.25	3
BAM12_v2	AL6G45410	scaffold_6_RagTag	13642922	13652288	9366	14976.25	4
BAM12_v2	AL6G45410	scaffold_6_RagTag	15648927	15660724	11797	14976.25	5
BAM12_v2	AL6G45410	scaffold_6_RagTag	22674917	22687866	12949	14976.25	6
BAM12_v2	AL6G45410	scaffold_6_RagTag	22753960	22768343	14383	14976.25	7
BAM12_v2	AL6G45410	scaffold_4_RagTag	4177299	4192028	14729	14976.25	8
BAM12_v2	AL6G45410	scaffold_4_RagTag	9472368	9484744	12376	14976.25	9
BAM12_v2	AL6G45410	scaffold_4_RagTag	10222407	10232907	10500	14976.25	10
BAM12_v2	AL6G45410	scaffold_2_RagTag	4546881	4556760	9879	14976.25	11
BAM12_v2	AL6G45410	scaffold_2_RagTag	6308786	6323179	14393	14976.25	12
BAM12_v2	AL6G45410	scaffold_2_RagTag	7159581	7170696	11115	14976.25	13
BAM12_v2	AL6G45410	scaffold_2_RagTag	17247714	17258805	11091	14976.25	14
BAM12_v2	AL6G45410	scaffold_2_RagTag	18625577	18640163	14586	14976.25	15
BAM12_v2	AL6G45410	scaffold_2_RagTag	19611042	19621458	10416	14976.25	16
BAM12_v2	AL6G45410	scaffold_8_RagTag	10614063	10628949	14886	14976.25	17
BAM12_v2	AL6G45410	scaffold_8_RagTag	18072187	18085611	13424	14976.25	18
BAM12_v2	AL6G45410	scaffold_8_RagTag	20009215	20023009	13794	14976.25	19
BAM12_v2	AL6G45410	scaffold_5_RagTag	1827803	1842655	14852	14976.25	20
BAM12_v2	AL6G45410	scaffold_5_RagTag	3643397	3657451	14054	14976.25	21
BAM12_v2	AL6G45410	scaffold_5_RagTag	7445751	7457690	11939	14976.25	22
BAM12_v2	AL6G45410	scaffold_5_RagTag	13409018	13422184	13166	14976.25	23
BAM12_v2	AL6G45410	scaffold_5_RagTag	14705551	14719881	14330	14976.25	24
BAM12_v2	AL6G45410	scaffold_5_RagTag	19680034	19689457	9423	14976.25	25
BAM12_v2	AL6G45410	scaffold_5_RagTag	19764742	19778448	13706	14976.25	26
BAM12_v2	AL6G45410	scaffold_3_RagTag	3164197	3178276	14079	14976.25	27
BAM12_v2	AL6G45410	scaffold_3_RagTag	25320763	25332137	11374	14976.25	28
BAM12_v2	AL6G45410	scaffold_1_RagTag	886757	899413	12656	14976.25	29
BAM12_v2	AL6G45410	scaffold_1_RagTag	9074683	9085820	11137	14976.25	30
BAM12_v2	AL6G45410	scaffold_1_RagTag	12583928	12595897	11969	14976.25	31
BAM12_v2	AL6G45410	scaffold_1_RagTag	12880843	12892906	12063	14976.25	32
BAM12_v2	AL6G45410	scaffold_1_RagTag	15723016	15733290	10274	14976.25	33
BAM12_v2	AL6G45410	scaffold_1_RagTag	29744286	29758310	14024	14976.25	34
BAM12_v2	AL6G45410	scaffold_7_RagTag	2711752	2725114	13362	14976.25	35
BAM12_v2	AL6G45410	scaffold_7_RagTag	4181309	4195588	14279	14976.25	36
BAM12_v2	AL6G45410	scaffold_7_RagTag	4279771	4289716	9945	14976.25	37
BAM12_v2	AL6G45410	scaffold_7_RagTag	7747717	7758428	10711	14976.25	38
BAM12_v2	AL6G45410	scaffold_7_RagTag	12876821	12885919	9098	14976.25	39
BAM12_v2	AL6G45410	scaffold_7_RagTag	21990200	21999282	9082	14976.25	40
BAM12_v2	AL6G45410	scaffold_7_RagTag	27029316	27043001	13685	14976.25	41
BAM12_v2	AL6G45410	scaffold_7_RagTag	28546288	28555803	9515	14976.25	42
BAM12_v2	AL8G44590	scaffold_8_RagTag	21397799	21398352	553	695	1
BAM12_v2	AL4G39040	scaffold_4_RagTag	20069374	20070758	1384	1821.25	1
BAM12_v2	AL4G29320	scaffold_4_RagTag	15830444	15831140	696	1021.25	1
BAM12_v2	AL699U10010	scaffold_2_RagTag	22821795	22822054	259	325	1
BAM12_v2	AL6G18270	scaffold_6_RagTag	3376146	3377129	983	1302.5	1
BAM12_v2	AL8G25610	scaffold_8_RagTag	12337274	12337939	665	832.5	1
BAM12_v2	AL1G22890	scaffold_1_RagTag	5088013	5088778	765	916.25	1
BAM12_v2	AL8G15730	scaffold_8_RagTag	3866432	3868578	2146	2635	1
BAM12_v2	AL4G36460	scaffold_4_RagTag	18899133	18900806	1673	2005	1
BAM12_v2	AL1G40430	scaffold_7_RagTag	5892171	5893074	903	1056.25	1
BAM12_v2	AL8G29570	scaffold_8_RagTag	14512789	14513535	746	922.5	1
BAM12_v2	AL7G28230	scaffold_7_RagTag	7933262	7934994	1732	1851.25	1
BAM12_v2	AL1G27400	scaffold_1_RagTag	6955320	6958152	2832	3686.25	1
BAM12_v2	AL7G52970	scaffold_7_RagTag	24689738	24689927	189	240	1
BAM12_v2	AL7G52970	scaffold_7_RagTag	24744542	24744731	189	240	2
BAM12_v2	AL7G52970	scaffold_7_RagTag	24796604	24796803	199	240	3
BAM12_v2	AL7G48590	scaffold_7_RagTag	27718439	27719073	634	807.5	1
BAM12_v2	AL3G43420	scaffold_3_RagTag	15379701	15381059	1358	1698.75	1
BAM12_v2	AL5G18760	scaffold_5_RagTag	5314745	5316422	1677	2081.25	1
BAM12_v2	AL1G41580	scaffold_1_RagTag	13388751	13389984	1233	1537.5	1
BAM12_v2	AL727U10010	scaffold_7_RagTag	13112065	13112874	809	1017.5	1
BAM12_v2	AL1G64760	scaffold_2_RagTag	8514945	8516849	1904	2361.25	1
BAM12_v2	AL4G16720	scaffold_7_RagTag	26568688	26569496	808	868.75	1
BAM12_v2	AL4G16720	scaffold_7_RagTag	28196652	28197469	817	868.75	2
BAM12_v2	AL4G16720	scaffold_3_RagTag	20854224	20855030	806	868.75	3
BAM12_v2	AL4G16720	scaffold_3_RagTag	20893443	20894249	806	868.75	4
BAM12_v2	AL4G16720	scaffold_6_RagTag	20218518	20219314	796	868.75	5
BAM12_v2	AL8G39580	scaffold_2_RagTag	3370468	3370745	277	347.5	1
BAM12_v2	AL3G36450	scaffold_3_RagTag	11079627	11080454	827	1076.25	1
BAM12_v2	AL3G40254	scaffold_3_RagTag	13112891	13113389	498	621.25	1
BAM12_v2	AL3G43440	scaffold_3_RagTag	6444503	6445251	748	968.75	1
BAM12_v2	AL4G19650	scaffold_4_RagTag	9247027	9248266	1239	1546.25	1
BAM12_v2	AL4G19650	scaffold_3_RagTag	5696667	5697727	1060	1546.25	2
BAM12_v2	AL7G12660	scaffold_1_RagTag	1441025	1441557	532	678.75	1
BAM12_v2	AL1G38380	scaffold_1_RagTag	11681177	11683007	1830	2298.75	1
BAM12_v2	AL7G39210	scaffold_2_RagTag	1057811	1058861	1050	1310	1
BAM12_v2	AL7G39210	scaffold_5_RagTag	850804	851854	1050	1310	2
