qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL1G22300	scaffold_1_RagTag	98.996	1394	4	3	1	1384	4500139	4501532	0	2488	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_1_RagTag	75	1156	246	34	144	1274	4522430	4523567	5.2e-138	494	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_6_RagTag	94.118	102	6	0	1382	1483	22280254	22280153	2.78e-36	156	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_6_RagTag	90.826	109	10	0	1382	1490	6776398	6776290	1.68e-33	147	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_4_RagTag	91.304	115	9	1	1377	1490	10824934	10825048	2.78e-36	156	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_4_RagTag	90.741	108	10	0	1380	1487	10399688	10399795	6.03e-33	145	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_4_RagTag	93.478	92	5	1	1400	1490	21360923	21361014	3.63e-30	135	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_2_RagTag	91.892	111	9	0	1380	1490	14469388	14469278	2.78e-36	156	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_5_RagTag	93.269	104	7	0	1380	1483	18238314	18238211	1e-35	154	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_3_RagTag	90.991	111	10	0	1380	1490	31498009	31497899	1.3e-34	150	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_7_RagTag	90.179	112	11	0	1379	1490	11127710	11127821	1.68e-33	147	73_3a_fixed_genome_15_1_24
AL1G22300	scaffold_7_RagTag	89.908	109	11	0	1382	1490	14473910	14473802	7.8e-32	141	73_3a_fixed_genome_15_1_24
AL1G22320	scaffold_5_RagTag	96.508	716	18	2	3	715	14986808	14987519	0	1177	73_3a_fixed_genome_15_1_24
AL1G22320	scaffold_5_RagTag	79.034	725	121	21	5	714	3132900	3133608	1.62e-130	468	73_3a_fixed_genome_15_1_24
AL1G22320	scaffold_5_RagTag	79.741	232	42	5	8	236	14310093	14310322	8.57e-39	163	73_3a_fixed_genome_15_1_24
AL1G22320	scaffold_1_RagTag	80.548	730	113	19	3	715	4522887	4523604	1.58e-150	534	73_3a_fixed_genome_15_1_24
AL1G22320	scaffold_1_RagTag	78.459	701	131	12	3	692	23653872	23653181	3.54e-122	440	73_3a_fixed_genome_15_1_24
