qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL5G20820	scaffold_5_RagTag	98.413	2079	30	3	1	2078	10397106	10399182	0	3653	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	98.725	1961	24	1	118	2078	8876751	8878710	0	3482	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	92.01	826	64	2	373	1197	4516862	4517686	0	1158	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	91.435	829	69	2	373	1200	11786471	11785644	0	1136	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	90.832	829	73	3	372	1198	6124078	6124905	0	1107	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	90.689	827	76	1	372	1197	4614237	4615063	0	1099	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	90.568	827	75	3	372	1197	6195871	6195047	0	1092	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	90.264	832	77	4	372	1200	6123608	6124438	0	1085	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	90.012	831	79	4	373	1200	6123140	6123969	0	1072	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	88.661	829	86	8	373	1197	4774450	4775274	0	1003	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	88.527	828	91	4	373	1198	6983979	6983154	0	1000	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	84.809	836	112	10	373	1201	4371223	4370396	0	826	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	85.046	769	104	10	434	1197	12151789	12152551	0	773	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	84.184	803	113	13	401	1197	12122549	12123343	0	767	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	83.915	802	108	12	399	1195	6417148	6416363	0	747	73_3a_fixed_genome_15_1_24
AL5G20820	scaffold_5_RagTag	90.267	524	49	2	373	895	4568450	4568972	0	684	73_3a_fixed_genome_15_1_24
