qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL1G41300	scaffold_1_RagTag	96.641	655	11	2	1	655	11900496	11901139	0	1077	73_3a_fixed_genome_15_1_24
AL1G41300	scaffold_1_RagTag	89.552	201	11	4	656	853	11901175	11901368	9.07e-64	246	73_3a_fixed_genome_15_1_24
AL3G31830	scaffold_3_RagTag	89.581	1075	51	28	1	1037	8261749	8262800	0	1308	73_3a_fixed_genome_15_1_24
AL6G25390	scaffold_6_RagTag	98.221	281	2	1	1	281	6014113	6014390	4.25e-137	488	73_3a_fixed_genome_15_1_24
AL1G41300	scaffold_1_RagTag	98.256	860	8	3	1	853	11936539	11937398	0	1498	AL08_v2_f
AL3G31830	scaffold_3_RagTag	89.479	1074	51	29	1	1037	7902839	7903887	0	1301	AL08_v2_f
AL6G25390	scaffold_6_RagTag	99.647	283	1	0	1	283	5829253	5829535	4.99e-146	518	AL08_v2_f
AL1G41300	scaffold_1_RagTag	94.737	38	1	1	813	850	13596752	13596788	4.66e-07	58.4	al1_v2_s
AL3G31830	scaffold_3_RagTag	96.112	1466	5	15	1	1418	8672122	8673583	0	2344	al1_v2_s
AL3G31830	scaffold_3_RagTag	100	208	0	0	1414	1621	8677804	8678011	3.63e-105	385	al1_v2_s
AL3G31830	scaffold_8_RagTag	92.257	607	5	2	1057	1621	12536604	12535998	0	822	al1_v2_s
AL6G25390	scaffold_6_RagTag	93.993	283	1	1	1	283	6476529	6476795	7.47e-115	414	al1_v2_s
AL1G41300	scaffold_1_RagTag	98.473	655	9	1	1	655	11912171	11912824	0	1153	AL27_v1
AL1G41300	scaffold_1_RagTag	90.404	198	11	4	656	853	11912860	11913049	5e-66	254	AL27_v1
AL3G31830	scaffold_3_RagTag	90.262	1068	51	26	1	1037	8029649	8030694	0	1347	AL27_v1
AL3G31830	scaffold_3_RagTag	91.763	607	8	2	1057	1621	11540422	11541028	0	806	AL27_v1
AL3G31830	scaffold_7_RagTag	96.078	51	2	0	1571	1621	8430643	8430693	1.34e-14	84.2	AL27_v1
AL6G25390	scaffold_6_RagTag	99.647	283	1	0	1	283	5744403	5744685	5.01e-146	518	AL27_v1
AL1G41300	scaffold_1	98.473	655	9	1	1	655	7465432	7464779	0	1153	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G41300	scaffold_1	90.404	198	12	3	656	853	7464743	7464553	5.38e-66	254	ALR.ragtag.scaffold_chr_15_1_24.masked
AL3G31830	scaffold_6	90.704	1065	47	22	1	1037	4017166	4016126	0	1371	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G25390	scaffold_6	98.587	283	4	0	1	283	7487764	7488046	5.42e-141	501	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G41300	scaffold_1_RagTag	90.196	204	10	5	656	853	13235027	13235226	4.26e-67	257	BAM12_v2
AL3G31830	scaffold_3_RagTag	96.577	1665	4	5	1	1621	9002741	9004396	0	2710	BAM12_v2
AL6G25390	scaffold_6_RagTag	93.993	283	1	1	1	283	6180093	6180359	7.44e-115	414	BAM12_v2
AL1G41300	scaffold_6_RagTag:0-24760478	79.835	486	76	11	1	465	19861068	19860584	1.76e-90	335	BOR_v1
AL1G41300	scaffold_1_RagTag:0-28294041	83.582	201	11	11	656	850	12065687	12065871	1.88e-40	169	BOR_v1
AL3G31830	scaffold_3_RagTag:0-24937921	98.431	1211	9	5	1	1205	8066234	8067440	0	2122	BOR_v1
AL3G31830	scaffold_3_RagTag:0-24937921	95.588	408	0	1	1232	1621	8067883	8068290	0	638	BOR_v1
AL3G31830	scaffold_3_RagTag:0-24937921	100	39	0	0	1201	1239	8067460	8067498	2.93e-11	73.1	BOR_v1
AL3G31830	scaffold_7_RagTag:0-26551907	96.078	51	2	0	1571	1621	8624911	8624961	1.35e-14	84.2	BOR_v1
AL6G25390	scaffold_6_RagTag:0-24760478	98.601	286	1	1	1	283	5940534	5940819	1.42e-141	503	BOR_v1
AL1G41300	scaffold_1_RagTag	90.955	199	10	4	656	853	13420987	13421178	3.16e-68	261	F1-14.ragtag.scaffold_chr
AL3G31830	scaffold_3_RagTag	89.758	1074	49	31	1	1037	8788786	8789835	0	1317	F1-14.ragtag.scaffold_chr
AL6G25390	scaffold_6_RagTag	99.293	283	2	0	1	283	4248536	4248818	2.47e-144	512	F1-14.ragtag.scaffold_chr
AL1G41300	scaffold_1_RagTag	99.883	853	1	0	1	853	12456228	12457080	0	1570	KN003hexa_v0
AL3G31830	scaffold_3_RagTag	96.707	1670	2	6	1	1621	8317531	8319196	0	2730	KN003hexa_v0
AL6G25390	scaffold_6_RagTag	99.647	283	1	0	1	283	5763755	5764037	5.24e-146	518	KN003hexa_v0
AL1G41300	scaffold_1_RagTag	99.414	853	5	0	1	853	12238093	12238945	0	1548	KN005_v1
AL3G31830	scaffold_3_RagTag	96.395	1498	1	6	1	1449	8200186	8201679	0	2418	KN005_v1
AL3G31830	scaffold_3_RagTag	100	50	0	0	1572	1621	8201679	8201728	2.29e-17	93.5	KN005_v1
AL6G25390	scaffold_6_RagTag	99.647	283	1	0	1	283	5730689	5730971	5.16e-146	518	KN005_v1
AL1G41300	scaffold_1_RagTag	98.596	855	10	2	1	853	12700368	12701222	0	1511	KN006_v1
AL3G31830	scaffold_3_RagTag	96.939	1666	2	5	1	1621	8761087	8762748	0	2748	KN006_v1
AL6G25390	scaffold_6_RagTag	99.647	283	1	0	1	283	5991516	5991798	5.44e-146	518	KN006_v1
AL1G41300	scaffold_1_RagTag	100	853	0	0	1	853	12376944	12377796	0	1576	MN47_mabs_v3
