qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL4G34310	scaffold_4_RagTag	97.948	1462	18	5	113	1565	18143244	18141786	0	2523	73_3a_fixed_genome_15_1_24
AL4G34310	scaffold_4_RagTag	81.1	291	47	4	1255	1538	21468538	21468249	2.2e-57	226	73_3a_fixed_genome_15_1_24
AL4G34310	scaffold_4_RagTag	84.252	127	20	0	1397	1523	16037734	16037608	8.25e-27	124	73_3a_fixed_genome_15_1_24
AL4G34310	scaffold_4_RagTag	97.619	42	1	0	3	44	18143410	18143369	3.03e-11	73.1	73_3a_fixed_genome_15_1_24
AL4G34310	scaffold_5_RagTag	83.974	156	22	3	1378	1531	11516502	11516348	1.76e-33	147	73_3a_fixed_genome_15_1_24
AL4G34310	scaffold_3_RagTag	83.704	135	22	0	1397	1531	10381075	10381209	6.38e-28	128	73_3a_fixed_genome_15_1_24
AL4G36610	scaffold_4_RagTag	94.07	371	9	3	1003	1373	19191968	19192325	2.81e-155	551	73_3a_fixed_genome_15_1_24
AL4G36610	scaffold_4_RagTag	97.735	309	6	1	1	309	19191650	19191957	3.67e-149	531	73_3a_fixed_genome_15_1_24
AL4G36610	scaffold_5_RagTag	76.744	817	126	40	568	1374	11517086	11516324	3.88e-109	398	73_3a_fixed_genome_15_1_24
AL4G41930	scaffold_4_RagTag	99.293	1415	10	0	1	1415	21389527	21390941	0	2558	73_3a_fixed_genome_15_1_24
AL4G41930	scaffold_4_RagTag	85.467	1445	147	35	26	1415	21375784	21377220	0	1447	73_3a_fixed_genome_15_1_24
AL4G41930	scaffold_4_RagTag	80.277	578	77	22	230	775	21469365	21468793	3.08e-110	401	73_3a_fixed_genome_15_1_24
AL4G41930	scaffold_4_RagTag	81.888	392	68	3	1015	1404	21468612	21468222	5.29e-88	327	73_3a_fixed_genome_15_1_24
