qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL1G38150	scaffold_1_RagTag	97.822	1423	9	3	325	1725	10547566	10548988	0	2436	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_1_RagTag	97.273	330	1	4	1	326	10547000	10547325	9.81e-156	553	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_1_RagTag	84.242	165	24	2	1305	1468	20295509	20295346	2.5e-37	159	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_1_RagTag	83.544	158	26	0	1311	1468	20319623	20319466	5.41e-34	148	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_1_RagTag	81.529	157	29	0	1310	1466	20308119	20307963	1.96e-28	130	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_1_RagTag	83.117	77	13	0	426	502	20320478	20320402	1.2e-10	71.3	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_1_RagTag	97.143	35	1	0	539	573	20311144	20311110	2.61e-07	60.2	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	74.437	1154	209	58	356	1469	4065135	4066242	3.73e-115	418	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	79.722	360	58	11	1110	1469	4067524	4067868	1.86e-63	246	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	73.77	732	143	33	367	1060	7107008	7106288	2.41e-62	243	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	82.158	241	39	2	1256	1492	4932799	4932559	1.14e-50	204	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	71.907	776	143	44	355	1073	3595616	3596373	3.23e-36	156	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	74.757	309	56	18	367	661	4939306	4939006	4.24e-25	119	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	78.205	156	20	6	425	573	10414255	10414107	1.2e-15	87.9	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_3_RagTag	94.872	39	2	0	539	577	31360381	31360419	7.25e-08	62.1	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_8_RagTag	73.459	1168	233	49	347	1468	15197269	15196133	3.81e-100	368	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_8_RagTag	72.566	452	98	19	358	790	14204599	14204155	9.11e-27	124	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_7_RagTag	72.417	1171	247	47	362	1491	22628708	22627573	1.09e-80	303	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_7_RagTag	86.829	205	26	1	1304	1508	22626229	22626026	6.75e-58	228	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_7_RagTag	82.723	191	31	2	1302	1491	6942897	6942708	4.15e-40	169	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_7_RagTag	84.242	165	24	2	1305	1468	589612	589775	2.5e-37	159	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_7_RagTag	82.486	177	28	3	1304	1478	593193	593368	4.18e-35	152	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_7_RagTag	74.603	315	63	9	361	662	22635868	22635558	3.28e-26	122	73_3a_fixed_genome_15_1_24
AL1G38150	scaffold_6_RagTag	80.814	172	33	0	1304	1475	20689327	20689498	4.21e-30	135	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_1_RagTag	98.456	1554	14	3	1	1545	20295238	20296790	0	2728	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_1_RagTag	88.969	1115	116	4	85	1192	20310226	20311340	0	1371	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_1_RagTag	88.489	1138	97	16	67	1191	20307918	20309034	0	1345	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_1_RagTag	81.027	1149	159	27	85	1192	20319441	20320571	0	859	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_1_RagTag	82.927	164	28	0	110	273	10548711	10548548	4.83e-34	148	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_1_RagTag	100	35	0	0	1	35	20307870	20307904	5.01e-09	65.8	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_3_RagTag	74.734	1033	191	43	102	1111	10413279	10414264	4.35e-109	398	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_3_RagTag	75.294	255	46	14	421	665	4065909	4065662	2.95e-21	106	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_5_RagTag	93.798	129	8	0	1417	1545	12338631	12338759	6.12e-48	195	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_7_RagTag	81.124	249	36	4	101	339	589784	589537	2.85e-46	189	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_7_RagTag	78.571	224	40	6	106	322	593361	593139	8.09e-32	141	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_7_RagTag	92.391	92	5	2	1456	1545	12176945	12176854	1.75e-28	130	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_6_RagTag	74.096	498	88	24	106	575	20689495	20689011	1.33e-39	167	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_8_RagTag	82.119	151	25	2	93	242	15196116	15196265	6.3e-28	128	73_3a_fixed_genome_15_1_24
AL1G52750	scaffold_2_RagTag	85.393	89	11	2	1027	1114	3275390	3275303	8.26e-17	91.6	73_3a_fixed_genome_15_1_24
AL1G52760	scaffold_1_RagTag	98.088	1412	16	3	1	1411	20310073	20311474	0	2447	73_3a_fixed_genome_15_1_24
AL1G52760	scaffold_1_RagTag	89.027	1130	111	6	150	1277	20295312	20296430	0	1387	73_3a_fixed_genome_15_1_24
AL1G52760	scaffold_1_RagTag	86.871	1112	120	12	160	1267	20307936	20309025	0	1221	73_3a_fixed_genome_15_1_24
AL1G52760	scaffold_1_RagTag	81.753	1255	169	25	126	1343	20319406	20320637	0	994	73_3a_fixed_genome_15_1_24
AL1G52760	scaffold_3_RagTag	72.973	999	195	45	170	1150	10413272	10414213	1.5e-73	279	73_3a_fixed_genome_15_1_24
AL1G52760	scaffold_8_RagTag	73.256	344	71	15	990	1319	12372102	12372438	2.69e-21	106	73_3a_fixed_genome_15_1_24
AL1G52760	scaffold_7_RagTag	78.161	174	29	8	1039	1205	16078896	16079067	3.48e-20	102	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_1_RagTag	88.467	1292	114	19	1	1267	20319282	20320563	0	1528	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_1_RagTag	81.699	1142	144	35	155	1269	20295321	20296424	0	891	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_1_RagTag	80.853	1149	170	27	120	1245	20310192	20311313	0	857	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_1_RagTag	79.489	1136	170	28	155	1269	20307936	20309029	0	749	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_1_RagTag	84.756	164	25	0	180	343	10548711	10548548	3.93e-39	165	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_7_RagTag	74.841	1256	227	56	63	1253	595684	594453	7.39e-136	486	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_7_RagTag	83.756	197	26	4	207	400	22634734	22634927	3.9e-44	182	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_3_RagTag	73.445	836	160	41	429	1233	10413503	10414307	6.3e-67	257	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_6_RagTag	76.143	503	92	21	176	667	20689495	20689010	2.28e-61	239	73_3a_fixed_genome_15_1_24
AL1G52780	scaffold_8_RagTag	76.151	239	41	11	1035	1262	12372150	12372383	5.19e-23	111	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	94.794	1114	19	5	1	1103	3595629	3596714	0	1700	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	80.128	936	140	28	182	1103	4065325	4066228	0	656	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	75.651	768	144	27	182	929	7106826	7106082	1.67e-92	342	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	81.991	422	52	11	685	1103	4067454	4067854	7.78e-91	337	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	96.33	109	2	1	1104	1210	3596640	3596748	4.99e-43	178	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	93.023	86	6	0	1107	1192	7105930	7105845	1.83e-27	126	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	75.543	184	36	9	175	353	10414151	10413972	4.03e-14	82.4	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	82.222	90	14	2	8	96	4005435	4005523	1.87e-12	76.8	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_3_RagTag	93.878	49	3	0	46	94	4939260	4939212	6.74e-12	75	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_8_RagTag	76.388	1135	204	45	1	1103	15197248	15196146	7.1e-156	553	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_7_RagTag	75.052	962	158	47	184	1101	22628534	22627611	2.13e-101	372	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_7_RagTag	80.762	499	63	20	626	1103	6943230	6942744	1.66e-97	359	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_7_RagTag	77.224	562	79	24	539	1083	22635269	22634740	1.03e-74	283	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_7_RagTag	75.309	486	96	18	621	1103	22626542	22626078	4.92e-53	211	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_7_RagTag	83.969	131	17	3	182	310	22635680	22635552	2.37e-26	122	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_7_RagTag	80.62	129	25	0	182	310	22626957	22626829	1.11e-19	100	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_5_RagTag	77.257	576	92	24	182	746	18545892	18546439	2.84e-80	302	73_3a_fixed_genome_15_1_24
AL3G19810	scaffold_1_RagTag	72.516	946	205	33	184	1103	10547782	10548698	2.24e-66	255	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_3_RagTag	98.35	1394	22	1	1	1394	4064993	4066385	0	2446	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_3_RagTag	87.332	521	51	1	838	1358	4067470	4067975	1.01e-164	582	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_3_RagTag	78.519	959	139	40	334	1261	3595816	3596738	2.82e-160	568	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_3_RagTag	79.445	793	121	20	97	867	4066682	4067454	6.2e-147	523	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_3_RagTag	76.351	981	169	38	122	1063	7107038	7106082	2.94e-130	468	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_3_RagTag	80.266	451	75	9	814	1254	4933026	4932580	5.21e-88	327	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_8_RagTag	77.678	1223	196	51	154	1327	15197250	15196056	0	675	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_8_RagTag	75.613	734	129	37	554	1262	436159	435451	3.14e-85	318	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_1_RagTag	74.435	1150	216	51	144	1251	10547599	10548712	6.46e-117	424	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_7_RagTag	77.95	644	115	16	586	1217	22635368	22634740	5.1e-103	377	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_7_RagTag	76.938	516	93	17	763	1259	6943230	6942722	8.91e-71	270	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_7_RagTag	88.398	181	21	0	1079	1259	22626236	22626056	3.27e-55	219	73_3a_fixed_genome_15_1_24
AL3G21160	scaffold_7_RagTag	73.777	511	116	10	759	1254	592854	593361	3.32e-45	185	73_3a_fixed_genome_15_1_24
