qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL3G16620	scaffold_3_RagTag	92.623	1220	40	19	72	1255	2403998	2405203	0	1709	73_3a_fixed_genome_15_1_24
AL3G16620	scaffold_3_RagTag	98.077	52	1	0	1	52	2403948	2403999	6.69e-17	91.6	73_3a_fixed_genome_15_1_24
AL3G16620	scaffold_8_RagTag	77.864	899	160	25	383	1255	11898380	11899265	2e-146	521	73_3a_fixed_genome_15_1_24
AL3G16620	scaffold_3_RagTag	92.541	1220	41	19	72	1255	2249186	2250391	0	1703	AL08_v2_f
AL3G16620	scaffold_3_RagTag	96.154	52	2	0	1	52	2249136	2249187	2.86e-15	86.1	AL08_v2_f
AL3G16620	scaffold_3_RagTag	96.319	1277	22	9	3	1255	2393273	2394548	0	2074	al1_v2_s
AL3G16620	scaffold_3_RagTag	95.973	1167	20	10	112	1255	2317629	2318791	0	1869	AL27_v1
AL3G16620	scaffold_3	91.389	1289	48	27	3	1255	2269440	2270701	0	1707	ALR.ragtag.scaffold_chr_15_1_24.masked
AL3G16620	scaffold_3_RagTag	96.061	1041	17	8	239	1255	2530023	2531063	0	1674	BAM12_v2
AL3G16620	scaffold_3_RagTag	99.606	254	1	0	3	256	2529752	2530005	3.48e-129	464	BAM12_v2
AL3G16620	scaffold_3_RagTag:0-24937921	95.89	1168	24	7	112	1255	2366755	2367922	0	1869	BOR_v1
AL3G16620	scaffold_3_RagTag	95.347	1225	29	10	57	1255	2432092	2433314	0	1921	F1-14.ragtag.scaffold_chr
AL3G16620	scaffold_3_RagTag	95.986	1171	20	8	112	1255	2739360	2740530	0	1877	F1-14.ragtag.scaffold_chr
AL3G16620	scaffold_3_RagTag	97.656	128	1	2	57	184	2431786	2431911	2.87e-55	219	F1-14.ragtag.scaffold_chr
AL3G16620	scaffold_3_RagTag	97.252	1128	10	5	150	1256	2466805	2467932	0	1892	KN003hexa_v0
AL3G16620	scaffold_3_RagTag	100	102	0	0	1	102	2466705	2466806	2.22e-46	189	KN003hexa_v0
AL3G16620	scaffold_3_RagTag	97.252	1128	10	5	150	1256	2379942	2381069	0	1892	KN005_v1
AL3G16620	scaffold_3_RagTag	100	102	0	0	1	102	2379842	2379943	2.19e-46	189	KN005_v1
AL3G16620	scaffold_3_RagTag	97.252	1128	10	5	150	1256	2482270	2483397	0	1892	KN006_v1
AL3G16620	scaffold_3_RagTag	100	102	0	0	1	102	2482170	2482271	2.32e-46	189	KN006_v1
AL3G16620	scaffold_3_RagTag	96.868	1277	18	8	1	1255	2429193	2430469	0	2117	MN47_mabs_v3
AL3G16620	scaffold_3_RagTag	96.868	1277	18	8	1	1255	2429193	2430469	0	2117	MN47_v4
AL3G16620	scaffold_3_RagTag	92.459	1220	39	20	72	1255	2225493	2226695	0	1694	Nla.ragtag.scaffold_chr
AL3G16620	scaffold_3_RagTag	98.077	52	1	0	1	52	2225443	2225494	6.48e-17	91.6	Nla.ragtag.scaffold_chr
AL3G16620	scaffold_3	97.027	1278	15	9	1	1255	2291644	2292921	0	2128	NT1_v2
AL3G16620	scaffold_3_RagTag	96.711	1277	18	8	3	1255	2487944	2489220	0	2104	NT12_v2
AL3G16620	scaffold_3_RagTag	96.565	1281	18	10	1	1256	2620668	2621947	0	2098	NT8_v2_fix
AL3G16620	scaffold_3_RagTag	96.487	1281	19	9	1	1255	2482278	2483558	0	2093	NT9_v2
AL3G16620	scaffold_3	97.238	688	3	4	3	674	2545279	2545966	0	1151	PU6_v3_fin
AL3G16620	scaffold_3	95.349	602	13	6	669	1255	2549397	2549998	0	942	PU6_v3_fin
AL3G16620	scaffold_3_RagTag	96.219	1243	17	10	43	1255	2465633	2466875	0	2008	TE11_v2
AL3G16620	scaffold_3_RagTag	100	57	0	0	1	57	2463942	2463998	2.43e-21	106	TE11_v2
AL3G16620	scaffold_3_RagTag:1-25320414	96.219	1243	17	10	43	1255	2530639	2531881	0	2008	TE4_v1
AL3G16620	scaffold_3_RagTag:1-25320414	100	57	0	0	1	57	2528948	2529004	2.47e-21	106	TE4_v1
AL3G16620	scaffold_7_RagTag:1-29301300	74.63	879	184	24	243	1098	17527444	17526582	2.87e-95	351	TE4_v1
AL3G16620	scaffold_3_RagTag:1-26654334	96.219	1243	17	10	43	1255	2527385	2528627	0	2008	TE8_v1
AL3G16620	scaffold_3_RagTag:1-26654334	100	57	0	0	1	57	2525694	2525750	2.45e-21	106	TE8_v1
AL3G16620	scaffold_3_RagTag	96.644	1162	17	9	112	1255	2476330	2477487	0	1910	WS1_v2_s
