qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL1G32750	scaffold_1_RagTag	98.279	1220	10	5	126	1334	8451524	8452743	0	2126	73_3a_fixed_genome_15_1_24
AL1G32750	scaffold_1_RagTag	98.611	144	0	2	1	144	8451368	8451509	8.59e-66	254	73_3a_fixed_genome_15_1_24
AL1G32750	scaffold_1_RagTag	86.713	143	9	5	335	467	8460559	8460701	1.16e-34	150	73_3a_fixed_genome_15_1_24
AL3G14930	scaffold_3_RagTag	97.558	942	17	4	94	1035	1685014	1685949	0	1607	73_3a_fixed_genome_15_1_24
AL3G14930	scaffold_3_RagTag	95.604	91	4	0	1	91	1684765	1684855	1.16e-33	147	73_3a_fixed_genome_15_1_24
AL3G53220	scaffold_3_RagTag	97.268	1208	32	1	54	1261	35752281	35753487	0	2047	73_3a_fixed_genome_15_1_24
AL3G53220	scaffold_3_RagTag	97.03	1212	29	4	51	1261	35737506	35738711	0	2032	73_3a_fixed_genome_15_1_24
AL3G53220	scaffold_3_RagTag	100	54	0	0	13	66	35737432	35737485	1.12e-19	100	73_3a_fixed_genome_15_1_24
AL3G53220	scaffold_3_RagTag	96.429	56	0	1	13	66	35752205	35752260	6.72e-17	91.6	73_3a_fixed_genome_15_1_24
AL4G29500	scaffold_4_RagTag	97.919	1490	10	2	6	1482	16327180	16328661	0	2560	73_3a_fixed_genome_15_1_24
AL7G10840	scaffold_7_RagTag	99.201	1377	9	2	1	1375	291096	292472	0	2481	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	97.017	838	14	1	650	1476	10162426	10161589	0	1399	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	93.808	323	16	4	652	972	15664642	15664322	1.61e-134	483	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	87.625	299	34	3	652	950	4545511	4545806	7.94e-93	344	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	94.271	192	10	1	1285	1476	10157129	10156939	2.92e-77	292	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	94.241	191	10	1	1285	1475	14024905	14025094	1.05e-76	291	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	93.75	192	11	1	1285	1476	1319613	1319423	1.36e-75	287	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	93.75	192	11	1	1285	1476	14020266	14020456	1.36e-75	287	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	93.194	191	12	1	1285	1475	5425442	5425631	2.27e-73	279	73_3a_fixed_genome_15_1_24
AL8G13050	scaffold_7_RagTag	81.188	303	46	10	652	950	9548500	9548795	1.79e-59	233	73_3a_fixed_genome_15_1_24
