qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL2G27190	scaffold_4_RagTag	99.247	797	6	0	3	799	14723465	14722669	0	1439	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_4_RagTag	85.9	461	63	2	3	462	13448974	13448515	3.55e-137	490	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_4_RagTag	84.45	373	49	9	3	371	14304466	14304099	1.04e-97	359	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_7_RagTag	99.122	797	7	0	3	799	21445180	21445976	0	1434	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_5_RagTag	85.01	507	74	2	15	520	11247889	11247384	2.11e-144	514	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_8_RagTag	84.615	507	76	2	15	520	11582924	11582419	4.56e-141	503	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_8_RagTag	94.309	123	6	1	3	125	1000890	1001011	5.21e-46	187	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_3_RagTag	84.261	521	76	6	3	520	19171573	19172090	4.56e-141	503	73_3a_fixed_genome_15_1_24
AL2G27190	scaffold_2_RagTag	78.125	224	37	12	284	502	6665770	6665986	2.48e-29	132	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_5_RagTag	84.737	1638	228	17	212	1842	11246298	11247920	0	1620	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_5_RagTag	98.077	52	1	0	1845	1896	723998	723947	1.02e-16	91.6	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_5_RagTag	94.915	59	2	1	1835	1893	15682738	15682795	1.02e-16	91.6	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_5_RagTag	98.077	52	1	0	1845	1896	21714960	21714909	1.02e-16	91.6	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_5_RagTag	95	40	2	0	1845	1884	2996707	2996668	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_8_RagTag	84.379	1626	234	15	219	1838	11581340	11582951	0	1578	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_8_RagTag	91.875	160	9	4	1705	1861	1001011	1000853	1.24e-55	220	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_8_RagTag	98.039	51	1	0	1846	1896	5351220	5351170	3.66e-16	89.8	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_8_RagTag	96.226	53	1	1	1845	1896	18493116	18493168	4.73e-15	86.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_8_RagTag	92.683	41	2	1	1845	1884	11709231	11709271	1.03e-06	58.4	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_4_RagTag	98.138	537	9	1	1307	1842	14722944	14723480	0	935	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_4_RagTag	87.104	473	59	2	1368	1839	13448515	13448986	3.91e-150	534	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_4_RagTag	90.196	51	4	1	1844	1893	11794912	11794962	6.17e-09	65.8	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_4_RagTag	88.462	52	5	1	1845	1895	18643452	18643401	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_4_RagTag	93.023	43	2	1	1845	1886	21723644	21723602	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_4_RagTag	90.909	44	3	1	1844	1886	6625954	6625911	1.03e-06	58.4	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_4_RagTag	88	50	5	1	1845	1893	11097652	11097603	1.03e-06	58.4	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_7_RagTag	97.778	540	10	1	1310	1847	21445697	21445158	0	929	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_7_RagTag	96.154	52	2	0	1845	1896	10729303	10729252	4.73e-15	86.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_7_RagTag	90	50	4	1	1845	1893	12560080	12560129	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_7_RagTag	93.182	44	2	1	1843	1885	14802446	14802403	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_7_RagTag	93.023	43	2	1	1845	1886	16086235	16086193	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	83.514	740	104	11	1107	1842	19172283	19171558	0	675	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	95.181	83	4	0	88	170	33221439	33221521	6e-29	132	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	95.238	42	2	0	1843	1884	26821131	26821172	1.71e-09	67.6	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	93.333	45	2	1	1843	1886	14828981	14829025	6.17e-09	65.8	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	90	50	4	1	1845	1893	35540732	35540781	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	91.489	47	3	1	1840	1885	35737096	35737050	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	93.023	43	2	1	1845	1886	8490356	8490314	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	93.023	43	2	1	1845	1886	14675368	14675326	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_3_RagTag	93.023	43	2	1	1845	1886	16799529	16799487	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_2_RagTag	78.667	225	38	10	1328	1547	6665986	6665767	9.96e-32	141	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_2_RagTag	94.545	55	3	0	1842	1896	11034800	11034854	4.73e-15	86.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_2_RagTag	96.154	52	2	0	1845	1896	15221517	15221466	4.73e-15	86.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_2_RagTag	90	50	4	1	1845	1893	2380380	2380429	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_2_RagTag	90	50	4	1	1845	1893	7492691	7492740	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_2_RagTag	92.857	42	2	1	1844	1884	7846767	7846808	2.87e-07	60.2	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_6_RagTag	98.077	52	1	0	1845	1896	21645716	21645767	1.02e-16	91.6	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_6_RagTag	90	50	4	1	1845	1893	13120175	13120224	2.22e-08	63.9	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_1_RagTag	98.077	52	1	0	1845	1896	11718713	11718662	1.02e-16	91.6	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_1_RagTag	93.333	45	2	1	1843	1886	16758350	16758306	6.17e-09	65.8	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_1_RagTag	93.023	43	2	1	1845	1886	21433755	21433713	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL3G49140	scaffold_1_RagTag	93.023	43	2	1	1845	1886	24048080	24048122	7.98e-08	62.1	73_3a_fixed_genome_15_1_24
AL4G14560	scaffold_7_RagTag	99.034	932	9	0	1	932	21445178	21446109	0	1672	73_3a_fixed_genome_15_1_24
