qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL2G11030	scaffold_2_RagTag	98.55	1793	20	2	1	1787	488907	490699	0	3162	73_3a_fixed_genome_15_1_24
AL2G11030	scaffold_2_RagTag	75.978	741	136	26	918	1619	523122	523859	6.66e-93	344	73_3a_fixed_genome_15_1_24
AL2G11030	scaffold_2_RagTag	75.502	747	134	30	919	1621	512788	513529	1.12e-85	320	73_3a_fixed_genome_15_1_24
AL2G11030	scaffold_3_RagTag	78.326	729	118	30	929	1627	16722931	16722213	3.84e-120	435	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	96.417	921	32	1	478	1398	491920	492839	0	1517	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	96.603	471	11	3	1	470	491335	491801	0	776	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	77.596	732	132	21	518	1236	1859145	1858433	3.91e-114	414	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	83.71	442	63	3	4	436	1859698	1859257	1.82e-112	409	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	85.347	389	57	0	48	436	500089	500477	8.46e-111	403	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	76.79	754	150	19	527	1272	500712	501448	1.09e-109	399	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	77.174	736	134	27	518	1233	523137	523858	3.94e-109	398	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	76.471	748	134	30	527	1256	516730	517453	3.09e-100	368	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	76.23	732	132	30	522	1232	507237	507947	1.12e-94	350	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	75.499	751	152	26	522	1256	497856	498590	2.42e-91	339	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	79.032	496	102	2	518	1012	524481	524975	2.42e-91	339	73_3a_fixed_genome_15_1_24
AL2G11040	scaffold_2_RagTag	75.432	753	149	27	522	1256	519030	519764	1.13e-89	333	73_3a_fixed_genome_15_1_24
