qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL4G42570	scaffold_4_RagTag	93.283	789	47	2	1	786	21597062	21597847	0	1158	73_3a_fixed_genome_15_1_24
AL4G42570	scaffold_4_RagTag	75.269	186	36	6	177	354	21618609	21618792	8.95e-14	80.5	73_3a_fixed_genome_15_1_24
AL4G42570	scaffold_4_RagTag	84.848	66	9	1	231	296	21616378	21616442	2.51e-09	65.8	73_3a_fixed_genome_15_1_24
AL4G42610	scaffold_4_RagTag	99.331	598	4	0	35	632	21619944	21620541	0	1083	73_3a_fixed_genome_15_1_24
AL4G42610	scaffold_4_RagTag	78.057	597	92	28	42	626	21614392	21614961	2.96e-92	340	73_3a_fixed_genome_15_1_24
AL4G42610	scaffold_4_RagTag	82.292	96	12	3	35	126	21618609	21618703	2.57e-13	78.7	73_3a_fixed_genome_15_1_24
AL4G42610	scaffold_4_RagTag	95	40	2	0	87	126	21616376	21616415	7.18e-09	63.9	73_3a_fixed_genome_15_1_24
AL4G42610	scaffold_1_RagTag	100	32	0	0	3	34	4591256	4591287	9.29e-08	60.2	73_3a_fixed_genome_15_1_24
AL4G42610	scaffold_8_RagTag	100	30	0	0	3	32	12861806	12861777	1.2e-06	56.5	73_3a_fixed_genome_15_1_24
AL4G42570	scaffold_4_RagTag	93.156	789	46	3	1	786	20581555	20582338	0	1151	AL08_v2_f
AL4G42570	scaffold_4_RagTag	77.586	116	22	2	184	296	20590969	20591083	6.39e-10	67.6	AL08_v2_f
AL4G42610	scaffold_4_RagTag	99.666	598	2	0	35	632	20594602	20595199	0	1094	AL08_v2_f
AL4G42610	scaffold_4_RagTag	78.224	597	91	28	42	626	20586892	20587461	5.85e-94	346	AL08_v2_f
AL4G42610	scaffold_4_RagTag	77.244	624	101	27	40	632	11164596	11163983	2.12e-88	327	AL08_v2_f
AL4G42610	scaffold_4_RagTag	95	40	2	0	87	126	20591017	20591056	6.6e-09	63.9	AL08_v2_f
AL4G42610	scaffold_8_RagTag	100	30	0	0	3	32	11433731	11433702	1.1e-06	56.5	AL08_v2_f
AL4G42570	scaffold_4_RagTag	78.049	123	23	2	177	296	22847463	22847584	4.25e-12	75	al1_v2_s
AL4G42570	scaffold_4_RagTag	76.429	140	25	6	231	363	22845234	22845372	1.98e-10	69.4	al1_v2_s
AL4G42610	scaffold_4_RagTag	99.331	598	4	0	35	632	22850058	22850655	0	1083	al1_v2_s
AL4G42610	scaffold_4_RagTag	77.722	597	90	28	42	626	22842605	22843170	8.47e-88	326	al1_v2_s
AL4G42610	scaffold_4_RagTag	76.8	625	104	27	40	632	11863380	11862765	6.6e-84	313	al1_v2_s
AL4G42610	scaffold_4_RagTag	82.292	96	12	3	35	126	22847463	22847557	2.62e-13	78.7	al1_v2_s
AL4G42610	scaffold_4_RagTag	82.609	92	8	6	42	126	22845181	22845271	3.39e-12	75	al1_v2_s
AL4G42570	scaffold_4_RagTag	91.071	392	24	8	1	391	20385336	20385717	4.1e-146	520	AL27_v1
AL4G42570	scaffold_4_RagTag	89.873	395	38	1	394	786	20385690	20386084	3.19e-142	507	AL27_v1
AL4G42570	scaffold_4_RagTag	88.679	53	6	0	231	283	20387731	20387783	2.31e-09	65.8	AL27_v1
AL4G42570	scaffold_4_RagTag	88.462	52	6	0	231	282	20391595	20391646	8.3e-09	63.9	AL27_v1
AL4G42610	scaffold_4_RagTag	97.492	598	10	1	35	632	20394193	20394785	0	1016	AL27_v1
AL4G42610	scaffold_4_RagTag	79	100	15	5	33	126	20387669	20387768	6.63e-09	63.9	AL27_v1
AL4G42610	scaffold_4_RagTag	95	40	2	0	87	126	20391593	20391632	6.63e-09	63.9	AL27_v1
AL4G42610	scaffold_8_RagTag	100	30	0	0	3	32	10826785	10826756	1.11e-06	56.5	AL27_v1
AL4G42570	scaffold_4	92.875	393	28	0	394	786	23925413	23925805	1.2e-161	571	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42570	scaffold_4	91.071	392	24	8	1	391	23925059	23925440	4.42e-146	520	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42570	scaffold_4	75.269	186	36	6	177	354	23935149	23935332	8.88e-14	80.5	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42570	scaffold_4	88.679	53	6	0	231	283	23928152	23928204	2.49e-09	65.8	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42570	scaffold_4	88.462	52	6	0	231	282	23931763	23931814	8.94e-09	63.9	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42610	scaffold_4	99.833	598	1	0	35	632	23936484	23937081	0	1099	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42610	scaffold_4	82.292	96	12	3	35	126	23935149	23935243	2.55e-13	78.7	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42610	scaffold_4	79	100	15	5	33	126	23928090	23928189	7.13e-09	63.9	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42610	scaffold_4	95	40	2	0	87	126	23931761	23931800	7.13e-09	63.9	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42610	scaffold_2	77.083	624	102	27	40	632	9517282	9517895	1.07e-86	322	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G42610	scaffold_6	100	32	0	0	3	34	9217514	9217545	9.22e-08	60.2	ALR.ragtag.scaffold_chr_15_1_24.masked
