qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL1G59830	scaffold_1_RagTag	89.349	2704	145	60	1	2633	24089763	24092394	0	3265	73_3a_fixed_genome_15_1_24
AL1G59840	scaffold_1_RagTag	96.786	1369	15	8	1	1347	24115800	24117161	0	2257	73_3a_fixed_genome_15_1_24
AL1G59840	scaffold_1_RagTag	89.796	49	5	0	829	877	24116587	24116635	1.57e-08	63.9	73_3a_fixed_genome_15_1_24
AL1G59840	scaffold_1_RagTag	97.143	35	1	0	783	817	24116647	24116681	2.03e-07	60.2	73_3a_fixed_genome_15_1_24
AL1G59840	scaffold_6_RagTag	82.407	108	17	1	1243	1348	19821016	19821123	2e-17	93.5	73_3a_fixed_genome_15_1_24
AL1G59840	scaffold_6_RagTag	81.731	104	17	1	1243	1344	20089430	20089327	3.35e-15	86.1	73_3a_fixed_genome_15_1_24
AL6G45960	scaffold_6_RagTag	99.69	646	2	0	1	646	19820502	19821147	0	1182	73_3a_fixed_genome_15_1_24
AL6G45960	scaffold_6_RagTag	88.028	142	13	2	506	643	20089439	20089298	1.96e-39	165	73_3a_fixed_genome_15_1_24
AL6G45960	scaffold_1_RagTag	82.883	111	17	1	515	625	24117057	24117165	2.02e-19	99	73_3a_fixed_genome_15_1_24
AL6G46350	scaffold_6_RagTag	98.957	1055	7	2	1	1054	20089268	20090319	0	1884	73_3a_fixed_genome_15_1_24
AL6G46350	scaffold_6_RagTag	92.035	113	9	0	63	175	19821119	19821007	1.59e-37	159	73_3a_fixed_genome_15_1_24
AL6G46350	scaffold_6_RagTag	100	59	0	0	1051	1109	20090341	20090399	1.63e-22	110	73_3a_fixed_genome_15_1_24
AL6G46350	scaffold_1_RagTag	81.25	112	19	1	55	166	24117166	24117057	2.12e-16	89.8	73_3a_fixed_genome_15_1_24
AL6G46470	scaffold_6_RagTag	96.883	738	12	7	1	731	20127415	20128148	0	1225	73_3a_fixed_genome_15_1_24
AL6G46470	scaffold_6_RagTag	98.043	562	6	2	732	1292	20128196	20128753	0	972	73_3a_fixed_genome_15_1_24
AL6G46470	scaffold_8_RagTag	98.292	527	4	3	634	1160	12518849	12519370	0	918	73_3a_fixed_genome_15_1_24
AL8G22560	scaffold_8_RagTag	100	268	0	0	1	268	12519288	12519021	2.4e-139	496	73_3a_fixed_genome_15_1_24
AL8G22560	scaffold_6_RagTag	99.254	268	2	0	1	268	20128538	20128271	5.2e-136	484	73_3a_fixed_genome_15_1_24
AL1G59830	scaffold_1_RagTag	89.452	2702	145	59	1	2633	25680549	25683179	0	3282	AL08_v2_f
AL1G59830	scaffold_1_RagTag	90.663	1885	76	24	1	1843	25694234	25696060	0	2414	AL08_v2_f
AL1G59830	scaffold_1_RagTag	93.867	799	37	6	1836	2630	25697060	25697850	0	1194	AL08_v2_f
AL1G59840	scaffold_1_RagTag	97.005	1369	14	6	1	1347	25700238	25701601	0	2276	AL08_v2_f
AL1G59840	scaffold_1_RagTag	89.796	49	5	0	829	877	25701026	25701074	1.44e-08	63.9	AL08_v2_f
AL1G59840	scaffold_1_RagTag	97.143	35	1	0	783	817	25701086	25701120	1.86e-07	60.2	AL08_v2_f
AL1G59840	scaffold_6_RagTag	82.407	108	17	1	1243	1348	20593794	20593901	1.83e-17	93.5	AL08_v2_f
AL1G59840	scaffold_6_RagTag	81.731	104	17	1	1243	1344	20823525	20823422	3.07e-15	86.1	AL08_v2_f
AL6G45960	scaffold_6_RagTag	99.382	647	3	1	1	646	20593279	20593925	0	1171	AL08_v2_f
AL6G45960	scaffold_6_RagTag	89.286	140	13	2	506	643	20823534	20823395	2.99e-42	174	AL08_v2_f
AL6G45960	scaffold_1_RagTag	82.883	111	17	1	515	625	25701497	25701605	1.85e-19	99	AL08_v2_f
AL6G46350	scaffold_6_RagTag	97.231	614	0	6	1	603	20823365	20823972	0	1024	AL08_v2_f
AL6G46350	scaffold_6_RagTag	95.264	549	3	2	583	1109	20824112	20824659	0	848	AL08_v2_f
AL6G46350	scaffold_6_RagTag	92.035	113	9	0	63	175	20593897	20593785	1.46e-37	159	AL08_v2_f
AL6G46350	scaffold_1_RagTag	81.25	112	19	1	55	166	25701606	25701497	1.94e-16	89.8	AL08_v2_f
AL6G46470	scaffold_6_RagTag	98.3	1294	13	6	1	1292	20885990	20887276	0	2259	AL08_v2_f
AL8G22560	scaffold_6_RagTag	99.254	268	2	0	1	268	20887061	20886794	4.76e-136	484	AL08_v2_f
AL1G59830	scaffold_1_RagTag	98.346	2358	25	4	1	2347	28874976	28877330	0	4126	al1_v2_s
AL1G59830	scaffold_1_RagTag	89.359	2697	147	53	1	2630	28861796	28864419	0	3262	al1_v2_s
AL1G59830	scaffold_1_RagTag	90.719	2004	110	33	572	2526	28870534	28872510	0	2601	al1_v2_s
AL1G59830	scaffold_1_RagTag	95.938	517	9	6	1	507	28869868	28870382	0	828	al1_v2_s
AL1G59830	scaffold_1_RagTag	98.611	288	2	1	2346	2633	28879279	28879564	3.38e-142	508	al1_v2_s
AL1G59830	scaffold_1_RagTag	95.652	115	5	0	2519	2633	28872917	28873031	6.46e-45	185	al1_v2_s
AL1G59830	scaffold_1_RagTag	96.341	82	3	0	503	584	28870433	28870514	6.6e-30	135	al1_v2_s
AL1G59840	scaffold_1_RagTag	97.661	1368	7	5	1	1347	28890386	28891749	0	2326	al1_v2_s
AL1G59840	scaffold_1_RagTag	89.796	49	5	0	829	877	28891174	28891222	1.6e-08	63.9	al1_v2_s
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	783	817	28891234	28891268	9.64e-06	54.7	al1_v2_s
AL1G59840	scaffold_6_RagTag	80.769	104	18	1	1243	1344	23244013	23243910	1.59e-13	80.5	al1_v2_s
AL1G59840	scaffold_6_RagTag	79.63	108	20	1	1243	1348	22907921	22908028	2.06e-12	76.8	al1_v2_s
AL6G45960	scaffold_6_RagTag	97.833	646	13	1	1	646	22907408	22908052	0	1114	al1_v2_s
AL6G45960	scaffold_6_RagTag	87.943	141	14	2	506	643	23244022	23243882	7.19e-39	163	al1_v2_s
AL6G45960	scaffold_1_RagTag	82.883	111	17	1	515	625	28891645	28891753	2.06e-19	99	al1_v2_s
AL6G46350	scaffold_6_RagTag	95.557	1148	3	5	1	1109	23243852	23244990	0	1794	al1_v2_s
AL6G46350	scaffold_6_RagTag	88.71	124	11	3	55	175	22908035	22907912	3.52e-34	148	al1_v2_s
AL6G46350	scaffold_1_RagTag	81.25	112	19	1	55	166	28891754	28891645	2.16e-16	89.8	al1_v2_s
AL6G46470	scaffold_6_RagTag	98.358	731	7	5	1	731	23332985	23333710	0	1279	al1_v2_s
AL6G46470	scaffold_6_RagTag	97.865	562	7	2	732	1292	23333758	23334315	0	966	al1_v2_s
AL8G22560	scaffold_6_RagTag	98.881	268	3	0	1	268	23334100	23333833	2.47e-134	479	al1_v2_s
AL1G59830	scaffold_1_RagTag	89.452	2702	145	59	1	2633	26585955	26588585	0	3282	AL27_v1
AL1G59840	scaffold_1_RagTag	97.005	1369	14	6	1	1347	26595353	26596716	0	2276	AL27_v1
AL1G59840	scaffold_1_RagTag	89.796	49	5	0	829	877	26596141	26596189	1.45e-08	63.9	AL27_v1
AL1G59840	scaffold_1_RagTag	97.143	35	1	0	783	817	26596201	26596235	1.87e-07	60.2	AL27_v1
AL1G59840	scaffold_6_RagTag	82.407	108	17	1	1243	1348	20325948	20326055	1.84e-17	93.5	AL27_v1
AL1G59840	scaffold_6_RagTag	81.731	104	17	1	1243	1344	20580635	20580532	3.08e-15	86.1	AL27_v1
AL6G45960	scaffold_6_RagTag	99.69	646	2	0	1	646	20325434	20326079	0	1182	AL27_v1
AL6G45960	scaffold_6_RagTag	89.928	139	12	2	506	643	20580644	20580507	2.32e-43	178	AL27_v1
AL6G45960	scaffold_1_RagTag	82.883	111	17	1	515	625	26596612	26596720	1.86e-19	99	AL27_v1
AL6G46350	scaffold_6_RagTag	96.994	1131	4	4	1	1109	20580477	20581599	0	1873	AL27_v1
AL6G46350	scaffold_6_RagTag	92.035	113	9	0	63	175	20326051	20325939	1.47e-37	159	AL27_v1
AL6G46350	scaffold_1_RagTag	81.25	112	19	1	55	166	26596721	26596612	1.95e-16	89.8	AL27_v1
AL6G46470	scaffold_6_RagTag	97.509	562	8	3	732	1292	20633266	20633822	0	955	AL27_v1
AL6G46470	scaffold_6_RagTag	95.204	417	7	3	1	417	20632806	20633209	0	647	AL27_v1
AL8G22560	scaffold_6_RagTag	99.245	265	2	0	1	265	20633607	20633343	2.23e-134	479	AL27_v1
AL1G59830	scaffold_1	89.349	2704	146	59	1	2633	24957456	24960088	0	3267	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G59840	scaffold_1	96.932	1369	15	6	1	1347	24967872	24969235	0	2270	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G59840	scaffold_1	89.796	49	5	0	829	877	24968660	24968708	1.56e-08	63.9	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G59840	scaffold_1	97.143	35	1	0	783	817	24968720	24968754	2.01e-07	60.2	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G59840	scaffold_6	83.333	108	16	1	1243	1348	24704415	24704522	4.27e-19	99	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G59840	scaffold_6	81.731	104	17	1	1243	1344	24957068	24956965	3.32e-15	86.1	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G45960	scaffold_6	95.878	655	16	4	1	646	24703894	24704546	0	1050	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G45960	scaffold_6	89.928	139	12	2	506	643	24957077	24956940	2.5e-43	178	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G45960	scaffold_1	82.883	111	17	1	515	625	24969131	24969239	2e-19	99	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G46350	scaffold_6	96.463	1131	6	4	1	1109	24956910	24958028	0	1836	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G46350	scaffold_6	92.92	113	8	0	63	175	24704518	24704406	3.4e-39	165	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G46350	scaffold_1	81.25	112	19	1	55	166	24969240	24969131	2.1e-16	89.8	ALR.ragtag.scaffold_chr_15_1_24.masked
AL6G46470	scaffold_6	97.764	1297	15	8	1	1292	25020930	25022217	0	2222	ALR.ragtag.scaffold_chr_15_1_24.masked
AL8G22560	scaffold_6	99.254	268	2	0	1	268	25022004	25021737	5.16e-136	484	ALR.ragtag.scaffold_chr_15_1_24.masked
AL1G59830	scaffold_1_RagTag	98.336	2644	23	6	1	2633	28850837	28853470	0	4619	BAM12_v2
AL1G59830	scaffold_1_RagTag	90.398	2739	129	36	1	2633	28840361	28843071	0	3478	BAM12_v2
AL1G59830	scaffold_1_RagTag	90.962	863	53	12	1444	2291	28832858	28833710	0	1138	BAM12_v2
AL1G59830	scaffold_1_RagTag	88.523	819	39	17	1	802	28832077	28832857	0	941	BAM12_v2
AL1G59830	scaffold_1_RagTag	93.948	347	16	4	2284	2630	28834962	28835303	1.55e-145	520	BAM12_v2
AL1G59840	scaffold_1_RagTag	96.87	1374	14	5	1	1347	28876397	28877768	0	2272	BAM12_v2
AL1G59840	scaffold_1_RagTag	89.796	49	5	0	829	877	28877184	28877232	1.6e-08	63.9	BAM12_v2
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	783	817	28877244	28877278	9.6e-06	54.7	BAM12_v2
AL1G59840	scaffold_6_RagTag	80.769	104	18	1	1243	1344	22334732	22334629	1.58e-13	80.5	BAM12_v2
AL1G59840	scaffold_6_RagTag	79.63	108	20	1	1243	1348	22009970	22010077	2.05e-12	76.8	BAM12_v2
AL6G45960	scaffold_6_RagTag	93.161	658	32	6	1	646	22009445	22010101	0	953	BAM12_v2
AL6G45960	scaffold_6_RagTag	87.943	141	14	2	506	643	22334741	22334601	7.17e-39	163	BAM12_v2
AL6G45960	scaffold_1_RagTag	82.883	111	17	1	515	625	28877664	28877772	2.05e-19	99	BAM12_v2
AL6G46350	scaffold_6_RagTag	95.304	1150	4	5	1	1109	22334571	22335711	0	1779	BAM12_v2
AL6G46350	scaffold_6_RagTag	88.71	124	11	3	55	175	22010084	22009961	3.51e-34	148	BAM12_v2
AL6G46350	scaffold_1_RagTag	81.25	112	19	1	55	166	28877773	28877664	2.16e-16	89.8	BAM12_v2
AL6G46470	scaffold_6_RagTag	97.404	732	12	7	1	731	22411165	22411890	0	1240	BAM12_v2
AL6G46470	scaffold_6_RagTag	97.509	562	9	2	732	1292	22411938	22412495	0	955	BAM12_v2
AL6G46470	scaffold_8_RagTag	98.292	527	4	3	634	1160	10465239	10465760	0	918	BAM12_v2
AL8G22560	scaffold_8_RagTag	99.627	268	1	0	1	268	10465679	10465412	1.14e-137	490	BAM12_v2
AL8G22560	scaffold_6_RagTag	98.881	268	3	0	1	268	22412280	22412013	2.46e-134	479	BAM12_v2
AL1G59830	scaffold_1_RagTag:0-28294041	91.555	2676	116	38	1	2630	25900445	25903056	0	3589	BOR_v1
AL1G59830	scaffold_1_RagTag:0-28294041	88.535	2259	127	52	1	2194	25881194	25883385	0	2615	BOR_v1
AL1G59830	scaffold_1_RagTag:0-28294041	94.144	444	18	7	2194	2633	25886298	25886737	0	669	BOR_v1
AL1G59840	scaffold_1_RagTag:0-28294041	95.837	1033	11	6	1	1012	25918647	25919668	0	1640	BOR_v1
AL1G59840	scaffold_1_RagTag:0-28294041	98.538	342	5	0	1006	1347	25919954	25920295	1.94e-171	604	BOR_v1
AL1G59840	scaffold_1_RagTag:0-28294041	94.286	35	2	0	783	817	25919484	25919518	8.81e-06	54.7	BOR_v1
AL1G59840	scaffold_6_RagTag:0-24760478	82.407	108	17	1	1243	1348	20863826	20863933	1.87e-17	93.5	BOR_v1
AL1G59840	scaffold_6_RagTag:0-24760478	81.731	104	17	1	1243	1344	21085047	21084944	3.12e-15	86.1	BOR_v1
AL6G45960	scaffold_6_RagTag:0-24760478	93.161	658	28	10	1	646	20863305	20863957	0	950	BOR_v1
AL6G45960	scaffold_6_RagTag:0-24760478	88.028	142	13	2	506	643	21085056	21084915	1.83e-39	165	BOR_v1
AL6G45960	scaffold_1_RagTag:0-28294041	82.883	111	17	1	515	625	25920191	25920299	1.88e-19	99	BOR_v1
AL6G46350	scaffold_6_RagTag:0-24760478	97.749	622	2	2	1	610	21084881	21085502	0	1061	BOR_v1
AL6G46350	scaffold_6_RagTag:0-24760478	99.352	463	3	0	592	1054	21085842	21086304	0	839	BOR_v1
AL6G46350	scaffold_6_RagTag:0-24760478	91.129	124	8	3	55	175	20863940	20863817	3.19e-39	165	BOR_v1
AL6G46350	scaffold_6_RagTag:0-24760478	98.305	59	1	0	1051	1109	21086323	21086381	7.06e-21	104	BOR_v1
AL6G46350	scaffold_6_RagTag:0-24760478	84.81	79	8	4	923	1000	20863435	20863360	1.54e-12	76.8	BOR_v1
AL6G46350	scaffold_1_RagTag:0-28294041	81.25	112	19	1	55	166	25920300	25920191	1.98e-16	89.8	BOR_v1
AL6G46470	scaffold_6_RagTag:0-24760478	97.019	738	11	7	1	731	21143469	21144202	0	1230	BOR_v1
AL6G46470	scaffold_6_RagTag:0-24760478	97.865	562	7	2	732	1292	21144250	21144807	0	966	BOR_v1
AL8G22560	scaffold_6_RagTag:0-24760478	99.254	268	2	0	1	268	21144592	21144325	4.85e-136	484	BOR_v1
AL1G59830	scaffold_1_RagTag	88.535	2259	127	52	1	2194	26992642	26994833	0	2615	F1-14.ragtag.scaffold_chr
AL1G59830	scaffold_1_RagTag	88.456	2261	127	52	1	2194	26779769	26781962	0	2606	F1-14.ragtag.scaffold_chr
AL1G59830	scaffold_1_RagTag	94.144	444	18	7	2194	2633	26784903	26785342	0	669	F1-14.ragtag.scaffold_chr
AL1G59830	scaffold_1_RagTag	94.144	444	18	7	2194	2633	26997778	26998217	0	669	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	97.005	1369	14	6	1	1347	27012353	27013716	0	2276	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	96.921	877	13	1	486	1348	26796772	26797648	0	1458	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	96.992	266	2	1	1	260	26794473	26794738	1.68e-122	442	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	99.359	156	1	0	252	407	26795762	26795917	1.08e-74	283	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	100	95	0	0	399	493	26796379	26796473	1.89e-42	176	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	89.796	49	5	0	829	877	26797069	26797117	1.53e-08	63.9	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	89.796	49	5	0	829	877	27013141	27013189	1.53e-08	63.9	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	97.143	35	1	0	783	817	27013201	27013235	1.98e-07	60.2	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_1_RagTag	90.476	42	2	1	776	817	26797124	26797163	9.22e-06	54.7	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_6_RagTag	82.407	108	17	1	1243	1348	19229968	19230075	1.95e-17	93.5	F1-14.ragtag.scaffold_chr
AL1G59840	scaffold_6_RagTag	82	100	16	1	1243	1340	19551770	19551671	1.18e-14	84.2	F1-14.ragtag.scaffold_chr
AL6G45960	scaffold_6_RagTag	99.69	646	2	0	1	646	19229454	19230099	0	1182	F1-14.ragtag.scaffold_chr
AL6G45960	scaffold_6_RagTag	89.209	139	12	3	506	643	19551779	19551643	4.11e-41	171	F1-14.ragtag.scaffold_chr
AL6G45960	scaffold_1_RagTag	83.784	111	16	1	515	625	26797543	26797651	4.23e-21	104	F1-14.ragtag.scaffold_chr
AL6G45960	scaffold_1_RagTag	82.883	111	17	1	515	625	27013612	27013720	1.97e-19	99	F1-14.ragtag.scaffold_chr
AL6G46350	scaffold_6_RagTag	96.281	726	5	1	406	1109	19551913	19552638	0	1171	F1-14.ragtag.scaffold_chr
AL6G46350	scaffold_6_RagTag	97.125	313	0	3	1	312	19551613	19551917	6.19e-146	520	F1-14.ragtag.scaffold_chr
AL6G46350	scaffold_6_RagTag	92.035	113	9	0	63	175	19230071	19229959	1.56e-37	159	F1-14.ragtag.scaffold_chr
AL6G46350	scaffold_1_RagTag	81.25	112	19	1	55	166	27013721	27013612	2.07e-16	89.8	F1-14.ragtag.scaffold_chr
AL6G46350	scaffold_1_RagTag	81.731	104	17	1	63	166	26797644	26797543	2.68e-15	86.1	F1-14.ragtag.scaffold_chr
AL6G46470	scaffold_6_RagTag	96.883	738	12	7	1	731	19589604	19590337	0	1225	F1-14.ragtag.scaffold_chr
AL6G46470	scaffold_6_RagTag	98.043	562	6	2	732	1292	19590385	19590942	0	972	F1-14.ragtag.scaffold_chr
AL8G22560	scaffold_6_RagTag	99.254	268	2	0	1	268	19590727	19590460	5.07e-136	484	F1-14.ragtag.scaffold_chr
AL1G59830	scaffold_1_RagTag	99.193	2231	7	2	1	2221	27738732	27740961	0	4010	KN003hexa_v0
AL1G59830	scaffold_1_RagTag	89.08	1859	114	47	799	2630	27732092	27733888	0	2226	KN003hexa_v0
AL1G59830	scaffold_1_RagTag	88.875	818	37	15	1	802	27731022	27731801	0	957	KN003hexa_v0
AL1G59830	scaffold_1_RagTag	99.125	343	1	1	2291	2633	27740958	27741298	1.82e-174	616	KN003hexa_v0
AL1G59840	scaffold_1_RagTag	97.259	1350	8	15	1	1348	27751096	27752418	0	2261	KN003hexa_v0
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	829	863	27751854	27751888	9.1e-06	54.7	KN003hexa_v0
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	783	817	27751900	27751934	9.1e-06	54.7	KN003hexa_v0
AL1G59840	scaffold_6_RagTag	83.333	108	16	1	1243	1348	21228803	21228910	4.14e-19	99	KN003hexa_v0
AL1G59840	scaffold_6_RagTag	81.731	104	17	1	1243	1344	21486807	21486704	3.23e-15	86.1	KN003hexa_v0
AL6G45960	scaffold_6_RagTag	99.845	646	1	0	1	646	21228289	21228934	0	1188	KN003hexa_v0
AL6G45960	scaffold_6_RagTag	88.652	141	13	2	506	643	21486816	21486676	1.46e-40	169	KN003hexa_v0
AL6G45960	scaffold_1_RagTag	83.784	111	16	1	515	625	27752313	27752421	4.17e-21	104	KN003hexa_v0
AL6G46350	scaffold_6_RagTag	99.55	1111	2	2	1	1109	21486643	21487752	0	2021	KN003hexa_v0
AL6G46350	scaffold_6_RagTag	92.92	113	8	0	63	175	21228906	21228794	3.3e-39	165	KN003hexa_v0
AL6G46350	scaffold_1_RagTag	81.731	104	17	1	63	166	27752414	27752313	2.64e-15	86.1	KN003hexa_v0
AL6G46470	scaffold_6_RagTag	99.149	1292	9	2	1	1292	21558293	21559582	0	2324	KN003hexa_v0
AL6G46470	scaffold_8_RagTag	98.102	527	6	2	634	1160	10982572	10982050	0	915	KN003hexa_v0
AL8G22560	scaffold_8_RagTag	99.627	268	1	0	1	268	10982132	10982399	1.08e-137	490	KN003hexa_v0
AL8G22560	scaffold_6_RagTag	98.12	266	4	1	1	265	21559368	21559103	2.35e-129	462	KN003hexa_v0
AL1G59830	scaffold_1_RagTag	99.193	2231	7	2	1	2221	27254789	27257018	0	4010	KN005_v1
AL1G59830	scaffold_1_RagTag	89.08	1859	114	47	799	2630	27248149	27249945	0	2226	KN005_v1
AL1G59830	scaffold_1_RagTag	88.875	818	37	15	1	802	27247079	27247858	0	957	KN005_v1
AL1G59830	scaffold_1_RagTag	99.125	343	1	1	2291	2633	27257015	27257355	1.8e-174	616	KN005_v1
AL1G59840	scaffold_1_RagTag	97.259	1350	8	15	1	1348	27267153	27268475	0	2261	KN005_v1
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	829	863	27267911	27267945	8.96e-06	54.7	KN005_v1
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	783	817	27267957	27267991	8.96e-06	54.7	KN005_v1
AL1G59840	scaffold_6_RagTag	83.333	108	16	1	1243	1348	20439476	20439583	4.08e-19	99	KN005_v1
AL1G59840	scaffold_6_RagTag	81.731	104	17	1	1243	1344	20670954	20670851	3.18e-15	86.1	KN005_v1
AL6G45960	scaffold_6_RagTag	99.382	647	2	2	1	646	20438962	20439607	0	1171	KN005_v1
AL6G45960	scaffold_6_RagTag	88.652	141	13	2	506	643	20670963	20670823	1.44e-40	169	KN005_v1
AL6G45960	scaffold_1_RagTag	83.784	111	16	1	515	625	27268370	27268478	4.12e-21	104	KN005_v1
AL6G46350	scaffold_6_RagTag	98.225	1127	1	3	1	1109	20670790	20671915	0	1953	KN005_v1
AL6G46350	scaffold_6_RagTag	92.92	113	8	0	63	175	20439579	20439467	3.25e-39	165	KN005_v1
AL6G46350	scaffold_1_RagTag	81.731	104	17	1	63	166	27268471	27268370	2.6e-15	86.1	KN005_v1
AL6G46470	scaffold_6_RagTag	99.923	1292	1	0	1	1292	20731162	20732453	0	2381	KN005_v1
AL6G46470	scaffold_8_RagTag	98.482	527	4	2	634	1160	11039481	11038959	0	926	KN005_v1
AL8G22560	scaffold_8_RagTag	99.627	268	1	0	1	268	11039041	11039308	1.06e-137	490	KN005_v1
AL8G22560	scaffold_6_RagTag	98.496	266	3	1	1	265	20732239	20731974	4.97e-131	468	KN005_v1
AL1G59830	scaffold_1_RagTag	99.848	2634	3	1	1	2633	28630263	28632896	0	4841	KN006_v1
AL1G59830	scaffold_1_RagTag	90.21	1859	112	34	799	2630	28625935	28627750	0	2361	KN006_v1
AL1G59830	scaffold_1_RagTag	88.571	770	34	16	1	754	28623115	28623846	0	885	KN006_v1
AL1G59840	scaffold_1_RagTag	99.261	1354	3	2	1	1348	28643519	28644871	0	2438	KN006_v1
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	829	863	28644307	28644341	9.47e-06	54.7	KN006_v1
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	783	817	28644353	28644387	9.47e-06	54.7	KN006_v1
AL1G59840	scaffold_6_RagTag	83.333	108	16	1	1243	1348	20219449	20219556	4.32e-19	99	KN006_v1
AL1G59840	scaffold_6_RagTag	81.731	104	17	1	1243	1344	20474426	20474323	3.36e-15	86.1	KN006_v1
AL6G45960	scaffold_6_RagTag	99.845	646	1	0	1	646	20218935	20219580	0	1188	KN006_v1
AL6G45960	scaffold_6_RagTag	88.652	141	13	2	506	643	20474435	20474295	1.52e-40	169	KN006_v1
AL6G45960	scaffold_1_RagTag	83.784	111	16	1	515	625	28644766	28644874	4.35e-21	104	KN006_v1
AL6G46350	scaffold_6_RagTag	99.64	1111	1	2	1	1109	20474262	20475371	0	2026	KN006_v1
AL6G46350	scaffold_6_RagTag	92.92	113	8	0	63	175	20219552	20219440	3.44e-39	165	KN006_v1
AL6G46350	scaffold_1_RagTag	81.731	104	17	1	63	166	28644867	28644766	2.75e-15	86.1	KN006_v1
AL6G46470	scaffold_6_RagTag	99.845	1292	2	0	1	1292	20538989	20540280	0	2375	KN006_v1
AL6G46470	scaffold_8_RagTag	98.482	527	4	2	634	1160	11677545	11677023	0	926	KN006_v1
AL8G22560	scaffold_8_RagTag	99.627	268	1	0	1	268	11677105	11677372	1.12e-137	490	KN006_v1
AL8G22560	scaffold_6_RagTag	98.872	266	2	1	1	265	20540066	20539801	1.13e-132	473	KN006_v1
AL1G59830	scaffold_1_RagTag	100	2633	0	0	1	2633	27644118	27646750	0	4863	MN47_mabs_v3
AL1G59830	scaffold_1_RagTag	90.21	1859	112	34	799	2630	27639789	27641604	0	2361	MN47_mabs_v3
AL1G59830	scaffold_1_RagTag	88.571	770	34	16	1	754	27636969	27637700	0	885	MN47_mabs_v3
AL1G59840	scaffold_1_RagTag	100	1348	0	0	1	1348	27667029	27668376	0	2490	MN47_mabs_v3
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	829	863	27667811	27667845	9.47e-06	54.7	MN47_mabs_v3
AL1G59840	scaffold_1_RagTag	94.286	35	2	0	783	817	27667857	27667891	9.47e-06	54.7	MN47_mabs_v3
AL1G59840	scaffold_6_RagTag	83.333	108	16	1	1243	1348	21204088	21204195	4.32e-19	99	MN47_mabs_v3
AL1G59840	scaffold_6_RagTag	81.731	104	17	1	1243	1344	21431002	21430899	3.36e-15	86.1	MN47_mabs_v3
AL6G45960	scaffold_6_RagTag	100	646	0	0	1	646	21203574	21204219	0	1194	MN47_mabs_v3
AL6G45960	scaffold_6_RagTag	88.028	142	13	2	506	643	21431011	21430870	1.97e-39	165	MN47_mabs_v3
AL6G45960	scaffold_1_RagTag	83.784	111	16	1	515	625	27668271	27668379	4.35e-21	104	MN47_mabs_v3
AL6G46350	scaffold_6_RagTag	100	1109	0	0	1	1109	21430837	21431945	0	2049	MN47_mabs_v3
AL6G46350	scaffold_6_RagTag	92.92	113	8	0	63	175	21204191	21204079	3.44e-39	165	MN47_mabs_v3
AL6G46350	scaffold_1_RagTag	81.731	104	17	1	63	166	27668372	27668271	2.75e-15	86.1	MN47_mabs_v3
AL6G46470	scaffold_6_RagTag	100	1292	0	0	1	1292	21499214	21500505	0	2386	MN47_mabs_v3
AL6G46470	scaffold_8_RagTag	98.672	527	3	2	634	1160	13613388	13612866	0	931	MN47_mabs_v3
