qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL4G38680	scaffold_4_RagTag	98.615	1155	8	2	1	1148	20067528	20068681	0	2037	73_3a_fixed_genome_15_1_24
AL4G38680	scaffold_4_RagTag	99.304	1149	7	1	1	1148	19046708	19047856	0	2076	AL08_v2_f
AL4G38680	scaffold_5_RagTag	94.698	811	39	3	342	1148	163437	162627	0	1256	AL08_v2_f
AL4G38680	scaffold_3_RagTag	89.655	174	7	1	250	423	21889716	21889554	4.12e-53	211	AL08_v2_f
AL4G38680	scaffold_4_RagTag	98.783	1150	12	1	1	1148	21141801	21142950	0	2045	al1_v2_s
AL4G38680	scaffold_3_RagTag	89.655	174	7	1	250	423	22870089	22869927	4.59e-53	211	al1_v2_s
AL4G38680	scaffold_4_RagTag	99.13	1150	8	1	1	1148	18895720	18896869	0	2067	AL27_v1
AL4G38680	scaffold_7_RagTag	94.926	808	37	3	342	1145	10858286	10859093	0	1262	AL27_v1
AL4G38680	scaffold_3_RagTag	90.23	174	6	1	250	423	23113074	23112912	8.9e-55	217	AL27_v1
AL4G38680	scaffold_4	98.776	1144	8	1	5	1148	22395878	22397015	0	2030	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G38680	scaffold_5	95.173	808	35	3	342	1145	7960161	7960968	0	1273	ALR.ragtag.scaffold_chr_15_1_24.masked
AL4G38680	scaffold_4_RagTag	99.13	1150	8	1	1	1148	19931078	19932227	0	2067	BAM12_v2
AL4G38680	scaffold_5_RagTag	94.575	811	40	3	342	1148	20627490	20626680	0	1251	BAM12_v2
AL4G38680	scaffold_4_RagTag:18000-22695972	98.868	1148	7	1	1	1148	19125506	19126647	0	2043	BOR_v1
AL4G38680	scaffold_4_RagTag	98.615	1155	9	1	1	1148	20615144	20616298	0	2037	F1-14.ragtag.scaffold_chr
AL4G38680	scaffold_5_RagTag	95.05	808	36	3	342	1145	2228888	2229695	0	1267	F1-14.ragtag.scaffold_chr
AL4G38680	scaffold_4_RagTag	99.652	1148	4	0	1	1148	21010107	21011254	0	2098	KN003hexa_v0
AL4G38680	scaffold_4_RagTag	100	30	0	0	602	631	19144967	19144996	2.15e-06	56.5	KN003hexa_v0
AL4G38680	scaffold_1_RagTag	94.554	808	40	3	342	1145	4977031	4977838	0	1245	KN003hexa_v0
AL4G38680	scaffold_4_RagTag	99.826	1148	2	0	1	1148	19653952	19655099	0	2109	KN005_v1
