qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AL1G16610	scaffold_1_RagTag	98.44	1603	24	1	19	1620	2432881	2434483	0	2820	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	99.058	2124	15	3	18	2139	4983411	4985531	0	3807	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	93.933	1978	118	1	162	2139	4988677	4990652	0	2987	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	90.29	2070	192	9	73	2139	5162351	5164414	0	2700	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	88.957	1965	209	6	162	2123	5278164	5276205	0	2420	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	87.783	1768	203	12	168	1929	5132552	5134312	0	2056	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	87.727	1760	204	12	168	1921	5124338	5126091	0	2043	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	85.014	1775	246	16	163	1923	5129920	5131688	0	1786	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	86.26	917	117	9	173	1085	5279920	5279009	0	987	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	84.988	433	55	10	1597	2024	5186289	5186716	5.97e-119	431	73_3a_fixed_genome_15_1_24
AL1G23620	scaffold_1_RagTag	84.988	433	55	10	1597	2024	5202205	5202632	5.97e-119	431	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	99.349	2918	11	2	1	2911	4987825	4990741	0	5276	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	93.427	2069	117	7	853	2911	4983556	4985615	0	3049	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	90.625	2080	168	17	853	2911	5162440	5164513	0	2736	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	88.737	1971	212	9	845	2810	5278172	5276207	0	2401	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	89.255	1759	179	10	859	2612	5124338	5126091	0	2193	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	88.751	1769	184	14	859	2620	5132552	5134312	0	2150	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	87.022	1803	215	16	856	2644	5129921	5131718	0	2015	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	85.403	918	123	10	864	1776	5279920	5279009	0	942	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_1_RagTag	80.34	529	90	11	2217	2737	5166762	5167284	4.97e-106	388	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_3_RagTag	80.306	1762	326	20	861	2612	10433183	10434933	0	1312	73_3a_fixed_genome_15_1_24
AL1G23630	scaffold_7_RagTag	76.157	432	88	12	286	709	13832466	13832042	3.21e-53	213	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	97.302	2187	42	13	1	2175	5124214	5126395	0	3696	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	91.527	1971	161	6	113	2081	5132540	5134506	0	2710	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	89.142	1759	181	10	125	1878	4988683	4990436	0	2182	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	88.239	1760	195	12	125	1878	4983562	4985315	0	2093	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	88.195	1762	192	15	127	1880	5162448	5164201	0	2087	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	87.642	1756	209	7	127	1878	5278156	5276405	0	2034	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	85.739	1767	235	11	125	1878	5129924	5131686	0	1851	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	83.896	919	135	12	130	1042	5279920	5279009	0	865	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	80.155	388	66	5	1547	1932	5186283	5186661	2.42e-73	279	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	80.155	388	66	5	1547	1932	5202199	5202577	2.42e-73	279	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_1_RagTag	87.302	63	4	4	59	117	5127657	5127719	5.69e-10	69.4	73_3a_fixed_genome_15_1_24
AL1G23970	scaffold_3_RagTag	80.578	1766	328	15	127	1885	10433183	10434940	0	1347	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	99.117	1472	12	1	2184	3655	5129908	5131378	0	2645	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	92.089	1441	112	2	2197	3637	5162443	5163881	0	2028	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	92.356	1282	90	3	307	1582	5125425	5126704	0	1818	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	88.366	1444	160	8	2197	3637	4988680	4990118	0	1729	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	87.949	1419	165	6	2197	3613	5278161	5276747	0	1668	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	87.729	1418	164	10	2200	3613	5124338	5125749	0	1646	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	87.518	1418	167	10	2200	3613	5132552	5133963	0	1629	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	86.307	1446	189	9	2196	3637	4983557	4984997	0	1565	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	91.686	878	66	5	307	1183	5133639	5134510	0	1210	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	86.354	916	118	7	2206	3118	5279920	5279009	0	992	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	93.253	667	45	0	307	973	5277071	5276405	0	983	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	87.604	718	75	8	309	1022	4984651	4985358	0	821	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	88.323	668	72	5	309	973	4989772	4990436	0	797	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	87.612	670	77	6	309	975	5163535	5164201	0	773	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	87.829	608	31	24	1580	2177	5127941	5128515	0	673	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	94.545	330	1	1	1	313	5401378	5401049	1.39e-137	494	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	94.242	330	2	1	1	313	5290812	5291141	6.48e-136	488	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	84.021	388	51	7	642	1027	5186283	5186661	4.1e-98	363	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	84.021	388	51	7	642	1027	5202199	5202577	4.1e-98	363	73_3a_fixed_genome_15_1_24
AL1G24070	scaffold_1_RagTag	82.278	395	66	4	579	971	5166762	5167154	6.91e-91	339	73_3a_fixed_genome_15_1_24
