"family_id","mean_copy","sd_copy","n_states"
"OG0000009",30.7067669172932,0.504253947674907,3
"OG0000012",29.218045112782,1.634562057299,9
"OG0000015",16.6766917293233,1.26460481418799,8
"OG0000016",31.8421052631579,2.28248304870455,11
"OG0000022",15.8721804511278,0.377662945659271,3
"OG0000024",15.5112781954887,2.65037602064478,15
"OG0000027",22.0375939849624,1.22725374026476,8
"OG0000029",9.54887218045113,0.820810440353274,5
"OG0000030",21.3458646616541,0.788603606516885,6
"OG0000039",11.0977443609023,0.298091445551766,2
"OG0000040",15.1729323308271,0.712563428282414,4
"OG0000042",9.37593984962406,0.713522034224746,5
"OG0000045",0.819548872180451,0.386016691155954,2
"OG0000046",10.9924812030075,0.0867109969524119,2
"OG0000047",4.83458646616541,0.641735940312037,4
"OG0000049",9.96992481203008,0.171439963166726,2
"OG0000054",13.3157894736842,1.29899973786728,7
"OG0000060",13.406015037594,0.826067665298034,5
"OG0000065",10.4962406015038,1.55028863466236,9
"OG0000074",84.5112781954887,18.1181377987152,51
"OG0000075",0.969924812030075,0.171439963166726,2
"OG0000077",12.9924812030075,1.29390318944624,6
"OG0000083",16.9624060150376,2.59780214516389,14
"OG0000087",3.52631578947368,1.28852127702251,6
"OG0000090",14.7443609022556,1.17843074479495,5
"OG0000093",21.8947368421053,13.3315888013433,30
"OG0000095",1.6015037593985,0.49143959251552,2
"OG0000096",22.1954887218045,1.01845580241007,5
"OG0000100",1.96992481203008,0.171439963166726,2
"OG0000103",10.6541353383459,2.61998471190877,9
"OG0000106",7.66165413533835,1.19270013278449,5
"OG0000107",8.53383458646617,0.723510718863146,4
"OG0000118",13.2857142857143,1.45420721175444,9
"OG0000126",7.99248120300752,0.0867109969524119,2
"OG0000141",3.85714285714286,0.392019965919663,3
"OG0000142",11.1804511278195,0.637639901062307,4
"OG0000147",7.79699248120301,0.472892429568331,4
"OG0000150",7.41353383458647,0.862763526266403,3
"OG0000159",1.97744360902256,0.149045722775883,2
"OG0000164",6.96992481203007,0.171439963166726,2
"OG0000170",2.52631578947368,0.917662935482247,4
"OG0000182",4.86466165413534,0.343377936655941,2
"OG0000184",11.6842105263158,2.16153852702832,10
"OG0000185",4.14285714285714,0.750180353495453,5
"OG0000186",2.68421052631579,0.466586915035449,2
"OG0000192",2.94736842105263,0.224141103882712,2
"OG0000196",7.03759398496241,0.258375315384247,3
"OG0000199",14.7443609022556,0.623457312314137,4
"OG0000205",1.03759398496241,0.483140218018098,3
"OG0000206",10.0977443609023,0.47457575398958,3
"OG0000210",6.97744360902256,0.149045722775883,2
"OG0000217",3.96992481203007,0.171439963166726,2
"OG0000220",8.96992481203008,0.171439963166726,2
"OG0000224",0.548872180451128,0.499487091675563,2
"OG0000228",3.06766917293233,0.510428945012064,3
"OG0000242",1.97744360902256,0.149045722775883,2
"OG0000255",0.661654135338346,0.474935690145977,2
"OG0000261",14.812030075188,1.12243226116626,7
"OG0000264",6.33834586466165,0.869406084679343,5
"OG0000266",3.03759398496241,0.732430729350482,4
"OG0000269",14.0225563909774,1.56411542148276,8
"OG0000271",8.89473684210526,0.308052482116987,2
"OG0000276",6.84962406015038,1.8647294084369,9
"OG0000297",9.08270676691729,0.409084580088254,4
"OG0000298",9.91729323308271,0.390126490403392,3
"OG0000299",4.88721804511278,0.317522018762762,2
"OG0000319",1.97744360902256,0.149045722775883,2
"OG0000325",9.33834586466165,0.650025850827591,3
"OG0000329",13.984962406015,1.09395697110837,6
"OG0000338",1.00751879699248,0.0867109969524119,2
"OG0000343",4.95488721804511,0.637997122323417,4
"OG0000348",10.6766917293233,0.774096464316587,5
"OG0000361",3.96992481203007,0.171439963166726,2
"OG0000367",0.992481203007519,0.0867109969524119,2
"OG0000372",7.80451127819549,0.398075800162317,2
"OG0000375",0.887218045112782,0.317522018762762,2
"OG0000382",7.98496240601504,0.122162485315295,2
"OG0000384",2.84962406015038,0.358790911541252,2
"OG0000385",0.992481203007519,0.0867109969524119,2
"OG0000386",3.99248120300752,0.086710996952412,2
"OG0000388",0.932330827067669,0.252126973837453,2
"OG0000402",7.95488721804511,0.241982395244181,3
"OG0000434",3.70676691729323,0.504253947674907,3
"OG0000440",1.95488721804511,0.208336181343031,2
"OG0000442",15.218045112782,5.82749276336233,20
"OG0000445",2.66917293233083,0.518181618320084,3
"OG0000448",1.93984962406015,0.23866416420647,2
