family_id	assembly	assembly_short	gene	scaffold_raw	scaffold_full	scaffold_key	start	end	length	max_length	copy_tt	copy_extract_idx	copy_header_idx	copy_header	copy_seq_len	copy_fasta	ref_header	ref_seq_len	ref_fasta	n_scaffold_full_for_key	tt_file	match_status	scaffold	copy	tt_row_order	tt_id	parse_ok	copy_id
OG0000007	73_3a	73_3a	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2403948	2405203	1255	1570.0	1	1	1	AL3G16620_73_3a_scaffold_3_copy_1	1758	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	1	0	True	0
OG0000007	AL08_v2_f	AL08_v2_f	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2249136	2250391	1255	1570.0	1	1	1	AL3G16620_AL08_v2_f_scaffold_3_copy_1	1758	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	2	1	True	1
OG0000007	al1_v2_s	al1_v2_s	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2393273	2394548	1275	1570.0	1	1	1	AL3G16620_al1_v2_s_scaffold_3_copy_1	1786	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	3	2	True	2
OG0000007	AL27_v1	AL27_v1	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2317629	2318791	1162	1570.0	1	1	1	AL3G16620_AL27_v1_scaffold_3_copy_1	1627	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	4	3	True	3
OG0000007	ALR	ALR	AL3G16620	scaffold_3	scaffold_3	scaffold_3	2269440	2270701	1261	1570.0	1	1	1	AL3G16620_ALR_scaffold_3_copy_1	1766	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3	1	5	4	True	4
OG0000007	BAM12_v2	BAM12_v2	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2529752	2531063	1311	1570.0	1	1	1	AL3G16620_BAM12_v2_scaffold_3_copy_1	1836	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	6	5	True	5
OG0000007	BOR_v1	BOR_v1	AL3G16620	scaffold_3_RagTag:0-24937921	scaffold_3	scaffold_3	2366755	2367922	1167	1570.0	1	1	1	AL3G16620_BOR_v1_scaffold_3_copy_1	1634	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag:0-24937921	1	7	6	True	6
OG0000007	F1-14	F1-14	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2431786	2433314	1528	1570.0	1	1	1	AL3G16620_F1-14_scaffold_3_copy_1	2140	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	8	7	True	7
OG0000007	KN003hexa_v0	KN003hexa_v0	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2466705	2467932	1227	1570.0	1	1	1	AL3G16620_KN003hexa_v0_scaffold_3_copy_1	1718	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	9	8	True	8
OG0000007	KN005_v1	KN005_v1	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2379842	2381069	1227	1570.0	1	1	1	AL3G16620_KN005_v1_scaffold_3_copy_1	1718	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	10	9	True	9
