"family_id","assembly","family_size","gene_count","gain","loss","gain_loss_count","total_gene_count"
"OG0000007","GCA_020911765.2_ASM2091176v2_genomic","3","3","0","0","0","3"
"OG0000007","GCA_024498495.1_ASM2449849v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_025388435.1_AtA1-141.20181003_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036926925.1_ASM3692692v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036926965.1_ASM3692696v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036926975.1_ASM3692697v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927025.1_ASM3692702v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927045.1_ASM3692704v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927085.1_ASM3692708v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927245.1_ASM3692724v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927255.1_ASM3692725v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927265.1_ASM3692726v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927275.1_ASM3692727v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927285.1_ASM3692728v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927355.1_ASM3692735v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927365.1_ASM3692736v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927375.1_ASM3692737v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927385.1_ASM3692738v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927435.1_ASM3692743v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927455.1_ASM3692745v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927475.1_ASM3692747v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927485.1_ASM3692748v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036927505.1_ASM3692750v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936705.1_ASM3693670v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936715.1_ASM3693671v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936845.1_ASM3693684v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936885.1_ASM3693688v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936895.1_ASM3693689v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936905.1_ASM3693690v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936915.1_ASM3693691v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936945.1_ASM3693694v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036936955.1_ASM3693695v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937005.1_ASM3693700v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937185.1_ASM3693718v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937335.1_ASM3693733v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937385.1_ASM3693738v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937455.1_ASM3693745v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937465.1_ASM3693746v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937475.1_ASM3693747v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937505.1_ASM3693750v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937515.1_ASM3693751v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937805.1_ASM3693780v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937815.1_ASM3693781v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036937985.1_ASM3693798v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036938785.1_ASM3693878v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036939995.1_ASM3693999v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940305.1_ASM3694030v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940335.1_ASM3694033v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940405.1_ASM3694040v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940415.1_ASM3694041v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940605.1_ASM3694060v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940615.1_ASM3694061v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940625.1_ASM3694062v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940635.1_ASM3694063v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940645.1_ASM3694064v1_genomic","3","3","0","0","0","3"
"OG0000007","GCA_036940715.1_ASM3694071v1_genomic","3","3","0","0","0","3"
