assembly	gene	scaffold	start	end	length	max_length	copy
GCA_020911765.2_ASM2091176v2_genomic	AT2G21930	CP087127.2	12509477	12511014	1537	1922.5	1
GCA_020911765.2_ASM2091176v2_genomic	AT5G44220	CP087130.2	20977199	20978086	887	1110	1
GCA_024498495.1_ASM2449849v1_genomic	AT2G21930	CP086745.1	9256727	9258264	1537	1922.5	1
GCA_024498495.1_ASM2449849v1_genomic	AT5G44220	CP086748.1	19059986	19060656	670	1110	1
GCA_025388435.1_AtA1-141.20181003_genomic	AT2G21930	CM046289.1	9171588	9173125	1537	1922.5	1
GCA_025388435.1_AtA1-141.20181003_genomic	AT5G44220	CM046292.1	17453585	17454255	670	1110	1
GCA_036926925.1_ASM3692692v1_genomic	AT2G21930	CM072658.1	11861049	11862586	1537	1922.5	1
GCA_036926925.1_ASM3692692v1_genomic	AT5G44220	CM072661.1	21939779	21940450	671	1110	1
GCA_036926965.1_ASM3692696v1_genomic	AT2G21930	CM072638.1	11316178	11317715	1537	1922.5	1
GCA_036926965.1_ASM3692696v1_genomic	AT5G44220	CM072641.1	19410082	19410747	665	1110	1
GCA_036926975.1_ASM3692697v1_genomic	AT2G21930	CM072653.1	11594263	11595800	1537	1922.5	1
GCA_036926975.1_ASM3692697v1_genomic	AT5G44220	CM072656.1	20549613	20550278	665	1110	1
GCA_036927025.1_ASM3692702v1_genomic	AT2G21930	CM072643.1	10043964	10045501	1537	1922.5	1
GCA_036927025.1_ASM3692702v1_genomic	AT5G44220	CM072646.1	23832574	23833239	665	1110	1
GCA_036927045.1_ASM3692704v1_genomic	AT2G21930	CM072648.1	9473962	9475499	1537	1922.5	1
GCA_036927045.1_ASM3692704v1_genomic	AT5G44220	CM072651.1	21600187	21600852	665	1110	1
GCA_036927085.1_ASM3692708v1_genomic	AT2G21930	CM072628.1	10783820	10785357	1537	1922.5	1
GCA_036927085.1_ASM3692708v1_genomic	AT5G44220	CM072631.1	21244956	21245627	671	1110	1
GCA_036927245.1_ASM3692724v1_genomic	AT2G21930	CM072623.1	12240911	12242440	1529	1922.5	1
