assembly	gene	scaffold	start	end	length	max_length	copy
TE4_v1	AL4G22470	scaffold_4_RagTag:329527-26177039	13590765	13594986	4221	5281.25	1
TE4_v1	AL7G49290	scaffold_7_RagTag:1-29301300	26844634	26846386	1752	2215	1
TE4_v1	AL5G14830	scaffold_5_RagTag:29852-15762170	2139890	2142215	2325	2908.75	1
TE4_v1	AL1G38960	scaffold_1_RagTag:94989-32092331	12188446	12189801	1355	1721.25	1
TE4_v1	AL7G37080	scaffold_7_RagTag:1-29301300	12388144	12390157	2013	2473.75	1
TE4_v1	AL7G29360	scaffold_7_RagTag:1-29301300	8312539	8314947	2408	3018.75	1
TE4_v1	AL4G35580	scaffold_4_RagTag:329527-26177039	20674479	20675509	1030	1287.5	1
TE4_v1	AL3G22630	scaffold_3_RagTag:1-25320414	4757567	4758532	965	1207.5	1
TE4_v1	AL6G36570	scaffold_6_RagTag:0-26949342	11731389	11731968	579	727.5	1
TE4_v1	AL6G40140	scaffold_6_RagTag:0-26949342	14422006	14434480	12474	14951.25	1
TE4_v1	AL8G11370	scaffold_8_RagTag:237858-24797477	612350	617172	4822	6021.25	1
TE4_v1	AL2G37500	scaffold_2_RagTag:113346-24308598	22347340	22356949	9609	12023.75	1
TE4_v1	AL3G47290	scaffold_3_RagTag:1-25320414	21423119	21425380	2261	2827.5	1
TE4_v1	AL5G16540	scaffold_5_RagTag:29852-15762170	3029392	3031352	1960	2497.5	1
TE4_v1	AL8G17880	scaffold_8_RagTag:237858-24797477	5247584	5254723	7139	8911.25	1
TE4_v1	AL8G10660	scaffold_8_RagTag:237858-24797477	233820	236992	3172	3978.75	1
TE4_v1	AL3G16870	scaffold_3_RagTag:1-25320414	2630391	2631679	1288	1616.25	1
TE4_v1	AL4G35500	scaffold_4_RagTag:329527-26177039	20630169	20631195	1026	1283.75	1
TE4_v1	AL4G10190	scaffold_4_RagTag:329527-26177039	565678	566511	833	1041.25	1
TE4_v1	AL1G40880	scaffold_1_RagTag:94989-32092331	13090262	13093572	3310	4146.25	1
TE4_v1	AL4G44420	scaffold_4_RagTag:329527-26177039	24525308	24527382	2074	2601.25	1
TE4_v1	AL1G44510	scaffold_1_RagTag:94989-32092331	15095878	15098120	2242	2793.75	1
TE4_v1	AL3G25980	scaffold_3_RagTag:1-25320414	6073724	6075544	1820	2281.25	1
TE4_v1	AL7G52050	scaffold_7_RagTag:1-29301300	25081608	25083368	1760	2411.25	1
TE4_v1	AL4G11740	scaffold_4_RagTag:329527-26177039	1301285	1303932	2647	3343.75	1
TE4_v1	AL1G56790	scaffold_1_RagTag:94989-32092331	27551144	27552286	1142	1361.25	1
TE4_v1	AL2G29950	scaffold_2_RagTag:113346-24308598	19115280	19118065	2785	3397.5	1
TE4_v1	AL3G22540	scaffold_3_RagTag:1-25320414	4714728	4715618	890	1115	1
TE4_v1	AL7G14700	scaffold_7_RagTag:1-29301300	1906568	1909324	2756	3436.25	1
TE4_v1	AL7G17000	scaffold_7_RagTag:1-29301300	2963308	2965716	2408	3012.5	1
TE4_v1	AL8G23980	scaffold_8_RagTag:237858-24797477	14023991	14026546	2555	3198.75	1
TE4_v1	AL1G32880	scaffold_1_RagTag:94989-32092331	9385486	9386813	1327	1592.5	1
TE4_v1	AL3G41310	scaffold_3_RagTag:1-25320414	13263422	13265202	1780	2193.75	1
TE4_v1	AL8G16570	scaffold_8_RagTag:237858-24797477	4214466	4216296	1830	2277.5	1
TE4_v1	AL2G25840	scaffold_2_RagTag:113346-24308598	16549526	16553279	3753	4706.25	1
TE4_v1	AL4G44060	scaffold_4_RagTag:329527-26177039	24292895	24299446	6551	8181.25	1
TE4_v1	AL6G36110	scaffold_6_RagTag:0-26949342	11232920	11235006	2086	2593.75	1
TE4_v1	AL8G32740	scaffold_8_RagTag:237858-24797477	18977537	18983685	6148	7657.5	1
TE4_v1	AL1G40480	scaffold_1_RagTag:94989-32092331	12908310	12915196	6886	8606.25	1
TE4_v1	AL1G40480	scaffold_4_RagTag:329527-26177039	21704829	21710933	6104	8606.25	2
TE4_v1	AL4G23330	scaffold_4_RagTag:329527-26177039	14725932	14728770	2838	3543.75	1
TE4_v1	AL6G24590	scaffold_6_RagTag:0-26949342	5915827	5918689	2862	3593.75	1
TE4_v1	AL1G31800	scaffold_1_RagTag:94989-32092331	8983452	8988243	4791	5962.5	1
TE4_v1	AL6G10970	scaffold_6_RagTag:0-26949342	406340	409900	3560	4407.5	1
TE4_v1	AL1G11800	scaffold_1_RagTag:94989-32092331	951897	954567	2670	3423.75	1
TE4_v1	AL1G13710	scaffold_1_RagTag:94989-32092331	1663575	1666621	3046	3810	1
TE4_v1	AL6G51420	scaffold_6_RagTag:0-26949342	25840380	25842537	2157	2703.75	1
TE4_v1	AL4G14860	scaffold_4_RagTag:329527-26177039	3474698	3477421	2723	3381.25	1
TE4_v1	AL8G19860	scaffold_8_RagTag:237858-24797477	10708354	10710121	1767	2268.75	1
