assembly	gene	scaffold	start	end	length	max_length	copy
NT12_v2	AL4G22470	scaffold_4_RagTag	12484617	12488850	4233	5281.25	1
NT12_v2	AL7G49290	scaffold_7_RagTag	27190465	27192232	1767	2215	1
NT12_v2	AL5G14830	scaffold_5_RagTag	2388271	2390608	2337	2908.75	1
NT12_v2	AL1G38960	scaffold_1_RagTag	11997984	11999285	1301	1721.25	1
NT12_v2	AL7G37080	scaffold_7_RagTag	12818485	12820479	1994	2473.75	1
NT12_v2	AL7G29360	scaffold_7_RagTag	8599631	8602021	2390	3018.75	1
NT12_v2	AL4G35580	scaffold_4_RagTag	19784290	19785322	1032	1287.5	1
NT12_v2	AL3G22630	scaffold_3_RagTag	4859416	4860379	963	1207.5	1
NT12_v2	AL6G36570	scaffold_6_RagTag	12280764	12281355	591	727.5	1
NT12_v2	AL6G40140	scaffold_6_RagTag	14812439	14824920	12481	14951.25	1
NT12_v2	AL8G11370	scaffold_8_RagTag	514713	519534	4821	6021.25	1
NT12_v2	AL2G37500	scaffold_2_RagTag	23330506	23340118	9612	12023.75	1
NT12_v2	AL3G47290	scaffold_3_RagTag	22675099	22677346	2247	2827.5	1
NT12_v2	AL5G16540	scaffold_5_RagTag	3351387	3353376	1989	2497.5	1
NT12_v2	AL8G17880	scaffold_8_RagTag	4873487	4880623	7136	8911.25	1
NT12_v2	AL8G10660	scaffold_8_RagTag	212910	216093	3183	3978.75	1
NT12_v2	AL3G16870	scaffold_3_RagTag	2607184	2608472	1288	1616.25	1
NT12_v2	AL4G35500	scaffold_4_RagTag	19684873	19685894	1021	1283.75	1
NT12_v2	AL4G10190	scaffold_4_RagTag	179281	180114	833	1041.25	1
NT12_v2	AL1G40880	scaffold_1_RagTag	12899938	12903259	3321	4146.25	1
NT12_v2	AL4G44420	scaffold_4_RagTag	23860551	23862714	2163	2601.25	1
NT12_v2	AL1G44510	scaffold_1_RagTag	14919261	14921503	2242	2793.75	1
NT12_v2	AL3G25980	scaffold_3_RagTag	6249690	6251514	1824	2281.25	1
NT12_v2	AL7G52050	scaffold_7_RagTag	25479034	25480796	1762	2411.25	1
NT12_v2	AL4G11740	scaffold_4_RagTag	908088	910406	2318	3343.75	1
NT12_v2	AL1G56790	scaffold_1_RagTag	27357136	27358221	1085	1361.25	1
NT12_v2	AL2G29950	scaffold_2_RagTag	19902699	19905413	2714	3397.5	1
NT12_v2	AL3G22540	scaffold_3_RagTag	4804334	4805224	890	1115	1
NT12_v2	AL7G14700	scaffold_7_RagTag	1944465	1947212	2747	3436.25	1
NT12_v2	AL7G17000	scaffold_7_RagTag	2995982	2998370	2388	3012.5	1
NT12_v2	AL8G23980	scaffold_8_RagTag	12444531	12447079	2548	3198.75	1
NT12_v2	AL1G44620	scaffold_1_RagTag	14974420	14978456	4036	5038.75	1
NT12_v2	AL1G32880	scaffold_1_RagTag	9122667	9123993	1326	1592.5	1
NT12_v2	AL3G41310	scaffold_3_RagTag	13951841	13953588	1747	2193.75	1
NT12_v2	AL8G16570	scaffold_8_RagTag	3794479	3796289	1810	2277.5	1
NT12_v2	AL2G25840	scaffold_2_RagTag	17549561	17553317	3756	4706.25	1
NT12_v2	AL4G44060	scaffold_4_RagTag	23631359	23637890	6531	8181.25	1
NT12_v2	AL6G36110	scaffold_6_RagTag	11688133	11690225	2092	2593.75	1
NT12_v2	AL8G32740	scaffold_8_RagTag	17312173	17318264	6091	7657.5	1
NT12_v2	AL1G40480	scaffold_1_RagTag	12710394	12717253	6859	8606.25	1
NT12_v2	AL1G40480	scaffold_4_RagTag	20802844	20809266	6422	8606.25	2
NT12_v2	AL4G23330	scaffold_3_RagTag	16183216	16186056	2840	3543.75	1
NT12_v2	AL6G24590	scaffold_6_RagTag	6075912	6078774	2862	3593.75	1
NT12_v2	AL1G31800	scaffold_1_RagTag	8727997	8732800	4803	5962.5	1
NT12_v2	AL6G10970	scaffold_6_RagTag	395029	398581	3552	4407.5	1
NT12_v2	AL1G11800	scaffold_1_RagTag	737340	740062	2722	3423.75	1
NT12_v2	AL1G13710	scaffold_1_RagTag	1469994	1473041	3047	3810	1
NT12_v2	AL6G51420	scaffold_6_RagTag	25447287	25449429	2142	2703.75	1
NT12_v2	AL4G14860	scaffold_4_RagTag	3018842	3021575	2733	3381.25	1
NT12_v2	AL8G19860	scaffold_8_RagTag	8949389	8951173	1784	2268.75	1
