assembly	gene	scaffold	start	end	length	max_length	copy
WS1_v2_s	AL4G22470	scaffold_4_RagTag	9151905	9156137	4232	5281.25	1
WS1_v2_s	AL7G49290	scaffold_7_RagTag	27649857	27651599	1742	2215	1
WS1_v2_s	AL5G14830	scaffold_5_RagTag	2483951	2486252	2301	2908.75	1
WS1_v2_s	AL1G38960	scaffold_1_RagTag	11980868	11982168	1300	1721.25	1
WS1_v2_s	AL7G37080	scaffold_7_RagTag	12508138	12510119	1981	2473.75	1
WS1_v2_s	AL7G29360	scaffold_7_RagTag	8538498	8540906	2408	3018.75	1
WS1_v2_s	AL4G35580	scaffold_4_RagTag	16344670	16345702	1032	1287.5	1
WS1_v2_s	AL3G22630	scaffold_3_RagTag	4776507	4777470	963	1207.5	1
WS1_v2_s	AL6G36570	scaffold_6_RagTag	12323157	12323736	579	727.5	1
WS1_v2_s	AL6G40140	scaffold_6_RagTag	14997142	15009634	12492	14951.25	1
WS1_v2_s	AL8G11370	scaffold_8_RagTag	638512	643335	4823	6021.25	1
WS1_v2_s	AL2G37500	scaffold_2_RagTag	21287193	21296807	9614	12023.75	1
WS1_v2_s	AL3G47290	scaffold_3_RagTag	20808306	20810555	2249	2827.5	1
WS1_v2_s	AL5G16540	scaffold_5_RagTag	3541901	3543852	1951	2497.5	1
WS1_v2_s	AL8G17880	scaffold_8_RagTag	5321956	5329093	7137	8911.25	1
WS1_v2_s	AL8G10660	scaffold_8_RagTag	247927	251109	3182	3978.75	1
WS1_v2_s	AL3G16870	scaffold_3_RagTag	2585672	2586960	1288	1616.25	1
WS1_v2_s	AL4G35500	scaffold_4_RagTag	16301536	16302562	1026	1283.75	1
WS1_v2_s	AL4G10190	scaffold_4_RagTag	416212	417045	833	1041.25	1
WS1_v2_s	AL1G40880	scaffold_1_RagTag	12882376	12885682	3306	4146.25	1
WS1_v2_s	AL4G44420	scaffold_4_RagTag	20259712	20261886	2174	2601.25	1
WS1_v2_s	AL1G44510	scaffold_1_RagTag	14691633	14693877	2244	2793.75	1
WS1_v2_s	AL3G25980	scaffold_3_RagTag	6163148	6164972	1824	2281.25	1
WS1_v2_s	AL7G52050	scaffold_7_RagTag	25855205	25857096	1891	2411.25	1
WS1_v2_s	AL4G11740	scaffold_4_RagTag	1427920	1430522	2602	3343.75	1
WS1_v2_s	AL1G56790	scaffold_1_RagTag	26604752	26605899	1147	1361.25	1
WS1_v2_s	AL2G29950	scaffold_2_RagTag	17802949	17805666	2717	3397.5	1
WS1_v2_s	AL3G22540	scaffold_3_RagTag	4737760	4738650	890	1115	1
WS1_v2_s	AL7G14700	scaffold_7_RagTag	1973120	1975868	2748	3436.25	1
WS1_v2_s	AL7G17000	scaffold_7_RagTag	3114761	3117170	2409	3012.5	1
WS1_v2_s	AL8G23980	scaffold_8_RagTag	13524487	13527031	2544	3198.75	1
WS1_v2_s	AL1G44620	scaffold_1_RagTag	14756789	14760819	4030	5038.75	1
WS1_v2_s	AL1G32880	scaffold_1_RagTag	9053725	9055047	1322	1592.5	1
WS1_v2_s	AL3G41310	scaffold_3_RagTag	13688404	13690202	1798	2193.75	1
WS1_v2_s	AL8G16570	scaffold_8_RagTag	4203074	4204894	1820	2277.5	1
WS1_v2_s	AL2G25840	scaffold_2_RagTag	15262086	15265855	3769	4706.25	1
WS1_v2_s	AL4G44060	scaffold_4_RagTag	20089364	20095892	6528	8181.25	1
WS1_v2_s	AL6G36110	scaffold_6_RagTag	11781043	11783138	2095	2593.75	1
WS1_v2_s	AL8G32740	scaffold_8_RagTag	18174712	18180843	6131	7657.5	1
WS1_v2_s	AL1G40480	scaffold_1_RagTag	12726818	12733687	6869	8606.25	1
WS1_v2_s	AL4G23330	scaffold_4_RagTag	10312083	10314921	2838	3543.75	1
WS1_v2_s	AL6G24590	scaffold_6_RagTag	6047717	6050579	2862	3593.75	1
WS1_v2_s	AL1G31800	scaffold_1_RagTag	8646907	8651682	4775	5962.5	1
WS1_v2_s	AL6G10970	scaffold_6_RagTag	394924	398472	3548	4407.5	1
WS1_v2_s	AL1G11800	scaffold_1_RagTag	811323	814046	2723	3423.75	1
WS1_v2_s	AL1G13710	scaffold_1_RagTag	1565881	1568931	3050	3810	1
WS1_v2_s	AL6G51420	scaffold_6_RagTag	25946105	25948244	2139	2703.75	1
WS1_v2_s	AL8G19860	scaffold_8_RagTag	10203783	10205567	1784	2268.75	1
