assembly	gene	scaffold	start	end	length	max_length	copy
AL08_v2_f	AL4G22470	scaffold_4_RagTag	11270978	11275177	4199	5281.25	1
AL08_v2_f	AL7G49290	scaffold_7_RagTag	24383286	24385045	1759	2215	1
AL08_v2_f	AL5G14830	scaffold_5_RagTag	2089207	2091538	2331	2908.75	1
AL08_v2_f	AL1G38960	scaffold_1_RagTag	10893113	10894470	1357	1721.25	1
AL08_v2_f	AL7G37080	scaffold_7_RagTag	11289225	11291203	1978	2473.75	1
AL08_v2_f	AL7G29360	scaffold_7_RagTag	7727789	7730158	2369	3018.75	1
AL08_v2_f	AL4G35580	scaffold_4_RagTag	17729860	17730888	1028	1287.5	1
AL08_v2_f	AL3G22630	scaffold_3_RagTag	4303107	4304072	965	1207.5	1
AL08_v2_f	AL6G36570	scaffold_6_RagTag	10796878	10797454	576	727.5	1
AL08_v2_f	AL6G40140	scaffold_6_RagTag	12959665	12971545	11880	14951.25	1
AL08_v2_f	AL8G11370	scaffold_8_RagTag	462049	466872	4823	6021.25	1
AL08_v2_f	AL2G37500	scaffold_2_RagTag	19896688	19906298	9610	12023.75	1
AL08_v2_f	AL3G47290	scaffold_3_RagTag	19762904	19765162	2258	2827.5	1
AL08_v2_f	AL5G16540	scaffold_5_RagTag	2943214	2945218	2004	2497.5	1
AL08_v2_f	AL8G17880	scaffold_8_RagTag	4476384	4483546	7162	8911.25	1
AL08_v2_f	AL8G10660	scaffold_8_RagTag	182684	185863	3179	3978.75	1
AL08_v2_f	AL3G16870	scaffold_3_RagTag	2344058	2345353	1295	1616.25	1
AL08_v2_f	AL4G35500	scaffold_4_RagTag	17690651	17691676	1025	1283.75	1
AL08_v2_f	AL4G10190	scaffold_4_RagTag	358106	358887	781	1041.25	1
AL08_v2_f	AL1G40880	scaffold_1_RagTag	11733542	11736845	3303	4146.25	1
AL08_v2_f	AL4G44420	scaffold_4_RagTag	21355894	21357942	2048	2601.25	1
AL08_v2_f	AL1G44510	scaffold_1_RagTag	13323739	13325974	2235	2793.75	1
AL08_v2_f	AL3G25980	scaffold_3_RagTag	5569561	5571385	1824	2281.25	1
AL08_v2_f	AL7G52050	scaffold_7_RagTag	22994776	22996693	1917	2411.25	1
AL08_v2_f	AL4G11740	scaffold_4_RagTag	987313	989987	2674	3343.75	1
AL08_v2_f	AL1G56790	scaffold_1_RagTag	24260556	24261676	1120	1361.25	1
AL08_v2_f	AL2G29950	scaffold_2_RagTag	16740296	16743003	2707	3397.5	1
AL08_v2_f	AL3G22540	scaffold_3_RagTag	4265283	4266173	890	1115	1
AL08_v2_f	AL7G14700	scaffold_7_RagTag	1882776	1885609	2833	3436.25	1
AL08_v2_f	AL7G17000	scaffold_7_RagTag	2823000	2825400	2400	3012.5	1
AL08_v2_f	AL8G23980	scaffold_8_RagTag	12080237	12082792	2555	3198.75	1
AL08_v2_f	AL1G44620	scaffold_1_RagTag	13370085	13374119	4034	5038.75	1
AL08_v2_f	AL1G32880	scaffold_1_RagTag	8497592	8498920	1328	1592.5	1
AL08_v2_f	AL3G41310	scaffold_3_RagTag	12573682	12575449	1767	2193.75	1
AL08_v2_f	AL8G16570	scaffold_8_RagTag	3675608	3677396	1788	2277.5	1
AL08_v2_f	AL2G25840	scaffold_2_RagTag	14600699	14604463	3764	4706.25	1
AL08_v2_f	AL4G44060	scaffold_4_RagTag	21185824	21192498	6674	8181.25	1
AL08_v2_f	AL6G36110	scaffold_6_RagTag	10450088	10452176	2088	2593.75	1
AL08_v2_f	AL8G32740	scaffold_8_RagTag	16137786	16143783	5997	7657.5	1
AL08_v2_f	AL1G40480	scaffold_1_RagTag	11584713	11591598	6885	8606.25	1
AL08_v2_f	AL4G23330	scaffold_4_RagTag	12445616	12448497	2881	3543.75	1
AL08_v2_f	AL6G24590	scaffold_6_RagTag	5561296	5564170	2874	3593.75	1
AL08_v2_f	AL1G31800	scaffold_1_RagTag	8108712	8113478	4766	5962.5	1
AL08_v2_f	AL6G10970	scaffold_6_RagTag	358065	361619	3554	4407.5	1
AL08_v2_f	AL1G11800	scaffold_1_RagTag	714366	717076	2710	3423.75	1
AL08_v2_f	AL1G13710	scaffold_1_RagTag	1430212	1433244	3032	3810	1
AL08_v2_f	AL6G51420	scaffold_6_RagTag	23244999	23247096	2097	2703.75	1
AL08_v2_f	AL4G14860	scaffold_4_RagTag	2644510	2647245	2735	3381.25	1
AL08_v2_f	AL8G19860	scaffold_8_RagTag	8780697	8782472	1775	2268.75	1
