assembly	gene	scaffold	start	end	length	max_length	copy
Nla.ragtag.scaffold_chr	AL4G22470	scaffold_4_RagTag	10638185	10642399	4214	5281.25	1
Nla.ragtag.scaffold_chr	AL7G49290	scaffold_7_RagTag	26652296	26654071	1775	2215	1
Nla.ragtag.scaffold_chr	AL5G14830	scaffold_5_RagTag	2102993	2105323	2330	2908.75	1
Nla.ragtag.scaffold_chr	AL1G38960	scaffold_1_RagTag	11334862	11336224	1362	1721.25	1
Nla.ragtag.scaffold_chr	AL7G37080	scaffold_7_RagTag	11363362	11365299	1937	2473.75	1
Nla.ragtag.scaffold_chr	AL7G29360	scaffold_7_RagTag	7800940	7803329	2389	3018.75	1
Nla.ragtag.scaffold_chr	AL4G35580	scaffold_4_RagTag	17257206	17258233	1027	1287.5	1
Nla.ragtag.scaffold_chr	AL3G22630	scaffold_3_RagTag	4421870	4422835	965	1207.5	1
Nla.ragtag.scaffold_chr	AL6G36570	scaffold_6_RagTag	11250630	11251205	575	727.5	1
Nla.ragtag.scaffold_chr	AL6G40140	scaffold_6_RagTag	13836501	13848451	11950	14951.25	1
Nla.ragtag.scaffold_chr	AL8G11370	scaffold_8_RagTag	517651	522467	4816	6021.25	1
Nla.ragtag.scaffold_chr	AL2G37500	scaffold_2_RagTag	20912806	20922410	9604	12023.75	1
Nla.ragtag.scaffold_chr	AL3G47290	scaffold_3_RagTag	21778474	21780721	2247	2827.5	1
Nla.ragtag.scaffold_chr	AL5G16540	scaffold_5_RagTag	3055802	3057826	2024	2497.5	1
Nla.ragtag.scaffold_chr	AL8G17880	scaffold_8_RagTag	4425511	4432642	7131	8911.25	1
Nla.ragtag.scaffold_chr	AL8G10660	scaffold_8_RagTag	203245	206423	3178	3978.75	1
Nla.ragtag.scaffold_chr	AL3G16870	scaffold_3_RagTag	2328078	2329368	1290	1616.25	1
Nla.ragtag.scaffold_chr	AL4G35500	scaffold_4_RagTag	17229460	17230485	1025	1283.75	1
Nla.ragtag.scaffold_chr	AL4G10190	scaffold_4_RagTag	388841	389606	765	1041.25	1
Nla.ragtag.scaffold_chr	AL1G40880	scaffold_1_RagTag	12314722	12318036	3314	4146.25	1
Nla.ragtag.scaffold_chr	AL4G44420	scaffold_4_RagTag	20969062	20971118	2056	2601.25	1
Nla.ragtag.scaffold_chr	AL1G44510	scaffold_1_RagTag	14008639	14010876	2237	2793.75	1
Nla.ragtag.scaffold_chr	AL3G25980	scaffold_3_RagTag	5691811	5693631	1820	2281.25	1
Nla.ragtag.scaffold_chr	AL7G52050	scaffold_7_RagTag	25165094	25166973	1879	2411.25	1
Nla.ragtag.scaffold_chr	AL4G11740	scaffold_4_RagTag	1018644	1021109	2465	3343.75	1
Nla.ragtag.scaffold_chr	AL1G56790	scaffold_1_RagTag	24816843	24817963	1120	1361.25	1
Nla.ragtag.scaffold_chr	AL1G56790	scaffold_1_RagTag	24877379	24878490	1111	1361.25	2
Nla.ragtag.scaffold_chr	AL1G56790	scaffold_1_RagTag	24888377	24889412	1035	1361.25	3
Nla.ragtag.scaffold_chr	AL2G29950	scaffold_2_RagTag	17757053	17759765	2712	3397.5	1
Nla.ragtag.scaffold_chr	AL3G22540	scaffold_3_RagTag	4321153	4322044	891	1115	1
Nla.ragtag.scaffold_chr	AL3G22540	scaffold_3_RagTag	4375253	4376142	889	1115	2
Nla.ragtag.scaffold_chr	AL7G14700	scaffold_7_RagTag	1790706	1793451	2745	3436.25	1
Nla.ragtag.scaffold_chr	AL7G17000	scaffold_7_RagTag	2837486	2839888	2402	3012.5	1
Nla.ragtag.scaffold_chr	AL8G23980	scaffold_8_RagTag	13563816	13566377	2561	3198.75	1
Nla.ragtag.scaffold_chr	AL1G44620	scaffold_1_RagTag	14061366	14065406	4040	5038.75	1
Nla.ragtag.scaffold_chr	AL1G32880	scaffold_1_RagTag	8685402	8686726	1324	1592.5	1
