assembly	gene	scaffold	start	end	length	max_length	copy
NT8_v2_fix	AL4G22470	scaffold_4_RagTag	13801976	13806211	4235	5281.25	1
NT8_v2_fix	AL7G49290	scaffold_7_RagTag	25927009	25928781	1772	2215	1
NT8_v2_fix	AL5G14830	scaffold_5_RagTag	2391245	2393566	2321	2908.75	1
NT8_v2_fix	AL1G38960	scaffold_1_RagTag	12280676	12281977	1301	1721.25	1
NT8_v2_fix	AL7G37080	scaffold_7_RagTag	12479504	12481493	1989	2473.75	1
NT8_v2_fix	AL7G29360	scaffold_7_RagTag	8506574	8508964	2390	3018.75	1
NT8_v2_fix	AL4G35580	scaffold_4_RagTag	21685187	21686219	1032	1287.5	1
NT8_v2_fix	AL3G22630	scaffold_3_RagTag	4969890	4970855	965	1207.5	1
NT8_v2_fix	AL6G36570	scaffold_6_RagTag	12105846	12106428	582	727.5	1
NT8_v2_fix	AL6G40140	scaffold_6_RagTag	14863278	14875749	12471	14951.25	1
NT8_v2_fix	AL8G11370	scaffold_8_RagTag	604882	609704	4822	6021.25	1
NT8_v2_fix	AL2G37500	scaffold_2_RagTag	23366821	23376435	9614	12023.75	1
NT8_v2_fix	AL3G47290	scaffold_3_RagTag	21262487	21264732	2245	2827.5	1
NT8_v2_fix	AL5G16540	scaffold_5_RagTag	3390708	3392730	2022	2497.5	1
NT8_v2_fix	AL8G17880	scaffold_8_RagTag	4820298	4827436	7138	8911.25	1
NT8_v2_fix	AL8G10660	scaffold_8_RagTag	284808	287994	3186	3978.75	1
NT8_v2_fix	AL3G16870	scaffold_3_RagTag	2727498	2728786	1288	1616.25	1
NT8_v2_fix	AL4G35500	scaffold_4_RagTag	21625211	21626237	1026	1283.75	1
NT8_v2_fix	AL4G10190	scaffold_4_RagTag	210784	211618	834	1041.25	1
NT8_v2_fix	AL1G40880	scaffold_1_RagTag	13253972	13257277	3305	4146.25	1
NT8_v2_fix	AL4G44420	scaffold_4_RagTag	25571174	25573254	2080	2601.25	1
NT8_v2_fix	AL1G44510	scaffold_1_RagTag	15220155	15222385	2230	2793.75	1
NT8_v2_fix	AL3G25980	scaffold_3_RagTag	6309330	6311154	1824	2281.25	1
NT8_v2_fix	AL7G52050	scaffold_7_RagTag	24277754	24279516	1762	2411.25	1
NT8_v2_fix	AL4G11740	scaffold_4_RagTag	944623	947130	2507	3343.75	1
NT8_v2_fix	AL1G56790	scaffold_1_RagTag	27133356	27134441	1085	1361.25	1
NT8_v2_fix	AL2G29950	scaffold_2_RagTag	19982542	19985253	2711	3397.5	1
NT8_v2_fix	AL3G22540	scaffold_3_RagTag	4927427	4928319	892	1115	1
NT8_v2_fix	AL7G14700	scaffold_7_RagTag	1929785	1932532	2747	3436.25	1
NT8_v2_fix	AL7G17000	scaffold_7_RagTag	3020015	3022415	2400	3012.5	1
NT8_v2_fix	AL8G23980	scaffold_8_RagTag	12998943	13001506	2563	3198.75	1
NT8_v2_fix	AL1G44620	scaffold_1_RagTag	15270952	15274989	4037	5038.75	1
NT8_v2_fix	AL1G32880	scaffold_1_RagTag	9455787	9457113	1326	1592.5	1
NT8_v2_fix	AL3G41310	scaffold_3_RagTag	13650353	13652131	1778	2193.75	1
NT8_v2_fix	AL8G16570	scaffold_8_RagTag	3888597	3890223	1626	2277.5	1
NT8_v2_fix	AL2G25840	scaffold_2_RagTag	17608418	17612176	3758	4706.25	1
NT8_v2_fix	AL4G44060	scaffold_4_RagTag	25369122	25375640	6518	8181.25	1
NT8_v2_fix	AL6G36110	scaffold_6_RagTag	11692357	11694448	2091	2593.75	1
NT8_v2_fix	AL8G32740	scaffold_8_RagTag	17978646	17984775	6129	7657.5	1
NT8_v2_fix	AL1G40480	scaffold_1_RagTag	13092042	13098884	6842	8606.25	1
NT8_v2_fix	AL1G40480	scaffold_4_RagTag	22690336	22695913	5577	8606.25	2
NT8_v2_fix	AL4G23330	scaffold_4_RagTag	15236355	15239191	2836	3543.75	1
NT8_v2_fix	AL6G24590	scaffold_6_RagTag	5780228	5783092	2864	3593.75	1
NT8_v2_fix	AL1G31800	scaffold_1_RagTag	9023803	9028592	4789	5962.5	1
NT8_v2_fix	AL6G10970	scaffold_6_RagTag	393526	397087	3561	4407.5	1
NT8_v2_fix	AL1G11800	scaffold_1_RagTag	740948	743669	2721	3423.75	1
NT8_v2_fix	AL1G13710	scaffold_1_RagTag	1490758	1493805	3047	3810	1
NT8_v2_fix	AL6G51420	scaffold_6_RagTag	26437394	26439538	2144	2703.75	1
NT8_v2_fix	AL4G14860	scaffold_4_RagTag	3246359	3249094	2735	3381.25	1
NT8_v2_fix	AL8G19860	scaffold_8_RagTag	9801708	9803494	1786	2268.75	1
