assembly	gene	scaffold	start	end	length	max_length	copy
F1-14.ragtag.scaffold_chr	AL4G22470	scaffold_4_RagTag	11772295	11776509	4214	5281.25	1
F1-14.ragtag.scaffold_chr	AL7G49290	scaffold_7_RagTag	26956844	26958607	1763	2215	1
F1-14.ragtag.scaffold_chr	AL5G14830	scaffold_5_RagTag	2608867	2611211	2344	2908.75	1
F1-14.ragtag.scaffold_chr	AL1G38960	scaffold_1_RagTag	12327909	12329257	1348	1721.25	1
F1-14.ragtag.scaffold_chr	AL1G38960	scaffold_1_RagTag	12408477	12409832	1355	1721.25	2
F1-14.ragtag.scaffold_chr	AL7G37080	scaffold_7_RagTag	12285188	12287200	2012	2473.75	1
F1-14.ragtag.scaffold_chr	AL7G29360	scaffold_7_RagTag	8597931	8600321	2390	3018.75	1
F1-14.ragtag.scaffold_chr	AL4G35580	scaffold_4_RagTag	17229614	17230645	1031	1287.5	1
F1-14.ragtag.scaffold_chr	AL3G22630	scaffold_3_RagTag	5225353	5226309	956	1207.5	1
F1-14.ragtag.scaffold_chr	AL6G36570	scaffold_6_RagTag	9450839	9451418	579	727.5	1
F1-14.ragtag.scaffold_chr	AL6G40140	scaffold_6_RagTag	11615239	11626909	11670	14951.25	1
F1-14.ragtag.scaffold_chr	AL8G11370	scaffold_8_RagTag	480818	485646	4828	6021.25	1
F1-14.ragtag.scaffold_chr	AL2G37500	scaffold_2_RagTag	22199164	22208776	9612	12023.75	1
F1-14.ragtag.scaffold_chr	AL3G47290	scaffold_3_RagTag	21733846	21736077	2231	2827.5	1
F1-14.ragtag.scaffold_chr	AL5G16540	scaffold_5_RagTag	3735904	3737918	2014	2497.5	1
F1-14.ragtag.scaffold_chr	AL8G17880	scaffold_8_RagTag	5161560	5168691	7131	8911.25	1
F1-14.ragtag.scaffold_chr	AL8G10660	scaffold_8_RagTag	154912	158092	3180	3978.75	1
F1-14.ragtag.scaffold_chr	AL3G16870	scaffold_3_RagTag	2835255	2836547	1292	1616.25	1
F1-14.ragtag.scaffold_chr	AL4G35500	scaffold_4_RagTag	17264981	17266007	1026	1283.75	1
F1-14.ragtag.scaffold_chr	AL4G10190	scaffold_2_RagTag	3698074	3698839	765	1041.25	1
F1-14.ragtag.scaffold_chr	AL1G40880	scaffold_1_RagTag	13271525	13274830	3305	4146.25	1
F1-14.ragtag.scaffold_chr	AL4G44420	scaffold_4_RagTag	23044775	23046835	2060	2601.25	1
F1-14.ragtag.scaffold_chr	AL1G44510	scaffold_1_RagTag	15052454	15054661	2207	2793.75	1
F1-14.ragtag.scaffold_chr	AL3G25980	scaffold_3_RagTag	6495391	6497211	1820	2281.25	1
F1-14.ragtag.scaffold_chr	AL7G52050	scaffold_7_RagTag	25590989	25592909	1920	2411.25	1
F1-14.ragtag.scaffold_chr	AL7G52050	scaffold_7_RagTag	25802950	25804853	1903	2411.25	2
F1-14.ragtag.scaffold_chr	AL4G11740	scaffold_4_RagTag	218592	221046	2454	3343.75	1
F1-14.ragtag.scaffold_chr	AL1G56790	scaffold_1_RagTag	25274647	25275767	1120	1361.25	1
F1-14.ragtag.scaffold_chr	AL1G56790	scaffold_1_RagTag	25375377	25376459	1082	1361.25	2
F1-14.ragtag.scaffold_chr	AL2G29950	scaffold_2_RagTag	18952486	18955196	2710	3397.5	1
F1-14.ragtag.scaffold_chr	AL3G22540	scaffold_3_RagTag	5119200	5119870	670	1115	1
F1-14.ragtag.scaffold_chr	AL3G22540	scaffold_3_RagTag	5174837	5175729	892	1115	2
F1-14.ragtag.scaffold_chr	AL7G14700	scaffold_7_RagTag	1987068	1989814	2746	3436.25	1
F1-14.ragtag.scaffold_chr	AL7G17000	scaffold_7_RagTag	3048568	3050977	2409	3012.5	1
F1-14.ragtag.scaffold_chr	AL8G23980	scaffold_8_RagTag	13102474	13105034	2560	3198.75	1
F1-14.ragtag.scaffold_chr	AL1G44620	scaffold_1_RagTag	15106132	15110163	4031	5038.75	1
F1-14.ragtag.scaffold_chr	AL1G32880	scaffold_1_RagTag	9893359	9894690	1331	1592.5	1
