assembly	gene	scaffold	start	end	length	max_length	copy
al1_v2_s	AL4G22470	scaffold_4_RagTag	12025870	12030098	4228	5281.25	1
al1_v2_s	AL7G49290	scaffold_7_RagTag	26981311	26983072	1761	2215	1
al1_v2_s	AL5G14830	scaffold_5_RagTag	2328803	2331134	2331	2908.75	1
al1_v2_s	AL1G38960	scaffold_1_RagTag	12433033	12434388	1355	1721.25	1
al1_v2_s	AL7G37080	scaffold_7_RagTag	12468735	12470751	2016	2473.75	1
al1_v2_s	AL7G29360	scaffold_7_RagTag	8670947	8673358	2411	3018.75	1
al1_v2_s	AL4G35580	scaffold_4_RagTag	19700039	19701071	1032	1287.5	1
al1_v2_s	AL3G22630	scaffold_3_RagTag	4740553	4741518	965	1207.5	1
al1_v2_s	AL6G36570	scaffold_6_RagTag	12199436	12200009	573	727.5	1
al1_v2_s	AL6G40140	scaffold_6_RagTag	14851418	14863293	11875	14951.25	1
al1_v2_s	AL8G11370	scaffold_8_RagTag	615931	620754	4823	6021.25	1
al1_v2_s	AL2G37500	scaffold_2_RagTag	22261182	22270789	9607	12023.75	1
al1_v2_s	AL3G47290	scaffold_3_RagTag	20047270	20049531	2261	2827.5	1
al1_v2_s	AL5G16540	scaffold_5_RagTag	3309403	3311229	1826	2497.5	1
al1_v2_s	AL8G17880	scaffold_8_RagTag	5189364	5196481	7117	8911.25	1
al1_v2_s	AL8G10660	scaffold_8_RagTag	287510	290688	3178	3978.75	1
al1_v2_s	AL3G16870	scaffold_3_RagTag	2489041	2490329	1288	1616.25	1
al1_v2_s	AL4G35500	scaffold_4_RagTag	19662908	19663930	1022	1283.75	1
al1_v2_s	AL4G10190	scaffold_4_RagTag	244578	245412	834	1041.25	1
al1_v2_s	AL1G40880	scaffold_1_RagTag	13370040	13373364	3324	4146.25	1
al1_v2_s	AL4G44420	scaffold_4_RagTag	23859474	23861554	2080	2601.25	1
al1_v2_s	AL1G44510	scaffold_1_RagTag	15330473	15332716	2243	2793.75	1
al1_v2_s	AL3G25980	scaffold_3_RagTag	6154531	6156355	1824	2281.25	1
al1_v2_s	AL7G52050	scaffold_7_RagTag	25175805	25177716	1911	2411.25	1
al1_v2_s	AL4G11740	scaffold_4_RagTag	982232	984751	2519	3343.75	1
al1_v2_s	AL1G56790	scaffold_1_RagTag	27088432	27089468	1036	1361.25	1
al1_v2_s	AL2G29950	scaffold_2_RagTag	18817051	18819796	2745	3397.5	1
al1_v2_s	AL3G22540	scaffold_3_RagTag	4690885	4691771	886	1115	1
al1_v2_s	AL7G14700	scaffold_7_RagTag	1932450	1935198	2748	3436.25	1
al1_v2_s	AL7G17000	scaffold_7_RagTag	2957374	2959771	2397	3012.5	1
al1_v2_s	AL8G23980	scaffold_8_RagTag	12048048	12050608	2560	3198.75	1
al1_v2_s	AL1G44620	scaffold_1_RagTag	15381857	15385891	4034	5038.75	1
al1_v2_s	AL1G32880	scaffold_1_RagTag	9539742	9541070	1328	1592.5	1
al1_v2_s	AL3G41310	scaffold_3_RagTag	13695737	13697518	1781	2193.75	1
al1_v2_s	AL8G16570	scaffold_8_RagTag	4220354	4222008	1654	2277.5	1
al1_v2_s	AL2G25840	scaffold_2_RagTag	16238229	16241986	3757	4706.25	1
al1_v2_s	AL4G44060	scaffold_4_RagTag	23509487	23516005	6518	8181.25	1
al1_v2_s	AL6G36110	scaffold_6_RagTag	11735332	11737423	2091	2593.75	1
al1_v2_s	AL8G32740	scaffold_8_RagTag	16971353	16977481	6128	7657.5	1
al1_v2_s	AL1G40480	scaffold_1_RagTag	13192615	13199475	6860	8606.25	1
al1_v2_s	AL1G40480	scaffold_4_RagTag	20774458	20781186	6728	8606.25	2
al1_v2_s	AL4G23330	scaffold_4_RagTag	13161404	13164222	2818	3543.75	1
al1_v2_s	AL6G24590	scaffold_6_RagTag	6172211	6175072	2861	3593.75	1
al1_v2_s	AL1G31800	scaffold_1_RagTag	9134921	9139702	4781	5962.5	1
al1_v2_s	AL6G10970	scaffold_6_RagTag	388913	392476	3563	4407.5	1
al1_v2_s	AL1G11800	scaffold_1_RagTag	801604	804327	2723	3423.75	1
al1_v2_s	AL1G13710	scaffold_1_RagTag	1769431	1773017	3586	3810	1
al1_v2_s	AL6G51420	scaffold_6_RagTag	26297736	26299888	2152	2703.75	1
al1_v2_s	AL4G14860	scaffold_4_RagTag	3232206	3234931	2725	3381.25	1
al1_v2_s	AL8G19860	scaffold_8_RagTag	8486396	8488184	1788	2268.75	1
