assembly	gene	scaffold	start	end	length	max_length	copy
AL27_v1	AL4G22470	scaffold_4_RagTag	10999155	11003381	4226	5281.25	1
AL27_v1	AL7G49290	scaffold_7_RagTag	25036786	25038557	1771	2215	1
AL27_v1	AL5G14830	scaffold_5_RagTag	2112572	2114905	2333	2908.75	1
AL27_v1	AL1G38960	scaffold_1_RagTag	10978207	10979507	1300	1721.25	1
AL27_v1	AL7G37080	scaffold_7_RagTag	11299637	11301615	1978	2473.75	1
AL27_v1	AL7G29360	scaffold_7_RagTag	7762277	7764652	2375	3018.75	1
AL27_v1	AL4G35580	scaffold_4_RagTag	17596074	17597106	1032	1287.5	1
AL27_v1	AL3G22630	scaffold_3_RagTag	4395134	4396096	962	1207.5	1
AL27_v1	AL6G36570	scaffold_6_RagTag	10714416	10714991	575	727.5	1
AL27_v1	AL6G40140	scaffold_6_RagTag	13257339	13269225	11886	14951.25	1
AL27_v1	AL8G11370	scaffold_8_RagTag	471982	476801	4819	6021.25	1
AL27_v1	AL2G37500	scaffold_2_RagTag	19475643	19485252	9609	12023.75	1
AL27_v1	AL3G47290	scaffold_3_RagTag	20794603	20796835	2232	2827.5	1
AL27_v1	AL5G16540	scaffold_5_RagTag	2971453	2973458	2005	2497.5	1
AL27_v1	AL8G17880	scaffold_8_RagTag	4328897	4336035	7138	8911.25	1
AL27_v1	AL8G10660	scaffold_8_RagTag	174870	178044	3174	3978.75	1
AL27_v1	AL3G16870	scaffold_3_RagTag	2420877	2422172	1295	1616.25	1
AL27_v1	AL4G35500	scaffold_4_RagTag	17559211	17560236	1025	1283.75	1
AL27_v1	AL4G10190	scaffold_4_RagTag	176852	177643	791	1041.25	1
AL27_v1	AL1G40880	scaffold_1_RagTag	11783424	11786685	3261	4146.25	1
AL27_v1	AL4G44420	scaffold_4_RagTag	21133017	21135066	2049	2601.25	1
AL27_v1	AL1G44510	scaffold_1_RagTag	13424691	13426913	2222	2793.75	1
AL27_v1	AL3G25980	scaffold_3_RagTag	5663155	5664979	1824	2281.25	1
AL27_v1	AL7G52050	scaffold_7_RagTag	23616043	23617944	1901	2411.25	1
AL27_v1	AL4G11740	scaffold_4_RagTag	770406	772615	2209	3343.75	1
AL27_v1	AL1G56790	scaffold_1_RagTag	25083663	25084805	1142	1361.25	1
AL27_v1	AL2G29950	scaffold_2_RagTag	16310231	16312945	2714	3397.5	1
AL27_v1	AL3G22540	scaffold_3_RagTag	4356688	4357574	886	1115	1
AL27_v1	AL7G14700	scaffold_7_RagTag	1769155	1771992	2837	3436.25	1
AL27_v1	AL7G17000	scaffold_7_RagTag	2748374	2750783	2409	3012.5	1
AL27_v1	AL8G23980	scaffold_8_RagTag	11443967	11446523	2556	3198.75	1
AL27_v1	AL1G44620	scaffold_1_RagTag	13478257	13481785	3528	5038.75	1
AL27_v1	AL1G32880	scaffold_1_RagTag	8546421	8547768	1347	1592.5	1
AL27_v1	AL3G41310	scaffold_3_RagTag	12368230	12369997	1767	2193.75	1
AL27_v1	AL8G16570	scaffold_8_RagTag	3530229	3532073	1844	2277.5	1
AL27_v1	AL2G25840	scaffold_2_RagTag	14175910	14179662	3752	4706.25	1
AL27_v1	AL4G44060	scaffold_4_RagTag	20972536	20978977	6441	8181.25	1
AL27_v1	AL6G36110	scaffold_6_RagTag	10350116	10352221	2105	2593.75	1
AL27_v1	AL8G32740	scaffold_8_RagTag	15374489	15380600	6111	7657.5	1
AL27_v1	AL1G40480	scaffold_1_RagTag	11627955	11634817	6862	8606.25	1
AL27_v1	AL4G23330	scaffold_4_RagTag	12181409	12184286	2877	3543.75	1
AL27_v1	AL6G24590	scaffold_6_RagTag	5446571	5449412	2841	3593.75	1
AL27_v1	AL1G31800	scaffold_1_RagTag	8138920	8143694	4774	5962.5	1
AL27_v1	AL6G10970	scaffold_6_RagTag	336279	339833	3554	4407.5	1
AL27_v1	AL1G11800	scaffold_1_RagTag	671950	674682	2732	3423.75	1
AL27_v1	AL1G13710	scaffold_1_RagTag	1344604	1347656	3052	3810	1
AL27_v1	AL6G51420	scaffold_6_RagTag	22973749	22975841	2092	2703.75	1
AL27_v1	AL4G14860	scaffold_4_RagTag	2480451	2483149	2698	3381.25	1
AL27_v1	AL8G19860	scaffold_8_RagTag	8641975	8643759	1784	2268.75	1
