assembly	gene	scaffold	start	end	length	max_length	copy
BOR_v1	AL4G22470	scaffold_4_RagTag:18000-22695972	11526857	11531093	4236	5281.25	1
BOR_v1	AL7G49290	scaffold_7_RagTag:0-26551907	25233585	25235349	1764	2215	1
BOR_v1	AL5G14830	scaffold_5_RagTag:0-21731985	2025039	2027370	2331	2908.75	1
BOR_v1	AL1G38960	scaffold_1_RagTag:0-28294041	11041092	11042438	1346	1721.25	1
BOR_v1	AL7G37080	scaffold_7_RagTag:0-26551907	11556372	11558358	1986	2473.75	1
BOR_v1	AL7G29360	scaffold_7_RagTag:0-26551907	7901041	7903407	2366	3018.75	1
BOR_v1	AL4G35580	scaffold_4_RagTag:18000-22695972	17870330	17871358	1028	1287.5	1
BOR_v1	AL3G22630	scaffold_3_RagTag:0-24937921	4528776	4529742	966	1207.5	1
BOR_v1	AL6G36570	scaffold_6_RagTag:0-24760478	10881146	10881722	576	727.5	1
BOR_v1	AL6G40140	scaffold_6_RagTag:0-24760478	13021136	13033012	11876	14951.25	1
BOR_v1	AL8G11370	scaffold_8_RagTag:0-21093757	580380	585204	4824	6021.25	1
BOR_v1	AL2G37500	scaffold_2_RagTag:0-21425966	19671199	19680818	9619	12023.75	1
BOR_v1	AL3G47290	scaffold_3_RagTag:0-24937921	20526921	20529158	2237	2827.5	1
BOR_v1	AL5G16540	scaffold_5_RagTag:0-21731985	2942994	2944996	2002	2497.5	1
BOR_v1	AL8G17880	scaffold_8_RagTag:0-21093757	4438515	4445645	7130	8911.25	1
BOR_v1	AL8G10660	scaffold_8_RagTag:0-21093757	225432	228601	3169	3978.75	1
BOR_v1	AL3G16870	scaffold_3_RagTag:0-24937921	2457381	2458677	1296	1616.25	1
BOR_v1	AL4G35500	scaffold_4_RagTag:18000-22695972	17837725	17838747	1022	1283.75	1
BOR_v1	AL4G10190	scaffold_4_RagTag:18000-22695972	294273	295084	811	1041.25	1
BOR_v1	AL1G40880	scaffold_1_RagTag:0-28294041	11835317	11838626	3309	4146.25	1
BOR_v1	AL4G44420	scaffold_4_RagTag:18000-22695972	21360793	21362865	2072	2601.25	1
BOR_v1	AL1G44510	scaffold_1_RagTag:0-28294041	13601956	13604179	2223	2793.75	1
BOR_v1	AL3G25980	scaffold_3_RagTag:0-24937921	5800917	5802737	1820	2281.25	1
BOR_v1	AL7G52050	scaffold_7_RagTag:0-26551907	23824421	23826181	1760	2411.25	1
BOR_v1	AL4G11740	scaffold_4_RagTag:18000-22695972	956713	959370	2657	3343.75	1
BOR_v1	AL1G56790	scaffold_1_RagTag:0-28294041	24485808	24486922	1114	1361.25	1
BOR_v1	AL1G56790	scaffold_1_RagTag:0-28294041	24500211	24501336	1125	1361.25	2
BOR_v1	AL2G29950	scaffold_2_RagTag:0-21425966	16625126	16627843	2717	3397.5	1
BOR_v1	AL3G22540	scaffold_3_RagTag:0-24937921	4486397	4487289	892	1115	1
BOR_v1	AL7G14700	scaffold_7_RagTag:0-26551907	1814607	1817444	2837	3436.25	1
BOR_v1	AL7G17000	scaffold_7_RagTag:0-26551907	2786849	2789257	2408	3012.5	1
BOR_v1	AL8G23980	scaffold_8_RagTag:0-21093757	11889925	11892483	2558	3198.75	1
BOR_v1	AL1G44620	scaffold_1_RagTag:0-28294041	13661252	13665257	4005	5038.75	1
BOR_v1	AL1G32880	scaffold_1_RagTag:0-28294041	8606284	8607611	1327	1592.5	1
BOR_v1	AL3G41310	scaffold_3_RagTag:0-24937921	12332189	12333955	1766	2193.75	1
BOR_v1	AL8G16570	scaffold_8_RagTag:0-21093757	3615422	3617063	1641	2277.5	1
BOR_v1	AL2G25840	scaffold_2_RagTag:0-21425966	14571098	14574872	3774	4706.25	1
BOR_v1	AL4G44060	scaffold_4_RagTag:18000-22695972	21188327	21194782	6455	8181.25	1
BOR_v1	AL6G36110	scaffold_6_RagTag:0-24760478	10503906	10505997	2091	2593.75	1
BOR_v1	AL8G32740	scaffold_8_RagTag:0-21093757	16076466	16082621	6155	7657.5	1
BOR_v1	AL1G40480	scaffold_1_RagTag:0-28294041	11673788	11680671	6883	8606.25	1
BOR_v1	AL4G23330	scaffold_4_RagTag:18000-22695972	12572114	12574934	2820	3543.75	1
BOR_v1	AL6G24590	scaffold_6_RagTag:0-24760478	5663734	5666596	2862	3593.75	1
BOR_v1	AL1G31800	scaffold_1_RagTag:0-28294041	8210853	8215623	4770	5962.5	1
BOR_v1	AL6G10970	scaffold_6_RagTag:0-24760478	348356	351907	3551	4407.5	1
BOR_v1	AL1G11800	scaffold_1_RagTag:0-28294041	693192	695924	2732	3423.75	1
BOR_v1	AL1G13710	scaffold_1_RagTag:0-28294041	1399522	1402568	3046	3810	1
BOR_v1	AL6G51420	scaffold_6_RagTag:0-24760478	23803155	23805284	2129	2703.75	1
BOR_v1	AL4G14860	scaffold_4_RagTag:18000-22695972	2678839	2681541	2702	3381.25	1
BOR_v1	AL8G19860	scaffold_8_RagTag:0-21093757	9123771	9125563	1792	2268.75	1
