assembly	gene	scaffold	start	end	length	max_length	copy
PU6_v3_fin	AL4G22470	scaffold_4	11359830	11364044	4214	5281.25	1
PU6_v3_fin	AL7G49290	scaffold_7	28217625	28219376	1751	2215	1
PU6_v3_fin	AL5G14830	scaffold_5	2570355	2572681	2326	2908.75	1
PU6_v3_fin	AL1G38960	scaffold_1	12415600	12416944	1344	1721.25	1
PU6_v3_fin	AL7G29360	scaffold_7	8636822	8639212	2390	3018.75	1
PU6_v3_fin	AL4G35580	scaffold_4	18902850	18903880	1030	1287.5	1
PU6_v3_fin	AL3G22630	scaffold_3	4910526	4911491	965	1207.5	1
PU6_v3_fin	AL6G36570	scaffold_6	11219354	11219932	578	727.5	1
PU6_v3_fin	AL6G40140	scaffold_6	13701902	13713864	11962	14951.25	1
PU6_v3_fin	AL8G11370	scaffold_8	664404	669232	4828	6021.25	1
PU6_v3_fin	AL2G37500	scaffold_2	23708253	23717839	9586	12023.75	1
PU6_v3_fin	AL3G47290	scaffold_3	21661733	21663971	2238	2827.5	1
PU6_v3_fin	AL5G16540	scaffold_5	3514678	3516698	2020	2497.5	1
PU6_v3_fin	AL8G17880	scaffold_8	5383972	5391090	7118	8911.25	1
PU6_v3_fin	AL8G10660	scaffold_8	265893	269083	3190	3978.75	1
PU6_v3_fin	AL3G16870	scaffold_3	2647740	2649027	1287	1616.25	1
PU6_v3_fin	AL4G35500	scaffold_4	18865116	18866147	1031	1283.75	1
PU6_v3_fin	AL4G10190	scaffold_4	294760	295592	832	1041.25	1
PU6_v3_fin	AL1G40880	scaffold_1	13406607	13409912	3305	4146.25	1
PU6_v3_fin	AL4G44420	scaffold_4	22704291	22706323	2032	2601.25	1
PU6_v3_fin	AL1G44510	scaffold_1	15456953	15459193	2240	2793.75	1
PU6_v3_fin	AL3G25980	scaffold_3	6312448	6314272	1824	2281.25	1
PU6_v3_fin	AL7G52050	scaffold_7	26556154	26557898	1744	2411.25	1
PU6_v3_fin	AL4G11740	scaffold_4	1022070	1024684	2614	3343.75	1
PU6_v3_fin	AL1G56790	scaffold_1	27502116	27503258	1142	1361.25	1
PU6_v3_fin	AL2G29950	scaffold_2	20205248	20207976	2728	3397.5	1
PU6_v3_fin	AL3G22540	scaffold_3	4863262	4864153	891	1115	1
PU6_v3_fin	AL7G14700	scaffold_7	1987159	1989906	2747	3436.25	1
PU6_v3_fin	AL7G17000	scaffold_7	3140365	3142761	2396	3012.5	1
PU6_v3_fin	AL8G23980	scaffold_8	12755026	12757571	2545	3198.75	1
PU6_v3_fin	AL1G32880	scaffold_1	9423329	9424594	1265	1592.5	1
PU6_v3_fin	AL3G41310	scaffold_3	13861246	13863000	1754	2193.75	1
PU6_v3_fin	AL8G16570	scaffold_8	4472516	4474156	1640	2277.5	1
PU6_v3_fin	AL2G25840	scaffold_2	17701203	17704959	3756	4706.25	1
PU6_v3_fin	AL4G44060	scaffold_4	22523867	22530390	6523	8181.25	1
PU6_v3_fin	AL6G36110	scaffold_6	10830982	10833077	2095	2593.75	1
PU6_v3_fin	AL8G32740	scaffold_8	17486873	17493033	6160	7657.5	1
PU6_v3_fin	AL1G40480	scaffold_1	13230134	13237015	6881	8606.25	1
PU6_v3_fin	AL4G23330	scaffold_4	12539578	12542416	2838	3543.75	1
PU6_v3_fin	AL6G24590	scaffold_6	5458163	5461027	2864	3593.75	1
PU6_v3_fin	AL1G31800	scaffold_1	9003890	9008679	4789	5962.5	1
PU6_v3_fin	AL6G10970	scaffold_6	402245	405769	3524	4407.5	1
PU6_v3_fin	AL1G11800	scaffold_1	822886	825606	2720	3423.75	1
PU6_v3_fin	AL1G13710	scaffold_1	1595187	1598224	3037	3810	1
PU6_v3_fin	AL6G51420	scaffold_6	24836800	24838952	2152	2703.75	1
PU6_v3_fin	AL4G14860	scaffold_4	2967927	2970638	2711	3381.25	1
PU6_v3_fin	AL8G19860	scaffold_8	9438132	9439922	1790	2268.75	1
