assembly	gene	scaffold	start	end	length	max_length	copy
MN47_mabs_v3	AL4G22470	scaffold_4_RagTag	12947037	12951276	4239	5281.25	1
MN47_mabs_v3	AL7G49290	scaffold_7_RagTag	27227210	27228981	1771	2215	1
MN47_mabs_v3	AL5G14830	scaffold_5_RagTag	2332950	2335278	2328	2908.75	1
MN47_mabs_v3	AL1G38960	scaffold_1_RagTag	11354647	11356023	1376	1721.25	1
MN47_mabs_v3	AL7G37080	scaffold_7_RagTag	11650185	11652163	1978	2473.75	1
MN47_mabs_v3	AL7G29360	scaffold_7_RagTag	8020894	8023308	2414	3018.75	1
MN47_mabs_v3	AL4G35580	scaffold_4_RagTag	19575604	19576633	1029	1287.5	1
MN47_mabs_v3	AL3G22630	scaffold_3_RagTag	4618551	4619516	965	1207.5	1
MN47_mabs_v3	AL6G36570	scaffold_6_RagTag	11159052	11159633	581	727.5	1
MN47_mabs_v3	AL6G40140	scaffold_6_RagTag	13555570	13567530	11960	14951.25	1
MN47_mabs_v3	AL1G56960	scaffold_1_RagTag	25921200	25923094	1894	2368.75	1
MN47_mabs_v3	AL8G11370	scaffold_8_RagTag	640373	645189	4816	6021.25	1
MN47_mabs_v3	AL2G37500	scaffold_2_RagTag	21614004	21623622	9618	12023.75	1
MN47_mabs_v3	AL3G47290	scaffold_3_RagTag	20980847	20983108	2261	2827.5	1
MN47_mabs_v3	AL5G16540	scaffold_5_RagTag	3304179	3306176	1997	2497.5	1
MN47_mabs_v3	AL8G17880	scaffold_8_RagTag	4865217	4872332	7115	8911.25	1
MN47_mabs_v3	AL8G10660	scaffold_8_RagTag	303038	306220	3182	3978.75	1
MN47_mabs_v3	AL3G16870	scaffold_3_RagTag	2531385	2532677	1292	1616.25	1
MN47_mabs_v3	AL4G35500	scaffold_4_RagTag	19540466	19541492	1026	1283.75	1
MN47_mabs_v3	AL4G10190	scaffold_4_RagTag	287636	288468	832	1041.25	1
MN47_mabs_v3	AL1G40880	scaffold_1_RagTag	12190487	12193803	3316	4146.25	1
MN47_mabs_v3	AL4G44420	scaffold_4_RagTag	23107432	23109512	2080	2601.25	1
MN47_mabs_v3	AL1G44510	scaffold_1_RagTag	13880121	13882355	2234	2793.75	1
MN47_mabs_v3	AL3G25980	scaffold_3_RagTag	5889715	5891539	1824	2281.25	1
MN47_mabs_v3	AL7G52050	scaffold_7_RagTag	25377162	25379090	1928	2411.25	1
MN47_mabs_v3	AL4G11740	scaffold_4_RagTag	1018656	1021330	2674	3343.75	1
MN47_mabs_v3	AL1G56790	scaffold_1_RagTag	25820707	25821795	1088	1361.25	1
MN47_mabs_v3	AL2G29950	scaffold_2_RagTag	18536466	18539188	2722	3397.5	1
MN47_mabs_v3	AL3G22540	scaffold_3_RagTag	4578912	4579803	891	1115	1
MN47_mabs_v3	AL7G14700	scaffold_7_RagTag	1892252	1894999	2747	3436.25	1
MN47_mabs_v3	AL7G17000	scaffold_7_RagTag	2901434	2903843	2409	3012.5	1
MN47_mabs_v3	AL8G23980	scaffold_8_RagTag	14618894	14621452	2558	3198.75	1
MN47_mabs_v3	AL1G44620	scaffold_1_RagTag	13934539	13938569	4030	5038.75	1
MN47_mabs_v3	AL1G32880	scaffold_1_RagTag	8708383	8709656	1273	1592.5	1
MN47_mabs_v3	AL3G41310	scaffold_3_RagTag	13297897	13299651	1754	2193.75	1
MN47_mabs_v3	AL8G16570	scaffold_8_RagTag	3910463	3912284	1821	2277.5	1
MN47_mabs_v3	AL2G25840	scaffold_2_RagTag	16374749	16378513	3764	4706.25	1
MN47_mabs_v3	AL4G44060	scaffold_4_RagTag	22958523	22965067	6544	8181.25	1
MN47_mabs_v3	AL6G36110	scaffold_6_RagTag	10827734	10829808	2074	2593.75	1
MN47_mabs_v3	AL8G32740	scaffold_8_RagTag	18908529	18914654	6125	7657.5	1
MN47_mabs_v3	AL1G40480	scaffold_1_RagTag	12027922	12034806	6884	8606.25	1
MN47_mabs_v3	AL1G40480	scaffold_4_RagTag	20559498	20565543	6045	8606.25	2
MN47_mabs_v3	AL4G23330	scaffold_4_RagTag	14000522	14003356	2834	3543.75	1
MN47_mabs_v3	AL6G24590	scaffold_6_RagTag	5666384	5669258	2874	3593.75	1
MN47_mabs_v3	AL1G31800	scaffold_1_RagTag	8245918	8250687	4769	5962.5	1
MN47_mabs_v3	AL6G10970	scaffold_6_RagTag	366320	369845	3525	4407.5	1
MN47_mabs_v3	AL1G11800	scaffold_1_RagTag	643403	646141	2738	3423.75	1
MN47_mabs_v3	AL1G13710	scaffold_1_RagTag	1323342	1326389	3047	3810	1
MN47_mabs_v3	AL6G51420	scaffold_6_RagTag	24121338	24123500	2162	2703.75	1
MN47_mabs_v3	AL4G14860	scaffold_4_RagTag	3024285	3026989	2704	3381.25	1
MN47_mabs_v3	AL8G19860	scaffold_8_RagTag	10799846	10801660	1814	2268.75	1
