qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT1G11145	CP087126.2	100	635	0	0	1	635	3731174	3731808	0	1173	GCA_020911765.2_ASM2091176v2_genomic
AT1G11145	CP086744.1	99.685	635	2	0	1	635	3729074	3729708	0	1162	GCA_024498495.1_ASM2449849v1_genomic
AT1G11145	CM046288.1	99.843	635	1	0	1	635	3717657	3718291	0	1168	GCA_025388435.1_AtA1-141.20181003_genomic
AT1G11145	CM072657.1	99.685	635	2	0	1	635	3786296	3786930	0	1162	GCA_036926925.1_ASM3692692v1_genomic
AT1G11145	CM072637.1	99.843	635	1	0	1	635	3720231	3720865	0	1168	GCA_036926965.1_ASM3692696v1_genomic
AT1G11145	CM072652.1	99.843	635	1	0	1	635	3776687	3777321	0	1168	GCA_036926975.1_ASM3692697v1_genomic
AT1G11145	CM072642.1	99.843	635	1	0	1	635	3718861	3719495	0	1168	GCA_036927025.1_ASM3692702v1_genomic
AT1G11145	CM072647.1	99.685	635	2	0	1	635	3724867	3725501	0	1162	GCA_036927045.1_ASM3692704v1_genomic
AT1G11145	CM072627.1	100	635	0	0	1	635	3731007	3731641	0	1173	GCA_036927085.1_ASM3692708v1_genomic
AT1G11145	CM072622.1	99.843	635	1	0	1	635	3740116	3740750	0	1168	GCA_036927245.1_ASM3692724v1_genomic
AT1G11145	CM072632.1	99.843	635	1	0	1	635	3721143	3721777	0	1168	GCA_036927255.1_ASM3692725v1_genomic
AT1G11145	CM072617.1	99.685	635	2	0	1	635	3739184	3739818	0	1162	GCA_036927265.1_ASM3692726v1_genomic
AT1G11145	CM072607.1	99.685	635	2	0	1	635	3740320	3740954	0	1162	GCA_036927275.1_ASM3692727v1_genomic
AT1G11145	CM072612.1	99.685	635	2	0	1	635	3751543	3752177	0	1162	GCA_036927285.1_ASM3692728v1_genomic
AT1G11145	CM072602.1	99.843	635	1	0	1	635	3777563	3778197	0	1168	GCA_036927355.1_ASM3692735v1_genomic
AT1G11145	CM072592.1	99.685	635	2	0	1	635	3715860	3716494	0	1162	GCA_036927365.1_ASM3692736v1_genomic
AT1G11145	CM072597.1	99.843	635	1	0	1	635	3764142	3764776	0	1168	GCA_036927375.1_ASM3692737v1_genomic
AT1G11145	CM072587.1	99.685	635	2	0	1	635	3734661	3735295	0	1162	GCA_036927385.1_ASM3692738v1_genomic
AT1G11145	CM072582.1	99.685	635	2	0	1	635	3772781	3773415	0	1162	GCA_036927435.1_ASM3692743v1_genomic
AT1G11145	CM072567.1	100	635	0	0	1	635	3754202	3754836	0	1173	GCA_036927455.1_ASM3692745v1_genomic
AT1G11145	CM072562.1	99.685	635	2	0	1	635	3753846	3754480	0	1162	GCA_036927475.1_ASM3692747v1_genomic
AT1G11145	CM072577.1	99.685	635	2	0	1	635	3717968	3718602	0	1162	GCA_036927485.1_ASM3692748v1_genomic
AT1G11145	CM072572.1	99.685	635	2	0	1	635	3722492	3723126	0	1162	GCA_036927505.1_ASM3692750v1_genomic
AT1G11145	CP137946.1	99.843	635	1	0	1	635	3738854	3739488	0	1168	GCA_036936705.1_ASM3693670v1_genomic
AT1G11145	CP137951.1	100	635	0	0	1	635	3725652	3726286	0	1173	GCA_036936715.1_ASM3693671v1_genomic
AT1G11145	CP137956.1	99.843	635	1	0	1	635	3720182	3720816	0	1168	GCA_036936845.1_ASM3693684v1_genomic
AT1G11145	CP137961.1	100	635	0	0	1	635	3749920	3750554	0	1173	GCA_036936885.1_ASM3693688v1_genomic
AT1G11145	CP137966.1	99.843	635	1	0	1	635	3737883	3738517	0	1168	GCA_036936895.1_ASM3693689v1_genomic
AT1G11145	CP137971.1	99.843	635	1	0	1	635	3720649	3721283	0	1168	GCA_036936905.1_ASM3693690v1_genomic
AT1G11145	CP137976.1	99.685	635	2	0	1	635	3706801	3707435	0	1162	GCA_036936915.1_ASM3693691v1_genomic
AT1G11145	CP137981.1	100	635	0	0	1	635	3735619	3736253	0	1173	GCA_036936945.1_ASM3693694v1_genomic
AT1G11145	CP137986.1	100	635	0	0	1	635	3735774	3736408	0	1173	GCA_036936955.1_ASM3693695v1_genomic
AT1G11145	CP137991.1	97.48	635	3	1	1	635	3713009	3713630	0	1072	GCA_036937005.1_ASM3693700v1_genomic
AT1G11145	CP137996.1	97.48	635	3	1	1	635	3712673	3713294	0	1072	GCA_036937185.1_ASM3693718v1_genomic
AT1G11145	CP138001.1	100	635	0	0	1	635	3717610	3718244	0	1173	GCA_036937335.1_ASM3693733v1_genomic
AT1G11145	CP138006.1	99.843	635	1	0	1	635	3724227	3724861	0	1168	GCA_036937385.1_ASM3693738v1_genomic
AT1G11145	CP138016.1	99.843	635	1	0	1	635	3727828	3728462	0	1168	GCA_036937455.1_ASM3693745v1_genomic
AT1G11145	CP138011.1	100	635	0	0	1	635	3733797	3734431	0	1173	GCA_036937465.1_ASM3693746v1_genomic
AT1G11145	CP138021.1	100	635	0	0	1	635	3764714	3765348	0	1173	GCA_036937475.1_ASM3693747v1_genomic
AT1G11145	CP138026.1	100	635	0	0	1	635	3758831	3759465	0	1173	GCA_036937505.1_ASM3693750v1_genomic
AT1G11145	CP138031.1	99.843	635	1	0	1	635	3715335	3715969	0	1168	GCA_036937515.1_ASM3693751v1_genomic
AT1G11145	CP138036.1	99.843	635	1	0	1	635	3718134	3718768	0	1168	GCA_036937805.1_ASM3693780v1_genomic
AT1G11145	CP138046.1	100	635	0	0	1	635	3737106	3737740	0	1173	GCA_036937815.1_ASM3693781v1_genomic
AT1G11145	CP138041.1	99.843	635	1	0	1	635	3761672	3762306	0	1168	GCA_036937985.1_ASM3693798v1_genomic
AT1G11145	CP138051.1	100	635	0	0	1	635	3742552	3743186	0	1173	GCA_036938785.1_ASM3693878v1_genomic
AT1G11145	CP138061.1	99.843	635	1	0	1	635	3751197	3751831	0	1168	GCA_036939995.1_ASM3693999v1_genomic
AT1G11145	CP138056.1	99.843	635	1	0	1	635	3711406	3712040	0	1168	GCA_036940305.1_ASM3694030v1_genomic
AT1G11145	CP138066.1	99.685	635	2	0	1	635	3752099	3752733	0	1162	GCA_036940335.1_ASM3694033v1_genomic
