qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT4G04110	CP087129.2	100	1424	0	0	1	1424	2162798	2164221	0	2630	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087129.2	84.892	139	15	6	398	532	9720901	9720765	2.26e-30	135	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087128.1	85.211	426	50	11	218	638	20665353	20664936	1.2e-117	425	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087128.1	83.962	424	55	11	218	636	20660661	20660246	3.38e-108	394	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087128.1	92.381	210	15	1	11	219	17527568	17527359	2.73e-79	298	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087128.1	90.909	209	18	1	11	218	17522622	17522414	9.87e-74	279	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087127.2	95.169	207	8	2	14	218	7815751	7815545	1.25e-87	326	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087127.2	90.179	224	18	4	11	233	7223856	7223636	1.64e-76	289	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP087127.2	94.231	156	8	1	11	165	7819858	7819703	6.03e-61	237	GCA_020911765.2_ASM2091176v2_genomic
AT4G04110	CP086747.1	99.226	1422	11	0	3	1424	2093711	2095132	0	2566	GCA_024498495.1_ASM2449849v1_genomic
AT4G04110	CP086747.1	84.507	142	17	5	398	535	7438135	7437995	2.07e-30	135	GCA_024498495.1_ASM2449849v1_genomic
AT4G04110	CP086746.1	84.742	426	52	11	218	638	18287399	18286982	2.38e-114	414	GCA_024498495.1_ASM2449849v1_genomic
AT4G04110	CP086746.1	90.995	211	18	1	11	220	12035227	12035017	6.99e-75	283	GCA_024498495.1_ASM2449849v1_genomic
AT4G04110	CP086746.1	90.952	210	18	1	11	219	12039417	12039208	2.51e-74	281	GCA_024498495.1_ASM2449849v1_genomic
AT4G04110	CP086746.1	90.909	209	18	1	11	218	15182900	15182692	9.04e-74	279	GCA_024498495.1_ASM2449849v1_genomic
