qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT1G58310	CP087126.2	100	1696	0	0	1	1696	23830831	23832526	0	3133	GCA_020911765.2_ASM2091176v2_genomic
AT1G58310	CP087129.2	78.187	761	138	24	248	1002	11633648	11634386	3.92e-128	460	GCA_020911765.2_ASM2091176v2_genomic
AT1G58310	CP087130.2	81.897	116	19	2	6	120	19912180	19912066	1.27e-18	97.1	GCA_020911765.2_ASM2091176v2_genomic
AT3G03030	CP087128.1	100	2030	0	0	1	2030	685055	687084	0	3749	GCA_020911765.2_ASM2091176v2_genomic
AT3G03030	CP087128.1	82.759	1479	212	27	193	1657	687680	689129	0	1279	GCA_020911765.2_ASM2091176v2_genomic
AT3G03030	CP087128.1	79.457	258	41	8	194	450	24457590	24457344	2.47e-41	172	GCA_020911765.2_ASM2091176v2_genomic
AT3G03030	CP087128.1	89.552	134	6	2	73	206	683940	684065	1.49e-38	163	GCA_020911765.2_ASM2091176v2_genomic
AT3G03030	CP087130.2	80.137	438	73	13	1222	1654	18471510	18471938	3.88e-84	315	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087128.1	100	2251	0	0	1	2251	687390	689640	0	4157	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087128.1	82.77	1480	210	29	291	1740	685247	686711	0	1279	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087128.1	74.884	1509	279	57	294	1730	24461523	24460043	1.37e-168	595	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087128.1	74.172	1510	296	56	292	1735	24464724	24463243	1.81e-152	542	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087128.1	75.301	1081	198	36	701	1742	24475082	24474032	8.75e-126	453	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087128.1	78.112	466	76	19	1316	1770	24482415	24482865	2.63e-71	272	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087130.2	78.3	447	80	10	1311	1742	18481410	18481854	2.63e-71	272	GCA_020911765.2_ASM2091176v2_genomic
AT3G03040	CP087130.2	81.25	288	51	3	284	569	18476916	18477202	1.6e-58	230	GCA_020911765.2_ASM2091176v2_genomic
AT3G49150	CP087128.1	100	1573	0	0	1	1573	20900347	20901919	0	2905	GCA_020911765.2_ASM2091176v2_genomic
AT3G49150	CP087128.1	75.784	1499	312	41	43	1519	24581851	24580382	0	710	GCA_020911765.2_ASM2091176v2_genomic
AT3G49150	CP087127.2	72.801	1478	304	69	43	1490	9097592	9096183	1.03e-113	412	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087128.1	100	2061	0	0	1	2061	24454319	24456379	0	3807	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087128.1	77.044	636	132	14	213	841	24446802	24446174	8.35e-96	353	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087128.1	75.381	459	82	19	1241	1694	24435540	24435972	1.93e-47	193	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087128.1	74.67	454	94	12	1241	1693	24466197	24465764	4.17e-44	182	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087128.1	78.802	217	40	4	1465	1679	24445610	24445398	7.08e-32	141	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087128.1	80.795	151	29	0	1236	1386	24453462	24453612	3.32e-25	119	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087130.2	79.189	370	71	4	200	567	18480323	18480688	3.13e-65	252	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087130.2	75.457	383	89	4	200	579	18470403	18470783	4.17e-44	182	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087130.2	75.399	439	75	21	1241	1673	18471520	18471931	4.17e-44	182	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087129.2	72.482	705	140	41	972	1669	11568002	11567345	5.39e-43	178	GCA_020911765.2_ASM2091176v2_genomic
AT3G58900	CP087126.2	73.696	441	86	21	1241	1672	21817005	21817424	5.47e-33	145	GCA_020911765.2_ASM2091176v2_genomic
AT3G59160	CP087128.1	100	1668	0	0	1	1668	24556528	24558195	0	3081	GCA_020911765.2_ASM2091176v2_genomic
AT3G59160	CP087128.1	86.626	1458	132	26	19	1447	24559672	24561095	0	1554	GCA_020911765.2_ASM2091176v2_genomic
AT3G59160	CP087128.1	84.211	114	16	2	772	884	24566938	24567050	1.61e-22	110	GCA_020911765.2_ASM2091176v2_genomic
AT3G59170	CP087128.1	100	1633	0	0	1	1633	24559672	24561304	0	3016	GCA_020911765.2_ASM2091176v2_genomic
AT3G59170	CP087128.1	86.626	1458	132	26	1	1424	24556546	24557974	0	1554	GCA_020911765.2_ASM2091176v2_genomic
AT3G59180	CP087128.1	100	1741	0	0	1	1741	24562224	24563964	0	3216	GCA_020911765.2_ASM2091176v2_genomic
AT3G59180	CP087128.1	77.986	1658	304	46	105	1739	24566469	24568088	0	983	GCA_020911765.2_ASM2091176v2_genomic
AT3G59180	CP087128.1	89.181	342	19	6	1349	1676	24558757	24559094	4.12e-113	411	GCA_020911765.2_ASM2091176v2_genomic
AT3G59180	CP087129.2	95.161	62	2	1	15	76	11631303	11631363	1.31e-18	97.1	GCA_020911765.2_ASM2091176v2_genomic
AT3G59180	CP087129.2	95	60	3	0	18	77	11633647	11633706	4.71e-18	95.3	GCA_020911765.2_ASM2091176v2_genomic
AT3G59190	CP087128.1	100	2383	0	0	1	2383	24565931	24568313	0	4401	GCA_020911765.2_ASM2091176v2_genomic
AT3G59190	CP087128.1	78.018	1665	303	47	539	2164	24562328	24563968	0	989	GCA_020911765.2_ASM2091176v2_genomic
AT3G59190	CP087128.1	84.333	300	38	6	1800	2095	24558800	24559094	3.58e-75	285	GCA_020911765.2_ASM2091176v2_genomic
AT3G59190	CP087128.1	84.211	114	16	2	1008	1120	24557299	24557411	2.31e-22	110	GCA_020911765.2_ASM2091176v2_genomic
AT3G59200	CP087128.1	100	2301	0	0	1	2301	24568628	24570928	0	4250	GCA_020911765.2_ASM2091176v2_genomic
AT3G59200	CP087128.1	81.871	171	29	2	1367	1535	24580891	24580721	2.2e-32	143	GCA_020911765.2_ASM2091176v2_genomic
AT3G59210	CP087128.1	100	2469	0	0	1	2469	24570981	24573449	0	4560	GCA_020911765.2_ASM2091176v2_genomic
AT3G59210	CP087128.1	94	50	3	0	1988	2037	24587068	24587019	2.43e-12	76.8	GCA_020911765.2_ASM2091176v2_genomic
AT3G59230	CP087128.1	100	1840	0	0	1	1840	24577453	24579292	0	3398	GCA_020911765.2_ASM2091176v2_genomic
AT3G59230	CP087128.1	72.804	831	168	48	1020	1831	24584004	24584795	1.31e-58	230	GCA_020911765.2_ASM2091176v2_genomic
