qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT2G02580	CP087127.2	100	1867	0	0	1	1867	1210002	1211868	0	3448	GCA_020911765.2_ASM2091176v2_genomic
AT2G02580	CP087128.1	82.129	1757	257	40	52	1781	9652527	9650801	0	1452	GCA_020911765.2_ASM2091176v2_genomic
AT2G02580	CP087128.1	82.262	1680	265	28	52	1721	9654999	9653343	0	1421	GCA_020911765.2_ASM2091176v2_genomic
AT2G02580	CP087128.1	76.96	1658	349	25	63	1708	9647318	9645682	0	915	GCA_020911765.2_ASM2091176v2_genomic
AT2G02580	CP087128.1	76.261	1685	355	39	52	1708	9649242	9647575	0	854	GCA_020911765.2_ASM2091176v2_genomic
AT2G02580	CP087128.1	77.344	1280	261	25	458	1722	9644435	9643170	0	730	GCA_020911765.2_ASM2091176v2_genomic
AT2G02580	CP087130.2	76.761	1278	257	34	469	1722	26375274	26374013	0	678	GCA_020911765.2_ASM2091176v2_genomic
AT2G02580	CP087130.2	82.883	222	38	0	143	364	26375501	26375280	1.04e-49	200	GCA_020911765.2_ASM2091176v2_genomic
AT3G26290	CP087128.1	100	2215	0	0	1	2215	9639069	9641283	0	4091	GCA_020911765.2_ASM2091176v2_genomic
AT3G26290	CP087128.1	82.623	1784	271	26	163	1938	9643162	9644914	0	1541	GCA_020911765.2_ASM2091176v2_genomic
AT3G26290	CP087128.1	80.926	1274	222	14	180	1450	9647570	9648825	0	987	GCA_020911765.2_ASM2091176v2_genomic
AT3G26290	CP087128.1	79.196	1293	243	20	167	1450	9650848	9652123	0	874	GCA_020911765.2_ASM2091176v2_genomic
AT3G26290	CP087128.1	85.265	604	89	0	170	773	9645667	9646270	6.2e-177	623	GCA_020911765.2_ASM2091176v2_genomic
AT3G26290	CP087128.1	78.157	586	118	9	870	1450	9654016	9654596	4.15e-99	364	GCA_020911765.2_ASM2091176v2_genomic
AT3G26300	CP087128.1	100	1965	0	0	1	1965	9645415	9647379	0	3629	GCA_020911765.2_ASM2091176v2_genomic
AT3G26300	CP087128.1	83.76	1681	243	20	267	1922	9647574	9649249	0	1565	GCA_020911765.2_ASM2091176v2_genomic
AT3G26300	CP087128.1	80.75	1574	267	23	253	1818	9643169	9644714	0	1195	GCA_020911765.2_ASM2091176v2_genomic
AT3G26300	CP087128.1	85.265	604	89	0	253	856	9639238	9639841	5.49e-177	623	GCA_020911765.2_ASM2091176v2_genomic
AT3G26300	CP087128.1	84.953	319	46	2	1603	1920	9652215	9652532	2.24e-86	322	GCA_020911765.2_ASM2091176v2_genomic
AT3G26300	CP087127.2	76.979	1655	348	25	271	1904	1211706	1210064	0	915	GCA_020911765.2_ASM2091176v2_genomic
AT3G26300	CP087130.2	78.199	1266	241	25	268	1510	26374027	26375280	0	776	GCA_020911765.2_ASM2091176v2_genomic
AT3G26310	CP087128.1	100	1848	0	0	1	1848	9647393	9649240	0	3413	GCA_020911765.2_ASM2091176v2_genomic
AT3G26310	CP087128.1	83.844	1665	239	20	182	1841	9645681	9647320	0	1557	GCA_020911765.2_ASM2091176v2_genomic
AT3G26310	CP087128.1	80.941	1275	220	16	178	1433	9639248	9640518	0	987	GCA_020911765.2_ASM2091176v2_genomic
AT3G26310	CP087128.1	80.079	1270	231	20	183	1446	9653356	9654609	0	924	GCA_020911765.2_ASM2091176v2_genomic
AT3G26310	CP087128.1	79.469	1281	236	22	183	1446	9650866	9652136	0	883	GCA_020911765.2_ASM2091176v2_genomic
AT3G26310	CP087128.1	87.097	62	3	4	117	176	19438141	19438199	3.92e-09	65.8	GCA_020911765.2_ASM2091176v2_genomic
AT3G26310	CP087127.2	76.25	1680	354	40	186	1848	1211706	1210055	0	850	GCA_020911765.2_ASM2091176v2_genomic
AT3G26320	CP087128.1	100	1775	0	0	1	1775	9650780	9652554	0	3278	GCA_020911765.2_ASM2091176v2_genomic
AT3G26320	CP087128.1	86.34	1713	198	21	70	1774	9653339	9655023	0	1834	GCA_020911765.2_ASM2091176v2_genomic
AT3G26320	CP087128.1	79.437	1279	240	20	87	1357	9647575	9648838	0	883	GCA_020911765.2_ASM2091176v2_genomic
AT3G26320	CP087128.1	79.212	1294	241	22	69	1344	9639235	9640518	0	874	GCA_020911765.2_ASM2091176v2_genomic
AT3G26320	CP087128.1	76.248	1743	348	42	21	1748	9643120	9644811	0	865	GCA_020911765.2_ASM2091176v2_genomic
AT3G26320	CP087128.1	84.953	319	46	2	1436	1753	9647017	9647334	2.02e-86	322	GCA_020911765.2_ASM2091176v2_genomic
AT3G26320	CP087127.2	82.129	1757	257	40	22	1748	1211782	1210053	0	1452	GCA_020911765.2_ASM2091176v2_genomic
AT3G26330	CP087128.1	100	1875	0	0	1	1875	9653245	9655119	0	3463	GCA_020911765.2_ASM2091176v2_genomic
AT3G26330	CP087128.1	86.295	1722	199	22	95	1788	9650849	9652561	0	1838	GCA_020911765.2_ASM2091176v2_genomic
AT3G26330	CP087128.1	77.592	1678	322	41	99	1757	9643171	9644813	0	966	GCA_020911765.2_ASM2091176v2_genomic
AT3G26330	CP087128.1	80.079	1270	231	20	112	1365	9647575	9648838	0	924	GCA_020911765.2_ASM2091176v2_genomic
