qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT2G24870	CP087127.2	100	1047	0	0	1	1047	13750413	13751459	0	1934	GCA_020911765.2_ASM2091176v2_genomic
AT2G24870	CP087127.2	87.152	934	92	12	11	926	13752233	13753156	0	1035	GCA_020911765.2_ASM2091176v2_genomic
AT2G24880	CP087127.2	100	309	0	0	1	309	13752398	13752706	2.96e-162	571	GCA_020911765.2_ASM2091176v2_genomic
AT2G24880	CP087127.2	88.961	308	33	1	3	309	13750596	13750903	1.92e-104	379	GCA_020911765.2_ASM2091176v2_genomic
AT3G26860	CP087128.1	100	826	0	0	1	826	9907756	9908581	0	1526	GCA_020911765.2_ASM2091176v2_genomic
AT3G26860	CP087128.1	89.634	492	40	7	3	489	12306340	12306825	3.79e-175	616	GCA_020911765.2_ASM2091176v2_genomic
AT3G26860	CP087128.1	92.105	76	6	0	751	826	12306838	12306913	2.82e-22	108	GCA_020911765.2_ASM2091176v2_genomic
AT3G26860	CP087126.2	76.772	508	85	28	167	660	18895137	18894649	3.43e-66	254	GCA_020911765.2_ASM2091176v2_genomic
AT3G26870	CP087128.1	100	393	0	0	1	393	9909750	9910142	0	726	GCA_020911765.2_ASM2091176v2_genomic
AT3G26870	CP087128.1	95.431	394	16	2	1	393	11071342	11070950	8.06e-179	627	GCA_020911765.2_ASM2091176v2_genomic
AT3G26870	CP087128.1	95.178	394	17	2	1	393	12308096	12308488	3.75e-177	621	GCA_020911765.2_ASM2091176v2_genomic
AT3G26870	CP087128.1	84.722	144	20	2	235	377	10261604	10261746	3.56e-33	143	GCA_020911765.2_ASM2091176v2_genomic
AT3G26870	CP087129.2	80.531	226	37	7	154	374	8954246	8954023	2.11e-40	167	GCA_020911765.2_ASM2091176v2_genomic
AT3G27329	CP087128.1	100	369	0	0	1	369	10120664	10121032	0	682	GCA_020911765.2_ASM2091176v2_genomic
AT3G27329	CP087128.1	98.916	369	4	0	1	369	10122382	10122750	0	660	GCA_020911765.2_ASM2091176v2_genomic
AT3G27329	CP087126.2	87.5	360	45	0	10	369	18894761	18895120	1.78e-115	416	GCA_020911765.2_ASM2091176v2_genomic
AT3G27329	CP087129.2	82.558	344	60	0	26	369	8954074	8954417	1.44e-81	303	GCA_020911765.2_ASM2091176v2_genomic
AT3G27331	CP087128.1	100	738	0	0	1	738	10122013	10122750	0	1363	GCA_020911765.2_ASM2091176v2_genomic
AT3G27331	CP087128.1	98.699	692	7	1	49	738	10120341	10121032	0	1227	GCA_020911765.2_ASM2091176v2_genomic
AT3G27331	CP087126.2	83.75	560	85	6	182	738	18894564	18895120	5.85e-148	525	GCA_020911765.2_ASM2091176v2_genomic
AT3G27331	CP087129.2	82.741	394	65	3	287	679	8953967	8954358	1.36e-94	348	GCA_020911765.2_ASM2091176v2_genomic
AT3G27680	CP087128.1	100	405	0	0	1	405	10261358	10261762	0	749	GCA_020911765.2_ASM2091176v2_genomic
AT3G27680	CP087128.1	86.111	144	17	3	247	388	12308330	12308472	6.11e-36	152	GCA_020911765.2_ASM2091176v2_genomic
AT3G27680	CP087128.1	84.722	144	20	2	247	389	9909984	9910126	3.68e-33	143	GCA_020911765.2_ASM2091176v2_genomic
AT2G24870	CP086745.1	99.332	1048	4	3	1	1047	10505118	10506163	0	1893	GCA_024498495.1_ASM2449849v1_genomic
AT2G24870	CP086745.1	87.273	935	90	12	11	926	10506932	10507856	0	1040	GCA_024498495.1_ASM2449849v1_genomic
AT2G24880	CP086745.1	99.674	307	1	0	3	309	10507099	10507405	1.63e-159	562	GCA_024498495.1_ASM2449849v1_genomic
AT2G24880	CP086745.1	89.701	301	28	3	11	309	10505308	10505607	4.9e-105	381	GCA_024498495.1_ASM2449849v1_genomic
AT3G26860	CP086746.1	99.274	826	6	0	1	826	9969470	9970295	0	1493	GCA_024498495.1_ASM2449849v1_genomic
AT3G26860	CP086746.1	89.634	492	40	7	3	489	12459991	12460476	3.47e-175	616	GCA_024498495.1_ASM2449849v1_genomic
AT3G26860	CP086747.1	78.125	384	73	6	181	557	13435786	13436165	4.09e-60	233	GCA_024498495.1_ASM2449849v1_genomic
AT3G26870	CP086746.1	99.746	393	1	0	1	393	9971464	9971856	0	721	GCA_024498495.1_ASM2449849v1_genomic
AT3G26870	CP086746.1	94.416	394	20	2	1	393	11111810	11111418	3.46e-172	604	GCA_024498495.1_ASM2449849v1_genomic
AT3G26870	CP086746.1	94.416	394	20	2	1	393	12461720	12462112	3.46e-172	604	GCA_024498495.1_ASM2449849v1_genomic
AT3G26870	CP086746.1	84.722	144	20	2	235	377	10329583	10329725	3.26e-33	143	GCA_024498495.1_ASM2449849v1_genomic
AT3G27329	CP086746.1	100	369	0	0	1	369	10176696	10177064	0	682	GCA_024498495.1_ASM2449849v1_genomic
AT3G27329	CP086746.1	99.729	369	1	0	1	369	10178416	10178784	0	676	GCA_024498495.1_ASM2449849v1_genomic
AT3G27329	CP086746.1	98.916	369	4	0	1	369	10180136	10180504	0	660	GCA_024498495.1_ASM2449849v1_genomic
AT3G27331	CP086746.1	99.459	740	2	1	1	738	10179765	10180504	0	1343	GCA_024498495.1_ASM2449849v1_genomic
AT3G27331	CP086746.1	98.784	740	7	1	1	738	10178045	10178784	0	1315	GCA_024498495.1_ASM2449849v1_genomic
AT3G27331	CP086746.1	98.699	692	7	1	49	738	10176373	10177064	0	1227	GCA_024498495.1_ASM2449849v1_genomic
