qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
AT3G44780	CP087128.1	100	1004	0	0	1	1004	19003072	19004075	0	1855	GCA_020911765.2_ASM2091176v2_genomic
AT3G44780	CP086746.1	97.51	1004	12	2	1	1004	16602355	16603345	0	1703	GCA_024498495.1_ASM2449849v1_genomic
AT3G44780	CM046290.1	94.757	782	37	3	1	778	15933364	15934145	0	1214	GCA_025388435.1_AtA1-141.20181003_genomic
AT3G44780	CM046290.1	97.403	231	3	1	774	1004	15934356	15934583	2.74e-107	390	GCA_025388435.1_AtA1-141.20181003_genomic
AT3G44780	CM072659.1	98.607	1005	10	2	1	1004	18531022	18532023	0	1775	GCA_036926925.1_ASM3692692v1_genomic
AT3G44780	CM072639.1	94.891	822	34	7	1	818	18388808	18389625	0	1279	GCA_036926965.1_ASM3692696v1_genomic
AT3G44780	CM072639.1	100	203	0	0	802	1004	18391220	18391422	8.19e-103	375	GCA_036926965.1_ASM3692696v1_genomic
AT3G44780	CM072654.1	98.705	1004	10	1	1	1004	17928187	17929187	0	1779	GCA_036926975.1_ASM3692697v1_genomic
AT3G44780	CM072644.1	92.102	785	42	10	1	778	18254432	18255203	0	1088	GCA_036927025.1_ASM3692702v1_genomic
AT3G44780	CM072644.1	97.403	231	3	2	774	1004	18255414	18255641	3.04e-107	390	GCA_036927025.1_ASM3692702v1_genomic
AT3G44780	CM072649.1	97.51	1004	12	2	1	1004	17551274	17552264	0	1703	GCA_036927045.1_ASM3692704v1_genomic
AT3G44780	CM072629.1	98.805	1004	9	1	1	1004	17144852	17145852	0	1784	GCA_036927085.1_ASM3692708v1_genomic
AT3G44780	CM072624.1	94.526	822	37	7	1	818	18498191	18499008	0	1262	GCA_036927245.1_ASM3692724v1_genomic
AT3G44780	CM072624.1	100	203	0	0	802	1004	18500615	18500817	8.29e-103	375	GCA_036927245.1_ASM3692724v1_genomic
AT3G44780	CM072634.1	91.765	935	26	10	65	998	19205677	19206561	0	1253	GCA_036927255.1_ASM3692725v1_genomic
AT3G44780	CM072619.1	94.885	782	36	3	1	778	19710042	19710823	0	1219	GCA_036927265.1_ASM3692726v1_genomic
AT3G44780	CM072619.1	96.537	231	5	1	774	1004	19711034	19711261	6.55e-104	379	GCA_036927265.1_ASM3692726v1_genomic
AT3G44780	CM072609.1	94.764	783	36	4	1	778	17702753	17703535	0	1214	GCA_036927275.1_ASM3692727v1_genomic
AT3G44780	CM072609.1	96.97	231	4	1	774	1004	17703749	17703976	1.39e-105	385	GCA_036927275.1_ASM3692727v1_genomic
AT3G44780	CM072614.1	98.207	1004	14	2	1	1004	18001482	18002481	0	1751	GCA_036927285.1_ASM3692728v1_genomic
AT3G44780	CM072604.1	98.207	1004	15	1	1	1004	19213041	19214041	0	1751	GCA_036927355.1_ASM3692735v1_genomic
AT3G44780	CM072594.1	94.526	822	37	7	1	818	18195420	18196237	0	1262	GCA_036927365.1_ASM3692736v1_genomic
AT3G44780	CM072594.1	100	203	0	0	802	1004	18197858	18198060	8.28e-103	375	GCA_036927365.1_ASM3692736v1_genomic
AT3G44780	CM072599.1	97.433	1013	13	3	1	1004	20254324	20255332	0	1714	GCA_036927375.1_ASM3692737v1_genomic
AT3G44780	CM072589.1	98.506	1004	12	1	1	1004	18819902	18820902	0	1768	GCA_036927385.1_ASM3692738v1_genomic
AT3G44780	CM072584.1	98.307	1004	13	2	1	1004	20797419	20798418	0	1757	GCA_036927435.1_ASM3692743v1_genomic
AT3G44780	CM072569.1	98.307	1004	13	2	1	1004	21154777	21155776	0	1757	GCA_036927455.1_ASM3692745v1_genomic
AT3G44780	CM072564.1	98.307	1004	13	2	1	1004	21412188	21413187	0	1757	GCA_036927475.1_ASM3692747v1_genomic
AT3G44780	CM072579.1	94.891	822	34	7	1	818	18246016	18246833	0	1279	GCA_036927485.1_ASM3692748v1_genomic
AT3G44780	CM072579.1	100	203	0	0	802	1004	18248409	18248611	8.77e-103	375	GCA_036927485.1_ASM3692748v1_genomic
AT3G44780	CM072574.1	98.705	1004	10	1	1	1004	18980909	18981909	0	1779	GCA_036927505.1_ASM3692750v1_genomic
AT3G44780	CP137948.1	94.764	783	36	4	1	778	18377347	18378129	0	1214	GCA_036936705.1_ASM3693670v1_genomic
AT3G44780	CP137948.1	96.97	231	4	1	774	1004	18378343	18378570	1.46e-105	385	GCA_036936705.1_ASM3693670v1_genomic
AT3G44780	CP137953.1	98.406	1004	13	1	1	1004	19646416	19647416	0	1762	GCA_036936715.1_ASM3693671v1_genomic
AT3G44780	CP137958.1	94.891	822	34	7	1	818	19878128	19878945	0	1279	GCA_036936845.1_ASM3693684v1_genomic
AT3G44780	CP137958.1	99.507	203	1	0	802	1004	19880552	19880754	4.07e-101	370	GCA_036936845.1_ASM3693684v1_genomic
AT3G44780	CP137963.1	94.891	822	34	7	1	818	19619483	19620300	0	1279	GCA_036936885.1_ASM3693688v1_genomic
AT3G44780	CP137963.1	99.507	203	1	0	802	1004	19621907	19622109	4.04e-101	370	GCA_036936885.1_ASM3693688v1_genomic
AT3G44780	CP137968.1	98.207	1004	14	2	1	1004	19077116	19078115	0	1751	GCA_036936895.1_ASM3693689v1_genomic
AT3G44780	CP137973.1	94.891	822	34	7	1	818	19844269	19845086	0	1279	GCA_036936905.1_ASM3693690v1_genomic
AT3G44780	CP137973.1	99.507	203	1	0	802	1004	19846693	19846895	4.06e-101	370	GCA_036936905.1_ASM3693690v1_genomic
AT3G44780	CP137978.1	98.506	1004	12	1	1	1004	20368831	20369831	0	1768	GCA_036936915.1_ASM3693691v1_genomic
AT3G44780	CP137983.1	98.606	1004	11	1	1	1004	19138245	19139245	0	1773	GCA_036936945.1_ASM3693694v1_genomic
AT3G44780	CP137988.1	98.506	1004	12	1	1	1004	18953377	18954377	0	1768	GCA_036936955.1_ASM3693695v1_genomic
AT3G44780	CP137993.1	92.102	785	42	10	1	778	20210563	20211334	0	1088	GCA_036937005.1_ASM3693700v1_genomic
AT3G44780	CP137993.1	97.403	231	3	2	774	1004	20211545	20211772	3.2e-107	390	GCA_036937005.1_ASM3693700v1_genomic
AT3G44780	CP137998.1	92.102	785	42	10	1	778	20207460	20208231	0	1088	GCA_036937185.1_ASM3693718v1_genomic
AT3G44780	CP137998.1	97.403	231	3	2	774	1004	20208442	20208669	3.22e-107	390	GCA_036937185.1_ASM3693718v1_genomic
AT3G44780	CP138003.1	98.506	1004	12	1	1	1004	17952962	17953962	0	1768	GCA_036937335.1_ASM3693733v1_genomic
AT3G44780	CP138008.1	99.9	1004	1	0	1	1004	18523228	18524231	0	1849	GCA_036937385.1_ASM3693738v1_genomic
AT3G44780	CP138018.1	98.606	1004	11	1	1	1004	20238695	20239695	0	1773	GCA_036937455.1_ASM3693745v1_genomic
