"family_id","mean_copy","sd_copy","n_states"
"OG0000009",22.3809523809524,1.5644868320376,7
"OG0000012",34.047619047619,5.29600028772838,12
"OG0000015",13.6666666666667,2.7264140062238,10
"OG0000016",50.6190476190476,3.85326083306322,11
"OG0000022",15.5714285714286,1.16496474502144,4
"OG0000024",25.3333333333333,3.21455025366432,11
"OG0000027",11.6666666666667,1.23827837473378,5
"OG0000029",28.8571428571429,3.90238022603788,10
"OG0000030",11.0952380952381,0.830948969838816,5
"OG0000038",1.71428571428571,0.462910049886276,2
"OG0000039",16.5238095238095,1.4359334113756,6
"OG0000040",11.7142857142857,1.41925533794512,7
"OG0000042",16.5714285714286,1.91236577493503,7
"OG0000045",5.47619047619048,0.601585207518238,3
"OG0000046",17.2380952380952,0.830948969838817,3
"OG0000047",14.6666666666667,1.31656117720877,5
"OG0000049",24.1904761904762,1.12334534400814,5
"OG0000054",9,1.14017542509914,5
"OG0000060",27.4761904761905,2.82168473822019,9
"OG0000065",9.19047619047619,1.40068010691405,6
"OG0000075",0.952380952380952,0.218217890235992,2
"OG0000077",6.52380952380952,0.511766315719159,2
"OG0000083",1.66666666666667,0.912870929175277,4
"OG0000086",3.04761904761905,0.218217890235992,2
"OG0000087",7.28571428571429,1.38357714432037,6
"OG0000090",7.47619047619048,0.87287156094397,4
"OG0000093",1.61904761904762,0.740012869900955,3
"OG0000095",1.76190476190476,0.538958431120797,3
"OG0000096",2.61904761904762,0.497613351528119,2
"OG0000103",5.66666666666667,0.912870929175277,4
"OG0000106",18.1428571428571,1.76877681706071,6
"OG0000107",15.2380952380952,2.4880667576406,9
"OG0000118",2.28571428571429,1.55379719213471,5
"OG0000126",9.66666666666667,0.730296743340221,4
"OG0000141",1.85714285714286,0.358568582800318,2
"OG0000142",3.80952380952381,0.402373908081478,2
"OG0000147",7.85714285714286,2.0071301473924,5
"OG0000150",11.7142857142857,0.462910049886276,2
"OG0000159",7.85714285714286,1.27615493909299,6
"OG0000164",8.14285714285714,0.478091443733757,3
"OG0000166",19.4761904761905,3.24990842361823,10
"OG0000167",6.85714285714286,0.358568582800318,2
"OG0000170",170.857142857143,54.7085785908259,18
"OG0000182",19.3333333333333,2.92118697336089,8
"OG0000184",14.9047619047619,1.60949563232591,6
"OG0000185",5.95238095238095,1.02353263143832,4
