assembly	gene	scaffold	start	end	length	max_length	copy
GCA_020911765.2_ASM2091176v2_genomic	AT1G45063	CP087126.2	19217606	19219376	1770	2213.75	1
GCA_020911765.2_ASM2091176v2_genomic	AT3G53330	CP087128.1	22454428	22455436	1008	1261.25	1
GCA_020911765.2_ASM2091176v2_genomic	AT4G01380	CP087129.2	751322	752250	928	1161.25	1
GCA_024498495.1_ASM2449849v1_genomic	AT1G45063	CP086744.1	17518040	17519765	1725	2213.75	1
GCA_024498495.1_ASM2449849v1_genomic	AT3G53330	CP086746.1	20137453	20138461	1008	1261.25	1
GCA_024498495.1_ASM2449849v1_genomic	AT4G01380	CP086747.1	590270	591198	928	1161.25	1
GCA_025388435.1_AtA1-141.20181003_genomic	AT1G45063	CM046288.1	16338039	16339767	1728	2213.75	1
GCA_025388435.1_AtA1-141.20181003_genomic	AT3G53330	CM046290.1	19392094	19393102	1008	1261.25	1
GCA_025388435.1_AtA1-141.20181003_genomic	AT4G01380	CM046291.1	593944	594872	928	1161.25	1
GCA_036926925.1_ASM3692692v1_genomic	AT1G45063	CM072657.1	18902290	18904060	1770	2213.75	1
GCA_036926925.1_ASM3692692v1_genomic	AT3G53330	CM072659.1	21961851	21962859	1008	1261.25	1
GCA_036926925.1_ASM3692692v1_genomic	AT4G01380	CM072660.1	585974	586903	929	1161.25	1
GCA_036926965.1_ASM3692696v1_genomic	AT1G45063	CM072637.1	18684453	18686186	1733	2213.75	1
GCA_036926965.1_ASM3692696v1_genomic	AT3G53330	CM072639.1	21831619	21832627	1008	1261.25	1
GCA_036926965.1_ASM3692696v1_genomic	AT4G01380	CM072640.1	620137	621065	928	1161.25	1
GCA_036926975.1_ASM3692697v1_genomic	AT1G45063	CM072652.1	18962833	18964563	1730	2213.75	1
GCA_036926975.1_ASM3692697v1_genomic	AT3G53330	CM072654.1	21428972	21429980	1008	1261.25	1
GCA_036926975.1_ASM3692697v1_genomic	AT4G01380	CM072655.1	629076	630004	928	1161.25	1
GCA_036927025.1_ASM3692702v1_genomic	AT1G45063	CM072642.1	19414761	19416493	1732	2213.75	1
GCA_036927025.1_ASM3692702v1_genomic	AT3G53330	CM072644.1	21693341	21694349	1008	1261.25	1
GCA_036927025.1_ASM3692702v1_genomic	AT4G01380	CM072645.1	610345	611274	929	1161.25	1
GCA_036927045.1_ASM3692704v1_genomic	AT1G45063	CM072647.1	19336075	19337810	1735	2213.75	1
GCA_036927045.1_ASM3692704v1_genomic	AT3G53330	CM072649.1	21058630	21059580	950	1261.25	1
GCA_036927045.1_ASM3692704v1_genomic	AT4G01380	CM072650.1	617622	618551	929	1161.25	1
GCA_036927085.1_ASM3692708v1_genomic	AT1G45063	CM072627.1	21878948	21880679	1731	2213.75	1
GCA_036927085.1_ASM3692708v1_genomic	AT3G53330	CM072629.1	20617610	20618618	1008	1261.25	1
GCA_036927085.1_ASM3692708v1_genomic	AT4G01380	CM072630.1	625418	626346	928	1161.25	1
GCA_036927245.1_ASM3692724v1_genomic	AT1G45063	CM072622.1	17906922	17908656	1734	2213.75	1
GCA_036927245.1_ASM3692724v1_genomic	AT3G53330	CM072624.1	22202425	22203433	1008	1261.25	1
GCA_036927245.1_ASM3692724v1_genomic	AT4G01380	CM072625.1	616071	616999	928	1161.25	1
GCA_036927255.1_ASM3692725v1_genomic	AT1G45063	CM072632.1	20080237	20081967	1730	2213.75	1
GCA_036927255.1_ASM3692725v1_genomic	AT3G53330	CM072634.1	22713524	22714532	1008	1261.25	1
GCA_036927255.1_ASM3692725v1_genomic	AT4G01380	CM072635.1	619981	620909	928	1161.25	1
GCA_036927265.1_ASM3692726v1_genomic	AT1G45063	CM072617.1	18868045	18869778	1733	2213.75	1
GCA_036927265.1_ASM3692726v1_genomic	AT3G53330	CM072619.1	23177570	23178578	1008	1261.25	1
GCA_036927265.1_ASM3692726v1_genomic	AT4G01380	CM072620.1	597999	598928	929	1161.25	1
GCA_036927275.1_ASM3692727v1_genomic	AT1G45063	CM072607.1	19617888	19619618	1730	2213.75	1
GCA_036927275.1_ASM3692727v1_genomic	AT3G53330	CM072609.1	21101682	21102690	1008	1261.25	1
GCA_036927275.1_ASM3692727v1_genomic	AT4G01380	CM072610.1	647403	648331	928	1161.25	1
GCA_036927285.1_ASM3692728v1_genomic	AT1G45063	CM072612.1	19708272	19709997	1725	2213.75	1
GCA_036927285.1_ASM3692728v1_genomic	AT3G53330	CM072614.1	21443708	21444716	1008	1261.25	1
GCA_036927285.1_ASM3692728v1_genomic	AT4G01380	CM072615.1	552831	553538	707	1161.25	1
GCA_036927355.1_ASM3692735v1_genomic	AT1G45063	CM072602.1	20476191	20477925	1734	2213.75	1
GCA_036927355.1_ASM3692735v1_genomic	AT3G53330	CM072604.1	22743797	22744805	1008	1261.25	1
GCA_036927355.1_ASM3692735v1_genomic	AT4G01380	CM072605.1	625097	626025	928	1161.25	1
GCA_036927365.1_ASM3692736v1_genomic	AT1G45063	CM072592.1	18685486	18687216	1730	2213.75	1
GCA_036927365.1_ASM3692736v1_genomic	AT3G53330	CM072594.1	21651014	21652022	1008	1261.25	1
GCA_036927365.1_ASM3692736v1_genomic	AT4G01380	CM072595.1	623946	624874	928	1161.25	1
GCA_036927375.1_ASM3692737v1_genomic	AT1G45063	CM072597.1	17865454	17867185	1731	2213.75	1
