assembly	gene	scaffold	start	end	length	max_length	copy
GCA_020911765.2_ASM2091176v2_genomic	AT5G38350	CP087130.2	18435812	18438771	2959	3700	1
GCA_036926925.1_ASM3692692v1_genomic	AT5G38350	CM072661.1	19443727	19446686	2959	3700	1
GCA_036926965.1_ASM3692696v1_genomic	AT5G38350	CM072641.1	16954297	16957250	2953	3700	1
GCA_036927245.1_ASM3692724v1_genomic	AT5G38350	CM072626.1	18476988	18479950	2962	3700	1
GCA_036927255.1_ASM3692725v1_genomic	AT5G38350	CM072636.1	18712842	18715753	2911	3700	1
GCA_036927265.1_ASM3692726v1_genomic	AT5G38350	CM072621.1	18923673	18926590	2917	3700	1
GCA_036927275.1_ASM3692727v1_genomic	AT5G38350	CM072611.1	19493880	19496807	2927	3700	1
GCA_036927285.1_ASM3692728v1_genomic	AT5G38350	CM072616.1	18575886	18578841	2955	3700	1
GCA_036927435.1_ASM3692743v1_genomic	AT5G38350	CM072586.1	18822254	18825220	2966	3700	1
GCA_036936715.1_ASM3693671v1_genomic	AT5G38350	CP137955.1	18720628	18723565	2937	3700	1
GCA_036936885.1_ASM3693688v1_genomic	AT5G38350	CP137965.1	19339221	19342180	2959	3700	1
GCA_036936895.1_ASM3693689v1_genomic	AT5G38350	CP137970.1	21431026	21433985	2959	3700	1
GCA_036936955.1_ASM3693695v1_genomic	AT5G38350	CP137990.1	18441354	18444259	2905	3700	1
GCA_036937385.1_ASM3693738v1_genomic	AT5G38350	CP138010.1	21180712	21183636	2924	3700	1
GCA_036937455.1_ASM3693745v1_genomic	AT5G38350	CP138020.1	19480303	19483256	2953	3700	1
GCA_036937515.1_ASM3693751v1_genomic	AT5G38350	CP138035.1	19764317	19767275	2958	3700	1
GCA_036939995.1_ASM3693999v1_genomic	AT5G38350	CP138065.1	19196271	19199229	2958	3700	1
GCA_036940305.1_ASM3694030v1_genomic	AT5G38350	CP138060.1	19441498	19444456	2958	3700	1
GCA_036940335.1_ASM3694033v1_genomic	AT5G38350	CP138070.1	20151963	20154862	2899	3700	1
GCA_036940605.1_ASM3694060v1_genomic	AT5G38350	CP138085.1	18802739	18805699	2960	3700	1
GCA_036940625.1_ASM3694062v1_genomic	AT5G38350	CP138095.1	19499397	19502355	2958	3700	1
GCA_036940645.1_ASM3694064v1_genomic	AT5G38350	CP138105.1	22385519	22388478	2959	3700	1
GCA_036940715.1_ASM3694071v1_genomic	AT5G38350	CP138110.1	19559823	19562782	2959	3700	1
GCA_036941165.1_ASM3694116v1_genomic	AT5G38350	CP138125.1	22802242	22805205	2963	3700	1
GCA_036941465.1_ASM3694146v1_genomic	AT5G38350	CP138135.1	19999020	20001984	2964	3700	1
GCA_036941635.1_ASM3694163v1_genomic	AT5G38350	CP138140.1	22021926	22024885	2959	3700	1
