family_id	assembly	assembly_short	scaffold	gene	copy	copy_rank	copy_id	copy_header	step2_status	step2_strand	step2_alignment_score	exo_score	exo_frameshift_ops	exo_strand	exon_count	predicted_cds_len	predicted_protein_len	ref_cds_len	ref_protein_len	protein_len_ratio	internal_stop_count	has_terminal_stop	starts_with_M	frameshift_like_gap_runs	prot_matches	prot_mismatches	prot_gap_columns	prot_percent_identity	prot_ref_coverage	prot_qry_coverage	prot_aligned_columns	structural_status	structural_reason	final_status	final_reason	protein_divergence	divergence_robust_z
OG0000007	73_3a	73_3a	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_73_3a_scaffold_3_copy_1	ok	+	2201.0	757.0	0.0	-	1.0	537.0	179.0	708	236	0.7585	16.0	False	False	0.0	164.0	8.0	71.0	95.349	100.0	100.0	243.0	P	internal_stop	P	internal_stop		
OG0000007	AL08_v2_f	AL08_v2_f	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_AL08_v2_f_scaffold_3_copy_1	ok	+	2195.0	767.0	0.0	-	1.0	537.0	179.0	708	236	0.7585	16.0	False	False	0.0	166.0	6.0	71.0	96.512	100.0	100.0	243.0	P	internal_stop	P	internal_stop		
OG0000007	al1_v2_s	al1_v2_s	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_al1_v2_s_scaffold_3_copy_1	ok	+	2384.0	832.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	169.0	3.0	67.0	98.256	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	AL27_v1	AL27_v1	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_AL27_v1_scaffold_3_copy_1	ok	+	2211.0	823.0	0.0	-	1.0	519.0	173.0	708	236	0.7331	14.0	False	False	0.0	167.0	4.0	67.0	97.661	100.0	100.0	238.0	P	internal_stop	P	internal_stop		
OG0000007	ALR	ALR	scaffold_3	AL3G16620	1		1	AL3G16620_ALR_scaffold_3_copy_1	ok	+	2198.0	766.0	0.0	-	1.0	537.0	179.0	708	236	0.7585	16.0	False	False	0.0	165.0	7.0	71.0	95.93	100.0	100.0	243.0	P	internal_stop	P	internal_stop		
OG0000007	BAM12_v2	BAM12_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_BAM12_v2_scaffold_3_copy_1	ok	+	2364.0	832.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	169.0	3.0	67.0	98.256	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	BOR_v1	BOR_v1	scaffold_3_RagTag:0-24937921	AL3G16620	1		1	AL3G16620_BOR_v1_scaffold_3_copy_1	ok	+	2221.0	824.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	16.0	False	False	0.0	167.0	5.0	67.0	97.093	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	F1-14	F1-14	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_F1-14_scaffold_3_copy_1	ok	+	2271.0	823.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	16.0	False	False	0.0	167.0	5.0	67.0	97.093	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	KN003hexa_v0	KN003hexa_v0	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_KN003hexa_v0_scaffold_3_copy_1	ok	+	2294.0	858.0	0.0	-	1.0	522.0	174.0	708	236	0.7373	15.0	False	False	0.0	171.0	1.0	66.0	99.419	100.0	100.0	238.0	P	internal_stop	P	internal_stop		
OG0000007	KN005_v1	KN005_v1	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_KN005_v1_scaffold_3_copy_1	ok	+	2294.0	858.0	0.0	-	1.0	522.0	174.0	708	236	0.7373	15.0	False	False	0.0	171.0	1.0	66.0	99.419	100.0	100.0	238.0	P	internal_stop	P	internal_stop		
OG0000007	KN006_v1	KN006_v1	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_KN006_v1_scaffold_3_copy_1	ok	+	2294.0	858.0	0.0	-	1.0	522.0	174.0	708	236	0.7373	15.0	False	False	0.0	171.0	1.0	66.0	99.419	100.0	100.0	238.0	P	internal_stop	P	internal_stop		
OG0000007	MN47_mabs_v3	MN47_mabs_v3	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_MN47_mabs_v3_scaffold_3_copy_1	ok	+	2408.0	855.0	0.0	-	1.0	522.0	174.0	708	236	0.7373	15.0	False	False	0.0	170.0	2.0	66.0	98.837	100.0	100.0	238.0	P	internal_stop	P	internal_stop		
OG0000007	MN47_v4	MN47_v4	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_MN47_v4_scaffold_3_copy_1	ok	+	2408.0	855.0	0.0	-	1.0	522.0	174.0	708	236	0.7373	15.0	False	False	0.0	170.0	2.0	66.0	98.837	100.0	100.0	238.0	P	internal_stop	P	internal_stop		
OG0000007	Nla	Nla	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_Nla_scaffold_3_copy_1	ok	+	2191.0	756.0	0.0	-	1.0	534.0	178.0	708	236	0.7542	15.0	False	False	0.0	166.0	5.0	72.0	97.076	100.0	100.0	243.0	P	internal_stop	P	internal_stop		
OG0000007	NT1_v2	NT1_v2	scaffold_3	AL3G16620	1		1	AL3G16620_NT1_v2_scaffold_3_copy_1	ok	+	2412.0	856.0	0.0	-	1.0	522.0	174.0	708	236	0.7373	15.0	False	False	0.0	170.0	2.0	66.0	98.837	100.0	100.0	238.0	P	internal_stop	P	internal_stop		
OG0000007	NT12_v2	NT12_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_NT12_v2_scaffold_3_copy_1	ok	+	2403.0	838.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	170.0	2.0	67.0	98.837	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	NT8_v2_fix	NT8_v2_fix	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_NT8_v2_fix_scaffold_3_copy_1	ok	+	2396.0	832.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	169.0	3.0	67.0	98.256	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	NT9_v2	NT9_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_NT9_v2_scaffold_3_copy_1	ok	+	2397.0	838.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	170.0	2.0	67.0	98.837	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	PU6_v3_fin	PU6_v3_fin	scaffold_3	AL3G16620	1		1	AL3G16620_PU6_v3_fin_scaffold_3_copy_1	ok	+	1332.0	637.0	0.0	-	1.0	420.0	140.0	708	236	0.5932	12.0	False	False	0.0	136.0	1.0	102.0	99.27	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	TE11_v2	TE11_v2	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_TE11_v2_scaffold_3_copy_1	ok	+	2318.0	838.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	170.0	2.0	67.0	98.837	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	TE4_v1	TE4_v1	scaffold_3_RagTag:1-25320414	AL3G16620	1		1	AL3G16620_TE4_v1_scaffold_3_copy_1	ok	+	2318.0	838.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	170.0	2.0	67.0	98.837	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	TE8_v1	TE8_v1	scaffold_3_RagTag:1-26654334	AL3G16620	1		1	AL3G16620_TE8_v1_scaffold_3_copy_1	ok	+	2318.0	838.0	0.0	-	1.0	525.0	175.0	708	236	0.7415	15.0	False	False	0.0	170.0	2.0	67.0	98.837	100.0	100.0	239.0	P	internal_stop	P	internal_stop		
OG0000007	WS1_v2_s	WS1_v2_s	scaffold_3_RagTag	AL3G16620	1		1	AL3G16620_WS1_v2_s_scaffold_3_copy_1	ok	+	2232.0	841.0	0.0	-	1.0	516.0	172.0	708	236	0.7288	15.0	False	False	0.0	169.0	2.0	66.0	98.83	100.0	100.0	237.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_2_RagTag	AL1G65610	1		1	AL1G65610_73_3a_scaffold_2_copy_1	ok	-	3422.0	1659.0	0.0	+	1.0	987.0	329.0	1275	425	0.7741	0.0	False	True	0.0	328.0	1.0	96.0	99.696	100.0	100.0	425.0	U0	structurally_intact	F	protein_length_shift	0.30400000000000205	-1.011750000000008
OG0000009	73_3a	73_3a	scaffold_4_RagTag	AL4G20070	1		1	AL4G20070_73_3a_scaffold_4_copy_1	ok	+	3547.0	1464.0	0.0	-	1.0	861.0	287.0	1215	405	0.7086	0.0	False	False	0.0	282.0	5.0	118.0	98.258	100.0	100.0	405.0	P	severely_truncated	P	severely_truncated		
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G15900	1		1	AL5G15900_73_3a_scaffold_5_copy_1	ok	+	2245.0	1018.0	0.0	+	3.0	675.0	225.0	1440	480	0.4688	0.0	True	False	0.0	204.0	21.0	255.0	90.667	100.0	100.0	480.0	P	severely_truncated	P	severely_truncated		
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G15910	1		1	AL5G15910_73_3a_scaffold_5_copy_1	ok	+	3062.0	1886.0	0.0	+	3.0	1308.0	436.0	1335	445	0.9798	0.0	False	False	0.0	377.0	58.0	11.0	86.667	100.0	100.0	446.0	U0	structurally_intact	F	protein_identity_below_90.0	13.332999999999998	0.1652939135077423
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G28540	1		1	AL5G28540_73_3a_scaffold_5_copy_1	ok	+	2982.0	1938.0	0.0	+	3.0	1308.0	436.0	1338	446	0.9776	0.0	True	False	0.0	381.0	55.0	10.0	87.385	100.0	100.0	446.0	U0	structurally_intact	F	protein_identity_below_90.0	12.614999999999995	0.6744999999999999
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G28950	1		1	AL5G28950_73_3a_scaffold_5_copy_1	ok	+	3784.0	2241.0	0.0	+	3.0	1332.0	444.0	1347	449	0.9889	0.0	True	False	0.0	437.0	7.0	5.0	98.423	100.0	100.0	449.0	U0	structurally_intact	U	reference_like_intact	1.5769999999999982	-0.7145288655631788
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G30872	1		1	AL5G30872_73_3a_scaffold_5_copy_1	ok	+	2858.0	1485.0	0.0	-	1.0	909.0	303.0	1281	427	0.7096	1.0	False	False	7.0	291.0	12.0	124.0	96.04	100.0	100.0	427.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G31970	1		1	AL5G31970_73_3a_scaffold_5_copy_1	ok	+	3651.0	1387.0	0.0	-	1.0	867.0	289.0	1341	447	0.6465	35.0	False	False	0.0	287.0	2.0	158.0	99.308	100.0	100.0	447.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_6_RagTag	AL6G44330	1		1	AL6G44330_73_3a_scaffold_6_copy_1	ok	+	2964.0	381.0	1.0	-	1.0	302.0	100.0	723	241	0.4149	6.0	False	False	1.0	70.0	26.0	149.0	72.917	100.0	100.0	245.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G26600	1		1	AL7G26600_73_3a_scaffold_7_copy_1	ok	+	3404.0	1254.0	0.0	-	1.0	828.0	276.0	1257	419	0.6587	0.0	False	True	0.0	253.0	23.0	143.0	91.667	100.0	100.0	419.0	P	severely_truncated	P	severely_truncated		
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G51940	1		1	AL7G51940_73_3a_scaffold_7_copy_1	ok	-	3455.0	2010.0	0.0	-	4.0	1254.0	418.0	1254	418	1.0	6.0	False	False	0.0	263.0	7.0	296.0	97.407	100.0	100.0	566.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL7G51960	1		1	AL7G51960_73_3a_scaffold_5_copy_1	ok	+	4459.0							1503	501													A	no_cds_recovered	A	no_cds_recovered		
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G52000	1		1	AL7G52000_73_3a_scaffold_7_copy_1	ok	-	2983.0	1765.0	0.0	-	4.0	1194.0	398.0	1200	400	0.995	2.0	False	False	0.0	242.0	35.0	244.0	87.365	100.0	100.0	521.0	P	internal_stop	P	internal_stop		
