"family_id","estimate","std.error","statistic","p.value","r.squared","adj.r.squared","q.value"
"OG0000009",3.09525223323548,6.19754399027127,0.499432071493857,0.61830644850698,0.0189016683669857,-0.00339602098831016,0.951706984466626
"OG0000012",2.67756324370093,5.99959275995974,0.446290831866211,0.656118429904066,0.0805738624473114,0.0596778138665685,0.97744383899312
"OG0000015",-4.73315426595742,6.2176299541149,-0.761247340367203,0.447867181210118,0.0125319711849098,-0.00991048401543315,0.934037654064022
"OG0000016",4.26353703506778,5.56419957533359,0.76624444852199,0.444898975394085,0.209178080032497,0.19120485457869,0.934037654064022
"OG0000022",4.40048187058356,6.1580324302448,0.714592188402721,0.476122915948424,0.0313714971204876,0.00935721296413505,0.934037654064022
"OG0000024",1.14337665619668,6.1792562485581,0.185034672492095,0.853485841236301,0.0246831847664097,0.00251689351110085,0.988085448340281
"OG0000027",-5.90204720104307,5.41122625649798,-1.09070419924794,0.277390040243558,0.252063569317279,0.23506501407449,0.934037654064022
"OG0000029",0.194793523269618,6.00751993461662,0.0324249482964136,0.974182144722855,0.0781426085503158,0.0571913041991866,0.995103475999685
"OG0000030",-4.53157853521013,6.13367219927029,-0.738803507587061,0.461337974345516,0.0390198306493205,0.0171793722549869,0.934037654064022
"OG0000039",1.13721649865747,6.16157375050287,0.184565915252521,0.853852780752802,0.0302571119353633,0.00821750084298523,0.988085448340281
"OG0000040",-5.82901425256915,6.21822642375196,-0.937407848370376,0.350260782432779,0.0123425025440219,-0.0101042587617957,0.934037654064022
"OG0000042",-7.36303024643267,6.10017252399326,-1.2070200010692,0.22958297872264,0.0494881475743259,0.0278856054737425,0.934037654064022
"OG0000045",2.42281146040902,3.83795284074193,0.631277027348948,0.528951030186377,0.623753413035971,0.615202354241334,0.935924278511878
"OG0000046",0.0622777611483331,6.2447178371343,0.00997287031577274,0.992057989442295,0.00390917276686177,-0.0187292551248004,0.995103475999685
"OG0000047",-0.902394257740397,5.66995033013283,-0.159153820615437,0.873790942013682,0.178832391804188,0.16016949161792,0.988085448340281
"OG0000049",-6.07180140789246,6.13459133003608,-0.989764612055543,0.324100022946069,0.038731803317894,0.0168847988478461,0.934037654064022
"OG0000054",5.09479278421428,6.12347009329332,0.832010723755197,0.406905556367092,0.042213958969682,0.0204460944008111,0.934037654064022
"OG0000060",-11.6528908349422,5.65156683070607,-2.06188676238061,0.0411805013233856,0.184148650622527,0.165606574500312,0.4366468150694
"OG0000065",-13.2553567692599,5.70258290173984,-2.32444788574941,0.0216281602637869,0.169352970723649,0.150474629149186,0.412757025128242
"OG0000074",15.2676785108966,6.0870925339797,2.50820542412794,0.0133461889223861,0.0535599525622667,0.0320499514841365,0.371714995733313
"OG0000075",1.74216632840949,6.24334617223982,0.279043685925312,0.780648010525725,0.00434671143536414,-0.0182817723956503,0.988085448340281
"OG0000077",1.09383499584647,6.10489787929871,0.179173348592052,0.858076320265752,0.0480149938800829,0.0263789710137212,0.988085448340281
"OG0000083",-10.5452583355069,5.38999300675706,-1.95645120917357,0.0525232709002705,0.257921747150658,0.241056332313173,0.4366468150694
"OG0000087",-5.00797423323087,5.78059497549508,-0.866342349612889,0.387874438505396,0.146470800296384,0.127072409394029,0.934037654064022
"OG0000090",-8.76593630315404,4.96786280733861,-1.76452866013225,0.0799559910755405,0.369605393591685,0.355278243446041,0.545786547776516
"OG0000093",5.10295629269978,5.95531177272758,0.85687475105314,0.393067067932716,0.0940957309492499,0.0735069975617328,0.934037654064022
"OG0000095",0.782568830459556,6.21412741130802,0.125933824439372,0.899975917915033,0.0136441875426319,-0.00877299001321719,0.988085448340281
"OG0000096",-8.36412877992528,5.39494756173248,-1.55036331386311,0.123448638056906,0.256556863256889,0.239660428330909,0.729315112695386
"OG0000100",5.98222992847396,6.21775680720847,0.962120281310865,0.337748358726084,0.0124916778084894,-0.00995169315040867,0.934037654064022
"OG0000103",-1.78436784396278,6.13569386480044,-0.290817613016751,0.771647248664411,0.0383862458760357,0.0165313878277638,0.988085448340281
"OG0000106",-1.48352313498635,5.27708024636264,-0.281125748657869,0.779054141317377,0.28868707895506,0.272520876204039,0.988085448340281
"OG0000107",-9.09794544063799,5.92119595938376,-1.53650470328039,0.126808216264864,0.104445193239587,0.0840916749041232,0.729315112695386
"OG0000118",-5.67626822711267,5.70056800077108,-0.99573730658855,0.321199628099144,0.16993985419472,0.151074850880964,0.934037654064022
"OG0000126",-11.6108658202032,6.14898694037763,-1.88825670517526,0.0611861779078141,0.0342150301461923,0.012265371740424,0.4366468150694
"OG0000141",-4.49116924007015,5.94029597858174,-0.756051425091182,0.450965509797702,0.0986582873078356,0.0781732483830138,0.934037654064022
"OG0000142",-4.4076160231957,6.2018507960417,-0.710693657127133,0.478527919922378,0.0175376221825523,-0.00479106822238973,0.934037654064022
"OG0000147",-0.208066796088961,5.65036522720093,-0.0368236012580788,0.970681285938858,0.184495536947826,0.165961344605731,0.995103475999685
"OG0000150",-2.69133116038128,5.51062212057202,-0.48838971381001,0.626084181126542,0.22433434266044,0.206705577720905,0.954322489678322
"OG0000159",-4.54791052368476,6.1943902829618,-0.734198252924777,0.46413009333693,0.0198999056517157,-0.00237509649256351,0.934037654064022
