"family_id","assembly","family_size","gene_count","gain","loss","gain_loss_count","total_gene_count"
"OG0000007","73_3a","1","1","0","0","0","1"
"OG0000007","AL08_v2_f","1","1","0","0","0","1"
"OG0000007","al1_v2_s","1","1","0","0","0","1"
"OG0000007","AL27_v1","1","1","0","0","0","1"
"OG0000007","ALR","1","1","0","0","0","1"
"OG0000007","BAM12_v2","1","1","0","0","0","1"
"OG0000007","BOR_v1","1","1","0","0","0","1"
"OG0000007","F1-14","1","1","0","0","0","1"
"OG0000007","KN003hexa_v0","1","1","0","0","0","1"
"OG0000007","KN005_v1","1","1","0","0","0","1"
"OG0000007","KN006_v1","1","1","0","0","0","1"
"OG0000007","MN47_mabs_v3","1","1","0","0","0","1"
"OG0000007","MN47_v4","1","1","0","0","0","1"
"OG0000007","Nla","1","1","0","0","0","1"
"OG0000007","NT1_v2","1","1","0","0","0","1"
"OG0000007","NT12_v2","1","1","0","0","0","1"
"OG0000007","NT8_v2_fix","1","1","0","0","0","1"
"OG0000007","NT9_v2","1","1","0","0","0","1"
"OG0000007","PU6_v3_fin","1","1","0","0","0","1"
"OG0000007","TE11_v2","1","1","0","0","0","1"
"OG0000007","TE4_v1","1","1","0","0","0","1"
"OG0000007","TE8_v1","1","1","0","0","0","1"
"OG0000007","WS1_v2_s","1","1","0","0","0","1"
"OG0000009","73_3a","25","20","0","5","5","20"
"OG0000009","AL08_v2_f","25","21","0","4","4","21"
"OG0000009","al1_v2_s","25","21","0","4","4","21"
"OG0000009","AL27_v1","25","21","0","4","4","21"
"OG0000009","ALR","25","21","0","4","4","21"
"OG0000009","BAM12_v2","25","22","1","3","4","23"
"OG0000009","BOR_v1","25","22","0","3","3","22"
"OG0000009","F1-14","25","21","0","4","4","21"
"OG0000009","KN003hexa_v0","25","24","0","1","1","24"
"OG0000009","KN005_v1","25","22","0","3","3","22"
"OG0000009","KN006_v1","25","22","1","3","4","23"
"OG0000009","MN47_mabs_v3","25","25","1","0","1","26"
"OG0000009","Nla","25","21","0","4","4","21"
"OG0000009","NT1_v2","25","23","0","2","2","23"
"OG0000009","NT12_v2","25","23","0","2","2","23"
"OG0000009","NT8_v2_fix","25","22","0","3","3","22"
"OG0000009","NT9_v2","25","23","1","2","3","25"
"OG0000009","PU6_v3_fin","25","22","0","3","3","22"
"OG0000009","TE11_v2","25","22","1","3","4","23"
"OG0000009","TE4_v1","25","23","1","2","3","24"
"OG0000009","TE8_v1","25","24","0","1","1","24"
"OG0000009","WS1_v2_s","25","21","0","4","4","21"
"OG0000012","73_3a","26","25","8","1","9","39"
"OG0000012","AL08_v2_f","26","24","6","2","8","34"
"OG0000012","al1_v2_s","26","24","9","2","11","38"
"OG0000012","AL27_v1","26","23","10","3","13","35"
"OG0000012","ALR","26","23","7","3","10","33"
"OG0000012","BAM12_v2","26","22","4","4","8","27"
"OG0000012","BOR_v1","26","25","7","1","8","34"
"OG0000012","F1-14","26","25","8","1","9","35"
"OG0000012","KN003hexa_v0","26","25","10","1","11","41"
"OG0000012","KN005_v1","26","26","12","0","12","45"
"OG0000012","KN006_v1","26","25","6","1","7","33"
"OG0000012","MN47_mabs_v3","26","26","2","0","2","28"
"OG0000012","Nla","26","23","8","3","11","38"
"OG0000012","NT1_v2","26","22","3","4","7","25"
"OG0000012","NT12_v2","26","24","7","2","9","33"
"OG0000012","NT8_v2_fix","26","25","12","1","13","40"
"OG0000012","NT9_v2","26","23","6","3","9","30"
"OG0000012","PU6_v3_fin","26","24","5","2","7","33"
"OG0000012","TE11_v2","26","22","4","4","8","27"
"OG0000012","TE4_v1","26","24","8","2","10","39"
"OG0000012","TE8_v1","26","21","5","5","10","28"
"OG0000012","WS1_v2_s","26","18","5","8","13","25"
"OG0000015","73_3a","18","11","0","7","7","11"
"OG0000015","AL08_v2_f","18","12","0","6","6","12"
"OG0000015","al1_v2_s","18","13","0","5","5","13"
"OG0000015","AL27_v1","18","9","0","9","9","9"
"OG0000015","ALR","18","13","0","5","5","13"
"OG0000015","BAM12_v2","18","15","0","3","3","15"
"OG0000015","BOR_v1","18","10","0","8","8","10"
"OG0000015","F1-14","18","14","0","4","4","14"
"OG0000015","KN003hexa_v0","18","16","0","2","2","16"
"OG0000015","KN005_v1","18","17","0","1","1","17"
"OG0000015","KN006_v1","18","16","2","2","4","18"
"OG0000015","MN47_mabs_v3","18","18","0","0","0","18"
"OG0000015","MN47_v4","18","4","0","14","14","4"
"OG0000015","Nla","18","11","0","7","7","11"
"OG0000015","NT1_v2","18","12","0","6","6","12"
"OG0000015","NT12_v2","18","15","0","3","3","15"
"OG0000015","NT8_v2_fix","18","17","0","1","1","17"
"OG0000015","NT9_v2","18","15","0","3","3","15"
"OG0000015","PU6_v3_fin","18","16","0","2","2","16"
"OG0000015","TE11_v2","18","12","0","6","6","12"
"OG0000015","TE4_v1","18","10","0","8","8","10"
"OG0000015","TE8_v1","18","12","0","6","6","12"
"OG0000015","WS1_v2_s","18","13","0","5","5","13"
"OG0000016","73_3a","31","31","12","0","12","49"
